CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,TearGas,Source1,Source2,Source3,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,,,,,,,,
Lake Oswego,Palisades Elementary School,,OR,US,2020-11-01,,,,,,,Respond to Racism LO,against racism,1,rally,0,0,0,0,1,1,,,,https://www.kgw.com/article/news/local/community-gathers-to-support-residents-after-severed-deer-heads-found-in-lake-oswego-neighborhood/283-a924d7f9-4ec4-49ea-b780-e1dff7a4e5a4,,,,,,,,,,,,,,,,,,
Lorena,,,TX,US,2020-11-01,more than 100,100,,100,,,general protesters,for President Trump,2,rally; caravan,0,0,0,0,1,1,,,,https://www.kxxv.com/news/election-2020/central-texans-hold-political-rallies-on-final-weekend-before-election,,,,,,,,,,,,,,,,,,
Los Angeles,Wilshire Federal Building; Consulate General of Azerbaijan,,CA,US,2020-11-01,400-500; thousands,400,,2000,,,Armenian Youth Federation,"for sanctions against Turkey and Azerbaijan, for international recognition of Artsakh",0,march,0,0,0,0,1,1,,March for Recognition,,https://www.facebook.com/events/375296333622330/,https://www.foxla.com/video/866491,https://kfiam640.iheart.com/content/2020-11-01-hundreds-turn-out-for-armenian-youth-group-demonstration/,,,,,,,,,,,,,,,,
Los Angeles,,,CA,US,2020-11-01,dozens,24,,24,,,Black Lives Matter LA; Undergraduate Students Association Council,"against the University of California-Los Angeles for letting the LA Police Department use a campus to detain protesters, against police on campus, Black Lives Matter",1,protest,0,0,0,0,1,1,,,,https://dailybruin.com/2020/11/01/activists-gather-at-jackie-robinson-stadium-to-protest-ucpd-lapd,,,,,,,,,,,,,,,,,,
Louisville,Eastern High School,,KY,US,2020-11-01,about 100,100,,100,,,general protesters,"for President Trump, for patriotism",2,rally; caravan,0,0,0,0,1,1,20201101-louisville-trump,some carried firearms; one protester brandished gun at counter-protesters during roadblock,,https://www.yahoo.com/news/louisville-protesters-block-trump-train-025341815.html,https://www.courier-journal.com/story/news/local/2020/11/02/trump-train-louisville-eastern-high-school-no-gun-charges/6122401002/,,,,,,,,,,,,,,,,,
Louisville,Eastern High School,,KY,US,2020-11-01,several,3,,3,,,general protesters,"against President Trump, Black Lives Matter",1,counter-protest,1,0,0,0,0,1,20201101-louisville-trump,counter-protesters used their cars to try to block caravan of protesters from departing school parking lot,,https://www.yahoo.com/news/louisville-protesters-block-trump-train-025341815.html,,,,,,,,,,,,,,,,,,
Louisville,Kentucky State Fair,,KY,US,2020-11-01,about 1000,1000,,1000,,,general protesters,for President Trump,2,rally,0,0,0,0,0,1,,,,https://www.yahoo.com/news/louisville-protesters-block-trump-train-025341815.html,,,,,,,,,,,,,,,,,,
Lynchburg,The Plaza,,VA,US,2020-11-01,,,,,,,general protesters,for President Trump,2,drive-thru rally,,,,,1,1,,Trump Train,,https://www.wdbj7.com/2020/11/01/good-campaigns-in-lynchburg-as-trump-supporters-hold-rolling-rally/,,,,,,,,,,,,,,,,,,
Madison,online,,WI,US,2020-11-01,over 100,100,,100,,,University of Wisconsin Black Student Union; Wisconsin Association of Black Men; Campus Women’s Center; Student Inclusion Coalition; National Pan-Hellenic Council; Black Umbrella; African Student Association; National Society for Black Engineers,"for unity, for a safe space for conversations between Black students and allies, against ICE, against police brutality, against President Trump",1,march,0,0,0,0,1,1,20201101-madison-bipoc,used vehicles to blockade area around capitol to create safe space; moved event online due to concerns about safety from counter-protesters; chanted at counter-protesters,,https://www.dailycardinal.com/article/2020/11/uw-black-student-union-march-facilitates-conversation-understanding-amid-disruptive-counter-protesters,,,,,,,,,,,,,,,,,,
Madison,Wisconsin State Capitol,,WI,US,2020-11-01,,,,,,,general protesters,"for President Trump, Blue Lives Matter, Make America Great Again",2,counter-protest,0,0,0,0,0,1,20201101-madison-bipoc,caravanned to capitol; parked cars and confronted protesters; at least one counter-protester carried a holstered pistol,,https://www.dailycardinal.com/article/2020/11/uw-black-student-union-march-facilitates-conversation-understanding-amid-disruptive-counter-protesters,,,,,,,,,,,,,,,,,,
Manchester,Cemetery Rd and Rte 502,,CT,US,2020-11-01,hundreds,200,,200,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,20201101-manchester-trump,verbal clashes with counter-protesters,,https://www.journalinquirer.com/news/hundreds-rally-for-trump-in-manchester-see-videos/article_e1b95c18-1c82-11eb-8b62-6bc5b8e66165.html,https://www.breitbart.com/politics/2020/11/02/hundreds-rally-for-donald-trump-in-connecticut/,https://www.journalinquirer.com/towns/manchester/manchester-rally/video_745210b6-1c8c-11eb-b68b-cf0af57c7cb9.html,https://www.journalinquirer.com/news/hundreds-rally-for-trump-in-manchester/article_e1b95c18-1c82-11eb-8b62-6bc5b8e66165.html,,,,,,,,,,,,,,,
Manchester,Cemetery Rd and Rte 502,,CT,US,2020-11-01,15 or so,15,,15,,,general protesters,"against President Trump, Black Lives Matter",1,counter-protest,0,0,0,0,0,1,20201101-manchester-trump,staged across street from rally; verbal clashes with rally-goers,,https://www.journalinquirer.com/news/hundreds-rally-for-trump-in-manchester-see-videos/article_e1b95c18-1c82-11eb-8b62-6bc5b8e66165.html,https://www.journalinquirer.com/towns/manchester/manchester-rally/video_745210b6-1c8c-11eb-b68b-cf0af57c7cb9.html,,,,,,,,,,,,,,,,,
Marin City,Marin City Target,,CA,US,2020-11-01,250-350,250,,350,,,general protesters,for President Trump,2,rally; caravan,0,0,0,0,1,1,,,,https://www.kron4.com/news/bay-area/trump-car-caravan-turns-violent-in-marin-city/,,,,,,,,,,,,,,,,,,
Menlo Park,home of Facebook CEO Sheryl Sandberg,,CA,US,2020-11-01,count pic,9,,9,,,Diablo Rising Tide,"for democracy, for deplatforming fascists on Facebook",1,demonstration,0,0,0,0,1,1,,,,https://twitter.com/RTBayArea/status/1323032263546740736,,,,,,,,,,,,,,,,,,
Montgomery,Carver High School,,AL,US,2020-11-01,,,,,,,general protesters,for ballot measure that would raises taxes to fund public education,0,rally,0,0,0,0,1,1,,,,https://www.wsfa.com/2020/11/02/supporters-tax-increase-mps-rally-support-ahead-tuesday/,,,,,,,,,,,,,,,,,,
Morgantown,,,PA,US,2020-11-01,,,,,,,general protesters,for President Trump,2,caravan,0,0,0,0,1,1,,,,https://www.wfmz.com/news/election/supporters-hold-biden-trump-rallies-in-eastern-pa/article_005356ee-1cf9-11eb-869e-e78c5e1d1ac3.html,,,,,,,,,,,,,,,,,,
Nevada City,,,CA,US,2020-11-01,,,,,,,general protesters,against tree removal by electric utility company,0,occupation,0,0,0,0,1,1,,,,https://sacramento.cbslocal.com/2020/11/05/nevada-city-tree-protest-deal-pge-tarzan/,,,,,,,,,,,,,,,,,,
New Haven,,,CT,US,2020-11-01,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,,https://www.wtnh.com/news/politics/trump-rallies-held-in-new-haven-hartford-just-days-before-election-day/,https://www.wtnh.com/news/politics/trump-rallies-held-in-new-haven-hartford-just-days-before-election-day/,,,,,,,,,,,,,,,,,
New York,"Broad Channel and Belle Harbor, Queens; Cross Bay Boulevard",,NY,US,2020-11-01,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,20201101-queens-trump,,,https://www.qchron.com/editions/south/pro-trump-car-rally-meets-groups-of-broad-channel-rockaway-counterprotesters/article_52c87098-1d4a-11eb-a887-272acc774426.html,https://www.nyclu.org/en/campaigns/new-york-police-transparency-database/new-york-police-department/timeline-nypd-violence-against-protesters,,,,,,,,,,,,,,,,,
New York,Manhattan,,NY,US,2020-11-01,,,,,,,general protesters,"for Democratic candidates for office, in celebration of women's suffrage",1,rally,0,0,0,0,1,1,,"Lieutenant Governor Kathy Hochul, Assemblywoman Rebecca Seawright and Congresswoman Carolyn Maloney",,https://www.amny.com/news/maloney-seawright-womens-vote-rally-2020-manhattan/,,,,,,,,,,,,,,,,,,
New York,"1286 Decatur St, Brooklyn",,NY,US,2020-11-01,,,,,,,Full Time Tenant Union,for cancelling rent during coronavirus pandemic,0,banner drop,0,0,0,0,0,1,,,,https://twitter.com/protest_nyc/status/1322931173304262657,https://twitter.com/protest_nyc/status/1323181061552197633,,,,,,,,,,,,,,,,,
New York,"129th St and Rockaway Beach Blvd, Queens",,NY,US,2020-11-01,,,,,,,general protesters,against President Trump,1,counter-protest,,,,,0,1,20201101-queens-trump,,,https://twitter.com/protest_nyc/status/1322922531460993033,,,,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-11-01,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police violence",1,vigil; march,,,,,0,1,,,,https://www.instagram.com/p/CHD49QCDpG5/,,,,, ,,,,,,,,,,,,,
New York,"Coney Island/Stillwell Ave Station, Brooklyn; Federal Hall, Manhattan",,NY,US,2020-11-01,,,,,,,general protesters,"against racism, against voter suppression",1,march,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1322922531460993033,IG @jamell.henderson,,,,,,,,,,,,,,,,,
New York,"E 20th Rd and Crossbay Blvd, Queens",,NY,US,2020-11-01,,,,,,,general protesters,against President Trump,1,counter-protest,,,,,0,1,20201101-queens-trump,,,https://twitter.com/protest_nyc/status/1322922531460993033,,,,,,,,,,,,,,,,,,
New York,"Ferry Point Park, Bronx",,NY,US,2020-11-01,,,,,,,general protesters,"for President Trump, for patriotism, Make America Great Again, Police Lives Matter",2,caravan,0,0,0,0,0,1,,,,https://www.ny1.com/nyc/all-boroughs/news/2020/11/02/trump-supporters-organize-caravan-parade-in-the-bronx,,,,,,,,,,,,,,,,,,
New York,"Madison Square Park, Chelsea, Manhattan",,NY,US,2020-11-01,about 300,300,,300,,,United Against Racism and Fascism-NYC; Anti-Trump demonstrators,"against President Trump, against racism, against fascism",1,rally; march,11,unspecified,0,0,0,1,,,,https://twitter.com/UARFNYC/status/1322554103734689798,https://twitter.com/protest_nyc/status/1322950166366871553,https://twitter.com/AshAgony/status/1322963177064247297,https://www.pix11.com/news/local-news/blm-ny-co-founder-among-11-arrested-after-anti-trump-protesters-clash-with-nypd-in-manhattan,https://www.pix11.com/news/america-in-crisis/blm-ny-co-founders-discuss-nypd-clash-with-anti-trump-protesters-in-manhattan,https://pix11.com/news/unrest-in-america/blm-ny-co-founders-discuss-nypd-clash-with-anti-trump-protesters-in-manhattan/,https://www.nyclu.org/en/campaigns/new-york-police-transparency-database/new-york-police-department/timeline-nypd-violence-against-protesters,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-11-01,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1322922531460993033,,,,,,,,,,,,,,,,,,
New York,"New York Times Building, Manhattan",,NY,US,2020-11-01,,,,,,,Armenian Youth Federation,"for international recognition of Artsakh, against Azerbaijani aggression in Nagorny Karabakh, for retraction of articles about war between Armenia and Azerbaijan",0,demonstration,0,0,0,0,0,1,,,,https://twitter.com/hragv/status/1322966482851082240,https://en.armradio.am/2020/11/01/live-armenians-stage-protest-in-front-of-the-new-york-times-building/,,,,,,,,,,,,,,,,,
New York,"Nigerian Consulate, 828 2nd Ave, Manhattan",,NY,US,2020-11-01,,,,,,,general protesters,for abolishing SARS in Nigeria,0,protest,0,0,0,0,0,1,,,,https://twitter.com/protest_nyc/status/1322922531460993033,https://twitter.com/protest_nyc/status/1322991054304456704,,,,,,,,,,,,,,,,,
New York,Queens-Whitestone Bridge,,NY,US,2020-11-01,,,,,,,general protesters,for President Trump,2,caravan,0,0,0,0,0,1,,,,https://twitter.com/LRedSchoolHouse/status/1322984460153925634,https://www.amny.com/news/10-arrests-as-anti-and-pro-trump-rallies-go-their-separate-ways/,,,,,,,,,,,,,,,,,
Northampton,Main St,,MA,US,2020-11-01,hundreds,200,,200,,,general protesters,for President Trump,2,demonstration,0,0,0,0,1,1,20201101-northampton-trump,"numerous confrontations and scuffles between protesters and counter-protesters, including at least one fight; police used pepper spray to break up fight and try to disperse crowd",1,https://www.westernmassnews.com/news/main-st-blocked-as-protesters-gather-in-northampton/article_54774746-1c84-11eb-81c0-0f002ccea547.html,https://www.wwlp.com/news/local-news/hampshire-county/trump-supporters-blm-protesters-meet-in-downtown-northampton/,https://www.masslive.com/police-fire/2020/11/conflict-erupts-in-northampton-between-back-the-blue-trump-rally-and-counter-protesters-no-arrests-made-police-say.html,https://www.gazettenet.com/Northampton-trump-rally-and-counterprotest-followup-37098608,,,,,,,,,,,,,,,
Northampton,Main St,,MA,US,2020-11-01,hundreds,200,,200,,,general protesters,"against racism, against police brutality",1,counter-protest,0,0,0,0,0,1,20201101-northampton-trump,"numerous confrontations and scuffles between protesters and counter-protesters, including at least one fight; police used pepper spray to break up fight and try to disperse crowd",1,https://www.westernmassnews.com/news/main-st-blocked-as-protesters-gather-in-northampton/article_54774746-1c84-11eb-81c0-0f002ccea547.html,https://www.wwlp.com/news/local-news/hampshire-county/trump-supporters-blm-protesters-meet-in-downtown-northampton/,https://www.masslive.com/police-fire/2020/11/conflict-erupts-in-northampton-between-back-the-blue-trump-rally-and-counter-protesters-no-arrests-made-police-say.html,https://www.gazettenet.com/Northampton-trump-rally-and-counterprotest-followup-37098608,,,,,,,,,,,,,,,
Oakley,The Oaks Apartment Complex on Main Street,,CA,US,2020-11-01,count pic,5,,5,,,general protesters,"against rent increases, save seniors from homelessness",0,protest,0,0,0,0,1,1,,,,https://www.eastbaytimes.com/2020/11/03/seniors-protest-increased-rents-at-east-bay-affordable-apartments/,,,,,,,,,,,,,,,,,,
Oley,Oley Fire Company Fairgrounds,,PA,US,2020-11-01,more than 200,200,,200,,,area Republicans,for President Trump,2,rally,0,0,0,0,1,1,,,,https://www.pottsmerc.com/news/local/berks-gop-holds-road-rally-day-after-president-trumps-visit/article_ddee74a1-ca68-5ff7-9de2-37ed0c68e1fc.html,,,,,,,,,,,,,,,,,,
Opa-locka,Miami-Opa Locka Executive Airport; Opa-locka Executive Airport,,FL,US,2020-11-01,thousands,2000,,2000,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,Feat. President Trump,,https://www.wsoctv.com/news/local/president-trump-plans-sunday-campaign-rally-hickory-airport/4CEDQ5AFUJC3NBP65XZWEAHZEM/,https://www.nbcmiami.com/news/politics/decision-2020/trump-to-host-evening-rally-in-opa-locka/2314852/,https://www.palmbeachpost.com/story/news/politics/2020/11/02/trump-miami-rally-mixes-policy-showmanship-spur-critical-florida-vote/6119305002/,https://www.sun-sentinel.com/news/politics/elections/fl-ne-midnight-miami-maga-rally-20201030-bmqtzfknh5chvi4zctq4ev5djy-story.html,https://www.sun-sentinel.com/coronavirus/ct-nw-trump-threatens-to-fire-anthony-fauci-20201102-tolj2fh7urfx5h5wjrygin4m5u-story.html,https://wsvn.com/news/politics/thousands-gather-at-miami-opa-locka-executive-airport-for-late-night-trump-rally/,https://miami.cbslocal.com/2020/11/02/joe-biden-defends-dr-anthony-fauci-trump-firing-threat/,,,,,,,,,,,,
Orlando,,,FL,US,2020-11-01,,,,,,,general protesters,for Joe Biden,1,car rally,,,,,1,1,,Feat. Jill Biden,,https://www.wfla.com/news/local-news/jill-biden-to-host-drive-in-rally-in-tampa-on-sunday/,,,,,,,,,,,,,,,,,,
Paducah,Paducah Tilghman High School,,KY,US,2020-11-01,dozens,24,,24,,,Paducah Marches for Justice,"against racism, for firing Paducah Public Schools Superintendent Donald Shively over blackface photo",0,protest,0,0,0,0,1,1,,,,https://www.paducahsun.com/news/group-to-protest-shively-board-sunday/article_2272ee32-52d5-548f-b1a6-596307550213.html,https://www.wkms.org/post/dozens-protest-paducah-tilghman-high-school-calling-superintendent-s-resignation#stream/0,https://www.paducahsun.com/news/protesters-march-against-shively/article_d049dfb0-7d50-58f5-b2bc-1c7796a59e15.html,,,,,,,,,,,,,,,,
Palm Harbor,US-19 and Nebraska Ave,,FL,US,2020-11-01,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,20201101-palmharbor-biden,scuffled with counter-protester,,https://www.wmnf.org/video-shows-pinellas-deputies-repeatedly-punching-elbowing-biden-supporter-during-political-rally-in-palm-harbor/,,,,,,,,,,,,,,,,,,
Palm Harbor,US-19 and Nebraska Ave,,FL,US,2020-11-01,,,,,,,general protesters,"against President Trump, against fascism",1,counter-protest,1,0,0,0,1,1,20201101-palmharbor-biden,wore Confederate flag and Trump mask; called rally-goers Nazis,,https://www.wmnf.org/video-shows-pinellas-deputies-repeatedly-punching-elbowing-biden-supporter-during-political-rally-in-palm-harbor/,https://www.wfla.com/news/local-news/police-clearwater-man-attends-political-rally-calls-trump-fans-nazis-assaults-deputy/,,,,,,,,,,,,,,,,,
Pensacola,,,FL,US,2020-11-01,,,,,,,Strive; Workers World Party - Central Gulf Coast,"against racism, against police brutality, for better mental health infrastructure, for justice for Walter Wallace Jr.",1,demonstration,,,,,1,1,,Mental Illness Is Not a Crime! Justice for Walter Wallace Jr.!,,https://www.facebook.com/events/2441163492854117/,,,,,,,,,,,,,,,,,,
Philadelphia,Sharon Baptist Church,,PA,US,2020-11-01,,,,,,,general protesters,for Joe Biden,1,car rally,0,0,0,0,1,1,,Feat. Joe Biden,,https://www.nytimes.com/2020/11/01/us/politics/trump-biden-campaign.html,https://www.wdrb.com/biden-souls-to-the-polls-rally-supporters-11-1-20-ap-jpeg/image_d853a576-1cb8-11eb-8380-cfcc93c2d129.html,https://whyy.org/articles/biden-works-to-push-black-turnout-in-critical-battleground-pa/,,,,,,,,,,,,,,,,
Philadelphia,FDR Park,,PA,US,2020-11-01,,,,,,,general protesters,for Joe Biden,1,car rally,0,0,0,0,0,1,,Feat. Joe Biden,,https://www.nytimes.com/2020/11/01/us/politics/trump-biden-campaign.html,https://www.wdrb.com/biden-souls-to-the-polls-rally-supporters-11-1-20-ap-jpeg/image_d853a576-1cb8-11eb-8380-cfcc93c2d129.html,https://whyy.org/articles/biden-works-to-push-black-turnout-in-critical-battleground-pa/,,,,,,,,,,,,,,,,
Philadelphia,home of City Council President Darrell Clarke,,PA,US,2020-11-01,,,,,,,Philadelphia Housing Action; Occupy PHA,for housing rights,0,protest,,,,,0,1,,,,https://itsgoingdown.org/occupy-takeover-how-philadelphia-housing-action-turned-vacant-buildings-into-homes/,,,,,,,,,,,,,,,,,,
Philadelphia,Elkins Park,,PA,US,2020-11-01,,,,,,,general protesters,for Joe Biden,1,rally,,,,,,,,,,https://www.lehighvalleylive.com/elections/2020/10/andrew-yang-to-rally-in-bethlehem-as-pa-draws-trump-on-saturday-and-biden-on-monday.html,,,,,,,,,,,,,,,,,,
Phoenix,,,AZ,US,2020-11-01,,,,,,,general protesters,for President Trump,2,caravan,0,0,0,0,1,1,,,,https://twitter.com/Stephan29216062/status/1323004702263402496,,,,,,,,,,,,,,,,,,
Placerville,"Park n Ride, Forni Rd",,CA,US,2020-11-01,,,,,,,general protesters,for President Trump,2,rally; caravan,0,0,0,0,1,1,,,,https://www.mtdemocrat.com/news/maga-rally-rumbles-through-county/,,,,,,,,,,,,,,,,,,
Portland,Cathedral Park Boat Launch,,OR,US,2020-11-01,,,,,,,Fight for the Future; Human Access Project; Portland Harbor Community Coalition; North Portland Neighborhood Services,against testing military drones in Portland,1,protest; boat parade,,,,,1,1,,,,https://www.facebook.com/events/854894705316966/,,,,,,,,,,,,,,,,,,
Portola Valley,Portola Rd and Alpine Rd,,CA,US,2020-11-01,,,,,,,general protesters,"against racism, against police violence",1,protest,0,0,0,0,1,1,,,,https://www.almanacnews.com/news/2021/02/26/after-eight-months-portola-valleys-weekly-blm-demonstrators-stay-committed,,,,,,,,,,,,,,,,,,
Providence,Rhode Island Statehouse,,RI,US,2020-11-01,,,,,,,general protesters,"against racism, against police violence",1,rally,0,0,0,0,1,1,,Rally to Support Our Youth and Protest Police Brutality,,https://www.providencejournal.com/picture-gallery/news/2020/11/01/rally-support-youth-and-protest-police-brutality-ri-state-house/6117440002/,,,,,,,,,,,,,,,,,,
Richmond,Monument Circle,,VA,US,2020-11-01,,,,,,,general protesters,for President Trump,2,caravan,0,0,0,0,1,1,20201101-richmond-trump,gun shot fired as caravan passed counter-protesters,,https://www.foxnews.com/us/trump-supporters-protesters-clash-at-robert-e-lee-monument-in-virginia,https://localnews8.com/news/2020/11/02/police-respond-to-multiple-incidents-during-trump-train-mobile-vehicle-rally-in-richmond/,https://twitter.com/iamIanMunro/status/1323010839243350016,https://www.cnn.com/2020/11/02/us/richmond-trump-train/index.html,,,,,,,,,,,,,,,
Richmond,Monument Circle,,VA,US,2020-11-01,,,,,,,general protesters,"Black Lives Matter, against President Trump",1,counter-protest,0,1,0,0,0,1,20201101-richmond-trump,verbally confronted passing caravan,,https://www.foxnews.com/us/trump-supporters-protesters-clash-at-robert-e-lee-monument-in-virginia,https://localnews8.com/news/2020/11/02/police-respond-to-multiple-incidents-during-trump-train-mobile-vehicle-rally-in-richmond/,https://twitter.com/iamIanMunro/status/1323010839243350016,,,,,,,,,,,,,,,,
Richmond,Monument Circle,,VA,US,2020-11-01,,,,,,,general protesters,for Joe Biden for president,1,caravan,0,0,0,0,0,1,,,,https://twitter.com/iamIanMunro/status/1323010839243350016,,,,,,,,,,,,,,,,,,
Rochester,"Academic Quad, University of Rochester",,NY,US,2020-11-01,,,,,,,Douglass Leadership House; Black Students' Union; Pan-African Students Association,"for protecting Black lives in the United States and Nigeria and worldwide, for women's rights, for LGBTQ+ rights, against ICE",1,demonstration,0,0,0,0,1,1,,All Black Lives Matter,,http://www.campustimes.org/2020/11/08/students-protest-for-black-lives-worldwide/,https://www.facebook.com/events/799616313937202/,,,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-11-01,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,,,,,1,1,,,,https://twitter.com/OccupyRKFD/status/1322583957142179844,,,,,,,,,,,,,,,,,,
Rome,Richard B. Russell Airport,,GA,US,2020-11-01,thousands,2000,,2000,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,Feat. President Trump,,https://georgiarecorder.com/brief/georgia-still-on-presidents-mind-with-sunday-rally-in-rome-planned/,https://www.wsoctv.com/news/local/president-trump-plans-sunday-campaign-rally-hickory-airport/4CEDQ5AFUJC3NBP65XZWEAHZEM/,https://www.gpb.org/news/2020/11/01/trump-harris-rallies-showcase-battle-for-georgias-votes-and-political-future,https://sixmilepost.com/8243/news/trump-rallies-in-rome-before-election/,https://www.ajc.com/politics/politics-blog/the-jolt-shout-outs-but-no-shared-stage-at-sundays-donald-trump-rally/KMBUHTLP7ZBEHL6OBDN2XAJ7GQ/,,,,,,,,,,,,,,
Rothschild,Stoney Creek Hotel and Conference Center,,WI,US,2020-11-01,,,,,,,general protesters,for President Trump,2,rally,,,,,,,,Feat. Ivanka Trump,,https://www.weau.com/2020/10/31/ivanka-trump-to-host-rally-in-rothschild-wisconsin-sunday/,,,,,,,,,,,,,,,,,,
Sacramento,,,CA,US,2020-11-01,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,,https://www.mtdemocrat.com/news/maga-rally-rumbles-through-county/,,,,,,,,,,,,,,,,,,
