CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,Source5,Source6,Source7
Dallas,George W Bush Presidential Center,TX,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21367/signup/?source=&akid=&zip=,,,,,,,
Daytona Beach,International Speedway Blvd and Beach St,FL,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21436/signup/?source=&akid=&zip=,,,,,,,
Denver,Civic Center Park Amphitheater,CO,US,2018-08-26,few hundred,200,,200,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21191/signup/?source=&akid=&zip=,https://denver.cbslocal.com/2018/08/26/unite-justice-rally-brett-kavanaugh/,,,,,,
Denver,,CO,US,2018-08-26,,,,,,,GoTopless Day,Protesting rape culture; objectification of women; sexual harassment,0,protest,0,0,0,0,0,1,https://www.westword.com/news/what-denver-gotopless-day-was-like-in-2018-10710887,,,,,,,
Des Moines,Kum & Go Theater,IA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21284/signup/?source=&akid=&zip=,,,,,,,
Duluth,Bent Paddle Brewing Co Taproom,MN,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21464/signup/?source=&akid=&zip=,,,,,,,
Durango,Planned Parenthood,CO,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21486/signup/?source=&akid=&zip=,,,,,,,
El Paso,San Jacinto Plaza,TX,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21461/signup/?source=&akid=&zip=,,,,,,,
Eugene,New Federal Courthouse,OR,US,2018-08-26,FB: 41,41,,41,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21402/signup/?source=&akid=&zip=,https://www.facebook.com/events/700837060258475/,,,,,,
Fairbanks,Unitarian Universalist Fellowship ,AK,US,2018-08-26,,,,,,,general protestors,protesting the nomination of Kavanaugh to the Supreme Court,1,protest,0,0,0,0,1,1,http://www.newsminer.com/news/local_news/fairbanks-activist-groups-rally-against-kavanaugh/article_16abccca-a9cc-11e8-85c9-5f829081e18e.html,,,,,,,
Fargo,Civic Center Plaza,ND,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21181/signup/?source=&akid=&zip=,,,,,,,
Fredericksburg,corner of William Street and Rte 3,VA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21459/signup/?source=&akid=&zip=,,,,,,,
Fort Myers,Centennial Park,FL,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21394/signup/?source=&akid=&zip=,,,,,,,
Gainesville,Oaks Mall,FL,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21547/signup/?source=&akid=&zip=,,,,,,,
Golden,,CO,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21450/signup/?source=&akid=&zip=,,,,,,,
Greenwood,Greenwood County Courthouse,SC,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21552/signup/?source=&akid=&zip=,,,,,,,
Hartford,Connecticut State Capitol,CT,US,2018-08-26,about 150,150,,150,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/unite-for-justice/21414/signup/?source=&akid=&zip=,https://www.ctnewsjunkie.com/archives/entry/20180826_womens_equality_day_includes_rally_against_kavanaugh_in_hartford/,,,,,,
Haverhill,Riverside Park,MA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21555/signup/?source=&akid=&zip=,,,,,,,
Hingham,,MA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21490/signup/?source=&akid=&zip=,,,,,,,
Hoosick Falls,outside Immaculate Conception Church,NY,US,2018-08-26,about 50,50,,,50,,Save the Hoosick Falls Immaculate Conception Church,rally to save Immaculate Conception Church,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/1928856847414666/,"https://www.benningtonbanner.com/stories/parishoners-rally-to-save-their-church,548782",,,,,,
Houston,outside Federal Courthouse,TX,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21477/signup/?source=&akid=&zip=,,,,,,,
Ithaca,Bernie Milton Pavilion,NY,US,2018-08-26,roughly 130,130,,130,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/unite-for-justice/21406/signup/?source=&akid=&zip=,http://cornellsun.com/2018/08/26/protesters-promise-to-lie-down-in-the-streets-to-support-reproductive-rights-at-anti-cavanaugh-rally/,,,,,,
Indianapolis,State House,IN,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21193/signup/?source=&akid=&zip=,https://twitter.com/danaeIXTHYS/status/1033800292968611841,,,,,,
Jackson,Liberty Park,TN,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21277/signup/?source=&akid=&zip=,,,,,,,
Jefferson,Big Four Bridge,IN,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21524/signup/?source=&akid=&zip=,,,,,,,
Juneau,Congressional delegation office,AK,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21393/signup/?source=&akid=&zip=,,,,,,,
Juneau,Amalga Distillery,AK,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21433/signup/?source=&akid=&zip=,,,,,,,
Kansas City,Senator McCaskill's office,KS,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21408/signup/?source=&akid=&zip=,,,,,,,
Ketchum,Wood Community YMCA,ID,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21470/signup/?source=&akid=&zip=,,,,,,,
Knoxville,City County Building,TN,US,2018-08-26,roughly 50,50,,50,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,0,0,0,0,1,1,https://twitter.com/NARAL/status/1033866336945012736,https://www.knoxnews.com/story/news/local/2018/08/26/knoxville-protest-brett-kavanaugh-abortion-trump/1105126002/,,,,,,
Knoxville,City County Building,TN,US,2018-08-26,na,5,,5,,,general protestors,supporting the nomination of of Kavanaugh to the Supreme Court; anti-abortion,1,counter-protest,0,0,0,0,1,1,https://twitter.com/NARAL/status/1033866336945012736,https://www.knoxnews.com/story/news/local/2018/08/26/knoxville-protest-brett-kavanaugh-abortion-trump/1105126002/,,,,,,
Lafayette,199 Grand Avenue,LA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21439/signup/?source=&akid=&zip=,,,,,,,
Lake Placid,Lake Placid,FL,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21550/signup/?source=&akid=&zip=,,,,,,,
Laramie,,WY,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21325/signup/?source=&akid=&zip=,,,,,,,
Las Vegas,Sunset Park,NV,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,0,0,0,0,1,1,https://www.fox5vegas.com/news/rallies-across-las-vegas-held-against-trump-s-supreme-court/article_a85c7de2-8a59-570c-a99b-bee799ac4b56.html,,,,,,,
Little Rock,Fassier Hall,AR,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21434/signup/?source=&akid=&zip=,,,,,,,
Longmont,6th and Main Street,CO,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21374/signup/?source=&akid=&zip=,https://twitter.com/allison_r_s/status/1033826923535683584,,,,,,
Los Angeles,City Hall,CA,US,2018-08-26,hundreds,200,,200,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21189/signup/?source=&akid=&zip=,https://losangeles.cbslocal.com/2018/08/26/hundreds-rally-against-president-trumps-supreme-court-pick/,,,,,,
Lincoln,Standing Bear Statue,NE,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21498/signup/?source=&akid=&zip=,,,,,,,
Livingston,Depot Park,MT,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21223/signup/?source=&akid=&zip=,,,,,,,
Madison,State Capitol Building,WI,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21340/signup/?source=&akid=&zip=,,,,,,,
Mashpee,,MA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21412/signup/?source=&akid=&zip=,,,,,,,
Mays Landing,Congressman LoBiondo's office,NJ,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21364/signup/?source=&akid=&zip=,,,,,,,
Milwaukee,Milwaukee County Courthouse,WI,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21338/signup/?source=&akid=&zip=,,,,,,,
Minot,Oak Park,MD,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21279/signup/?source=&akid=&zip=,,,,,,,
Minneapolis,Moon Palace Books,MN,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21337/signup/?source=&akid=&zip=,,,,,,,
Montgomery,The Power House,AL,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21424/signup/?source=&akid=&zip=,,,,,,,
Morehead,Fountain Park,KY,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21272/signup/?source=&akid=&zip=,,,,,,,
Monroe,,OH,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21268/signup/?source=&akid=&zip=,,,,,,,
Nashville,Planned Parenthood,TN,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21481/signup/?source=&akid=&zip=,,,,,,,
Nashville,State Capitol lawn,TN,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21306/signup/?source=&akid=&zip=,,,,,,,
New Orleans,Corner of Toledano and White Street,LA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21343/signup/?source=&akid=&zip=,,,,,,,
New York,Foley Square,NY,US,2018-08-26,hundreds,200,,200,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,0,0,0,0,1,1,https://twitter.com/NARAL/status/1033749938495205376,https://www.amny.com/news/politics/kavanaugh-rally-protest-nyc-1.20679429,,,,,,
Northampton,,MA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21513/signup/?source=&akid=&zip=,,,,,,,
Oklahoma City,,OK,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21395/signup/?source=&akid=&zip=,,,,,,,
Omaha,Memorial Park,NE,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21313/signup/?source=&akid=&zip=,,,,,,,
Orlando,City Hall,FL,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21365/signup/?source=&akid=&zip=,,,,,,,
Orleans,Orleans Rotary,MA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21482/signup/?source=&akid=&zip=,,,,,,,
Overland Park,Senator Robert's office,KS,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21351/signup/?source=&akid=&zip=,,,,,,,
Palmdale,corner of 10th St West and Rancho Vista Blvd,CA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21246/signup/?source=&akid=&zip=,,,,,,,
Peoria,Federal Courthouse,IL,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21266/signup/?source=&akid=&zip=,,,,,,,
Philadelphia,Courtyard of City Hall,PA,US,2018-08-26,about 500,500,,500,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21200/signup/?source=&akid=&zip=,https://twitter.com/PaulRevere1999/status/1033750237335236608,,,,,,
Pocatello,Denny's Restaurant,ID,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21480/signup/?source=&akid=&zip=,,,,,,,
Phoenix,105 W Portland St,AZ,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21370/signup/?source=&akid=&zip=,,,,,,,
Portland,City Hall,ME,US,2018-08-26,hundreds,200,,200,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/unite-for-justice/21230/signup/?source=&akid=&zip=,https://bangordailynews.com/2018/08/27/news/portland/maine-residents-protest-trumps-supreme-court-nominee/,,,,,,
Portsmouth,Market Square,NH,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21488/signup/?source=&akid=&zip=,,,,,,,
Providence,,RI,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21472/signup/?source=&akid=&zip=,,,,,,,
Reading,Santander Arena,PA,US,2018-08-26,,,,,,,former Jehovah's Witnesses,protesting child abuse in Jehovah's Witness church,1,protest,0,0,0,0,1,1,https://www.readingeagle.com/news/article/former-jehovahs-witnesses-protest-outside-convention-in-reading,,,,,,,
Redondo Beach,Hawthorne Blvd and Artesia Blvd,CA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21283/signup/?source=&akid=&zip=,,,,,,,
Rehoboth Beach,Lighthouse Island Park,DE,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21419/signup/?source=&akid=&zip=,,,,,,,
Reno,Reno City Plaza,NV,US,2018-08-26,more than 100,100,,100,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21263/signup/?source=&akid=&zip=,http://www.kolotv.com/content/news/Large-crowd-in-Reno-protests-US-Supreme-Court-nominee-491778741.html,,,,,,
Rochester,Washington Square Park,NY,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/unite-for-justice/21245/signup/?source=&akid=&zip=,https://www.whec.com/news/demonstrators-gather-in-rochester-protest-nomination/5046264/,,,,,,
Rockford,Federal Courthouse,IL,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21418/signup/?source=&akid=&zip=,,,,,,,
Saint Petersburg,Unitarian Universalist Church,FL,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21308/signup/?source=&akid=&zip=,,,,,,,
St. Louis,,MO,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://twitter.com/Show_Me15/status/1033751395550355456,,,,,,,
Sacramento,,CA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://twitter.com/IndivisibleAub/status/1033865554581323776,,,,,,,
Salt Lake City,Planned Parenthood,UT,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21334/signup/?source=&akid=&zip=,,,,,,,
San Antonio,US Federal Court,TX,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/unite-for-justice/21391/signup/?source=&akid=&zip=,https://news4sanantonio.com/news/local/mothers-march-for-their-rights-in-front-of-federal-courthouse,,,,,,
San Diego,Downtown,CA,US,2018-08-26,about 200,200,,200,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21274/signup/?source=&akid=&zip=,http://www.sandiegouniontribune.com/business/technology/sd-me-protest-kavanaugh-20180826-story.html,,,,,,
San Francisco,Civic Center,CA,US,2018-08-26,hundreds,200,,200,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21198/signup/?source=&akid=&zip=,https://www.sfgate.com/bayarea/article/Protestors-rally-against-Trump-s-Supreme-Court-13184028.php,,,,,,
San Jose,,CA,US,2018-08-26,,,,,,,Silicon Valley Pride,Pro-LGBTQ+,1,parade; rally,0,0,0,0,1,1,https://sanfrancisco.cbslocal.com/2018/08/26/large-crowds-turn-out-for-silicon-valley-pride-parade/,,,,,,,
Santa Barbara,down State Street to the Santa Barbara County Courthouse,CA,US,2018-08-26,more than 100,100,,100,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/unite-for-justice/21273/signup/?source=&akid=&zip=,http://www.newspress.com/Top/Article/article.jsp?Section=LOCAL&ID=568172320926072840,,,,,,
Santa Fe,Democratic Party of Sante Fe Community Room,NM,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21352/signup/?source=&akid=&zip=,,,,,,,
Santa Rosa,Old Courthouse Square,CA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21289/signup/?source=&akid=&zip=,,,,,,,
Sherwood,SW Edy Rd and 99 West,OR,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21356/signup/?source=&akid=&zip=,https://twitter.com/KimberlyKimbley/status/1033835626347417600,,,,,,
Seattle,,WA,US,2018-08-26,more than a hundred,100,,100,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://www.seattletimes.com/seattle-news/seattle-protesters-rally-for-abortion-rights-in-opposition-to-trump-supreme-court-nominee/,,,,,,,
Sioux Falls,Fawick Park,SD,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21330/signup/?source=&akid=&zip=,,,,,,,
Spokane Valley,Veradale United Church of Christ,WA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21254/signup/?source=&akid=&zip=,,,,,,,
Springfield,outside Smith & Wesson headquarters,MA,US,2018-08-26,about 250,250,,250,,,50 Miles More; students,Calling for gun-law reform,1,protest; march,0,0,0,0,1,1,https://www.miamiherald.com/news/article217356240.html,,,Final day of 4 day march,,,,
Springfield,outside Smith & Wesson headquarters,MA,US,2018-08-26,,,,,,,general protestors,pro-second Amendment,2,counter-protest,0,0,0,0,0,1,https://www.miamiherald.com/news/article217356240.html,,,,,,,
Springfield,Planned Parenthood,MO,US,2018-08-26,dozens,24,,24,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,0,0,0,0,1,1,http://www.ky3.com/content/news/Rally-held-in-Springfield-protesting-President-Trumps-nominee-for-Supreme-Court-491775831.html,,,,,,,
State College,Allen Street Gates,PA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21463/signup/?source=&akid=&zip=,,,,,,,
Tacoma,Greater Tacoma Convention Center,WA,US,2018-08-26,more than 500,500,,500,,,Sen. Maria Cantwell campaign,pro-Democratic Party,1,protest,0,0,0,0,1,1,http://www.spokesman.com/stories/2018/aug/26/sen-cory-booker-to-democrats-at-cantwell-rally-sta/,,,,,,,
Tallahassee,Florida Historic Capitol,FL,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21539/signup/?source=&akid=&zip=,,,,,,,
Toms River,Ocean County Library,NJ,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21311/signup/?source=&akid=&zip=,,,,,,,
Tulsa,,OK,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21392/signup/?source=&akid=&zip=,,,,,,,
Vancouver,Ft Vancouver Officer's Row,WA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21379/signup/?source=&akid=&zip=,,,,,,,
Ventura,Ventura County Government Center,CA,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21202/signup/?source=&akid=&zip=,,,,,,,
Springfield,DCF Regional Office,MA,US,2018-08-26,,,,,,, Citizens for DCF & Family Court Reform,Demand Family Court Reform,0,protest,,,,,1,1,https://www.facebook.com/events/265634864245328/,,,,,,,
Springfield,outside headquarters of Smith & Wesson,MA,US,2018-08-26,more than 100,100,,100,,,general protestors,against manufacture of assault weapons; support donation to gun violence research,1,protest; march,0,0,0,0,0,1,http://www.newstribune.com/news/national/story/2018/aug/27/student-gun-control-advocates-protest-outside-smith-wesson/740698/,,,end of 4-day march,,,,
Wappingers Falls ,near the intersection of Routes 9 and 9D,NY,US,2018-08-26,na,7,,7,,,OfdonNY Handmaids,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,0,0,0,0,1,1,http://www.midhudsonnews.com/News/2018/August/27/Handmaid_prot-27Aug18.html,,,,,,,
Waterbury,Rusty Parker Park,VT,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21537/signup/?source=&akid=&zip=,,,,,,,
Waterville,Silver Street and Elm St,ME,US,2018-08-26,,,,,,,Unite for Justice,Protesting the nomination of Kavanaugh to the Supreme Court,1,protest,,,,,1,1,https://act.moveon.org/event/unite-for-justice/21546/signup/?source=&akid=&zip=,,,,,,,
