CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,TearGas,Source1,Source2,Source3,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,,,,,,,
Omaha,Baxter Arena,,NE,US,2020-12-02,,2,,2,,,University of North Dakota men's hockey players,against racial injustice,1,demonstration,0,0,0,0,1,1,,Two players kneeled during national anthem.,,https://hot975fm.com/und-hockey-season-starts-with-a-knee-a-win-photo/,,,,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-12-02,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,,,,,1,1,,no social media traces available in Sept 2021 again until June 2021,,https://twitter.com/OccupyRKFD/status/1329884344480112651,,,,,,,,,,,,,,,,,,
San Diego,San Diego State University,,CA,US,2020-12-02,,,,,,,students,against cancellation of spring break due to coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://www.nbcsandiego.com/videos/students-rally-against-cancelation-of-spring-break/2459935/,,,,,,,,,,,,,,,,,,
Sausalito,Richardson Bay,,CA,US,2020-12-02,,,,,,,general protesters,against seizure of boat by Army Corps of Engineers,0,protest,0,0,0,0,1,1,,,,https://www.marinij.com/2020/12/02/richardson-bay-activists-stage-protest-aboard-seized-vessel/,,,,,,,,,,,,,,,,,,
Seal Beach,Pacific Coast Highway,,CA,US,2020-12-02,count pic,40,,60,,,general protesters,"against anti-Asian racist violence, against racism, stop Asian hate",1,demonstration,,,,,,,,,,https://www.instagram.com/p/Clq3HNiL3bW/,,,,,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",CA,CA,US,2020-12-02,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Trenton,,,NJ,US,2020-12-02,count video,22,,22,,,general protesters,"against the Reproductive Freedom act, against abortion",2,protest,0,0,0,0,1,1,,,,https://newjersey.news12.com/demonstrators-gather-in-trenton-to-protest-reproductive-freedom-act,,,,,,,,,,,,,,,,,,
University Heights,Heights Board of Education,,OH,US,2020-12-02,10,10,,10,,,Cleveland Heights Teachers Union,against increase in health insurance premiums and cut in pay for teachers,0,picket,0,0,0,0,1,1,,,,https://www.clevelandjewishnews.com/news/local_news/cleveland-heights-university-heights-teachers-go-on-strike/article_46fa933e-3340-11eb-9606-e393e71fc394.html,https://patch.com/ohio/clevelandheights/teachers-strike-begins-cleveland-heights,https://www.wkyc.com/article/news/education/cleveland-heights-teachers-union-ch-uh-board-of-education-reach-tentative-agreement/95-fdfa9572-316e-4b58-9c69-98ad2aaed07b,https://www.wsws.org/en/articles/2020/12/04/chtu-d04.html,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-12-02,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
Atlanta,Georgia State Capitol,,GA,US,2020-12-03,,,,,,,Stop the Steal,"for President Trump, against election fraud",2,rally,0,0,0,0,1,1,,Stop the Steal,,https://twitter.com/ali/status/1333806961779945472,https://twitter.com/afainatl/status/1334577627663839234,,,,,,,,,,,,,,,,,
Atlanta,Georgia State Capitol,,GA,US,2020-12-03,,,,,,,Women for America First,"for President Trump, against election fraud",2,rally,0,0,0,0,0,1,,March for Trump Bus Tour,,https://trumpmarch.com/?fbclid=IwAR0mErtG_V5M0UlzUAyT_oNCVzmEGGdTGKsW-PsksnBVgdVygPuwF4B17SM,https://twitter.com/RobbersonJon/status/1334561584266452997,,,,,,,,,,,,,,,,,
Augusta,Sconyers Bar-B-Que,,GA,US,2020-12-03,,,,,,,FreedomWorks for America,"for Republican candidates for U.S. Senate, against socialism",2,rally,0,0,0,0,1,1,,Keep Georgia Red Rally,,https://www.wjbf.com/csra-news/locals-gather-for-keep-ga-red-rally/,,,,,,,,,,,,,,,,,,
Bozeman,outside home of Gallatin City-County Health Officer Matt Kelley,,MT,US,2020-12-03,,,,,,,general protesters,against county mandates in response to coronavirus pandemic,2,protest,0,0,0,0,1,1,,,,https://www.bozemandailychronicle.com/coronavirus/bozeman-police-monitoring-protests-outside-health-officers-home/article_b540661a-4bab-5272-8bbc-691ec8b2e778.html,,,,,,,,,,,,,,,,,,
Butte County,Chico Public Health Clinic,,CA,US,2020-12-03,,,,,,,general protesters,against coronavirus mandates and public health orders,2,protest,,,,,1,1,,,,https://www.actionnewsnow.com/content/news/Public-Health-not-swayed-by-protest-scheduled-in-Chico-Thursday-573278351.html,,,,,,,,,,,,,,,,,,
Carson City,"First Judicial District Court, 885 E Musser St",,NV,US,2020-12-03,count pic,60,,100,,,Stop the Steal,"for President Trump, against election fraud",2,rally,0,0,0,0,1,1,,Stop the Steal,,https://twitter.com/ReaganBabe/status/1333815479186595842,https://carsonnow.org/story/12/03/2020/governor-california-candidate-among-speakers-trump-rally-carson-city-courthouse,,,,,,,,,,,,,,,,,
Gallatin,Main St,,MT,US,2020-12-03,about 80,80,,80,,,general protesters,in support of Gallatin City-County Health Officer Matt Kelley during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,,https://www.bozemandailychronicle.com/coronavirus/our-county-officials-are-being-harassed-supporters-rally-for-gallatin-county-health-officer/article_4a6dee5c-be57-5335-ae6e-90bec12902ef.html,,,,,,,,,,,,,,,,,,
Hackensack,Bergen County Jail,,NJ,US,2020-12-03,,,,,,,Ridgewood for Black Liberation,"for release of ICE detainees during coronavirus pandemic, for abolishing carceral systems, against racism",0,protest,,,,,1,1,,,,https://twitter.com/protest_nyc/status/1334534841363206149,,,,,,,,,,,,,,,,,,
Honolulu,Department of Labor and Industrial Relations,,HI,US,2020-12-03,roughly a dozen,12,,12,,,Hawaii Workers Center,for in-person assistance with state unemployment insurance during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://www.staradvertiser.com/2020/12/04/hawaii-news/workers-rally-for-in-person-unemployment-assistance/,,,,,,,,,,,,,,,,,,
Los Angeles,Getty House,,CA,US,2020-12-03,,,,,,,Black Lives Matter-LA; Ground Game LA,"against appointment of LA Mayor Eric Garcetti to any position in Biden administration, against racism, for defunding police, for housing rights",1,march; protest,,,,,1,1,,,,https://www.dailynews.com/2020/12/03/protests-set-for-10th-straight-day-outside-mayor-garcettis-residence/,https://twitter.com/BLMLA/status/1334500956453490688,,,,,,,,,,,,,,,,,
Micanopy,Native American Heritage Preserve,,FL,US,2020-12-03,about 20,20,,20,,,American Indian Movement; Florida Indigenous Rights and Environmental Equity,"against proposal to build Dollar General store on battle site, for native peoples' rights, for environmental protection",0,protest,0,0,0,0,1,1,,,,https://www.alligator.org/article/2020/12/native-americans-micanopy-residents-gather-in-protest-of-proposed-dollar-general-location,https://www.wcjb.com/2020/12/03/micanopy-residents-protest-dollar-general-construction-proposal/,https://www.cltampa.com/news-views/florida-news/article/21146886/tampa-bay-indigenous-group-will-protest-dollar-general-construction-on-historic-site,,,,,,,,,,,,,,,,
New York,"212 5th Ave, Manhattan",,NY,US,2020-12-03,,,,,,,Sunrise NYC; NYC Democratic Socialists of America; New York Communities for Change; New York Youth Climate Leaders; Food & Water Watch-New York,for taxing the rich to fund the fight against climate change and inequality,1,rally,,,,,0,1,,Gov. Cuomo Birthday Bash-Tax the Rich,,https://www.facebook.com/events/405809260561309/,,,,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-12-03,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police violence",1,vigil; march,,,,,1,1,,,,https://twitter.com/protest_nyc/status/1334534841363206149,,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-12-03,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1334534841363206149,,,,,,,,,,,,,,,,,,
New York,online,,NY,US,2020-12-03,count pic,16,,16,,,general protesters,"against ""Walking While Trans"" ban, for transgender rights",1,virtual rally,0,0,0,0,1,1,,,,https://www.amny.com/city-living/political-leaders-hold-zoom-rally-repeal-walking-while-trans-ban/,,,,,,,,,,,,,,,,,,
New York,"Stonewall Inn, Manhattan",,NY,US,2020-12-03,,,,,,,The Stonewall Protests,acknowledging Black transgender and Black queer people living with HIV,1,rally; march,0,0,0,0,0,1,,,,https://twitter.com/protest_nyc/status/1334534841363206149,,,,,,,,,,,,,,,,,,
Phoenix,Arizona State Capitol,,AZ,US,2020-12-03,dozens,24,,24,,,general protesters,"for President Trump, against election fraud",2,protest,2,0,0,0,1,1,,Stop the Steal,,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/12/04/two-protesters-arrested-suspicion-trespassing-arizona-capitol-election-protest/3832144001/,,,,,,,,,,,,,,,,,,
Portland,Portland Police Department North Precinct,,OR,US,2020-12-03,,,,,,,Justice for Patrick Kimmons,"for justice for Patrick Kimmons, against racism, against police brutality",1,rally; march,,,,,1,1,,Justice for Patrick Kimmons,,https://www.instagram.com/p/CIPLQwIBPDL/,,,,,,,,,,,,,,,,,,
Providence,Veterans Memorial Auditorium,,RI,US,2020-12-03,,,,,,,Rhode Island Coalition of Wedding and Event Planners,for more state financial assistance for wedding and event-planning businesses during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,,https://www.wpri.com/news/local-news/providence/its-going-to-be-a-dark-winter-event-industry-rallies-for-more-funding-from-state/,,,,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-12-03,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,,,,,1,1,,no social media traces available in Sept 2021 again until June 2021,,https://twitter.com/OccupyRKFD/status/1329884344480112651,,,,,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",CA,CA,US,2020-12-03,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Washington,15th St and E St SW,,DC,US,2020-12-03,,,,,,,Center for Popular Democracy Action; Shut Down DC,"for passage of federal financial relief package from coronavirus pandemic, against Senators McConnell and Loeffler and Perdue",1,protest; demonstration,0,0,0,0,1,1,,How the Mitches Stole the Holidays,,https://twitter.com/ShutDown_DC/status/1334303191677153283,https://twitter.com/FordFischer/status/1334601002432000008,,,,,,,,,,,,,,,,,
Winston-Salem,201 N Chestnut St,,NC,US,2020-12-03,,,,,,,Housing Justice Now,for ban on evictions during coronavirus pandemic,0,car rally,,,,,1,1,,,,https://twitter.com/HJNWinstonSalem/status/1334531504505024512,,,,,,,,,,,,,,,,,,
Woodstock,McHenry County Courthouse,,IL,US,2020-12-03,about 30,30,,30,,,Standing up Against Racism Woodstock; Elgin in Solidarity with Black Lives Matter; Coalicion de Migrantes Mexicanos; Casa DuPage Workers Center; Federacion de Migrants Unidos por Veracruz,against county contract with ICE,1,protest,0,0,0,0,1,1,,,,https://www.nwherald.com/2020/12/03/the-struggle-is-real-the-struggle-goes-on-activists-rally-to-end-mchenry-county-jails-contract-with-ice/ajxxfku/,,,,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-12-03,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
Atlanta,online,,GA,US,2020-12-04,,,,,,,general protesters,for Democratic Senate candidates,1,rally,0,0,0,0,1,1,,Feat. Barak Obama,,https://www.ajc.com/politics/politics-blog/obama-to-join-virtual-rally-friday-with-democratic-senate-candidates/NKVH7XRNYBC2VFKJ7T25DEMHJU/,https://www.rockdalenewtoncitizen.com/news/president-obama-vice-president-pence-rally-in-georgia-for-u-s-senate-runoffs/article_d2788543-3107-5903-9221-e3e16ff13cca.html,https://www.albanyherald.com/news/obama-pence-rally-in-georgia-for-u-s-senate-runoffs/article_f2362e74-3710-11eb-9a60-1b147a6b7269.html,,,,,,,,,,,,,,,,
Atlanta,outside the home of Sen. Kelly Loeffler,,GA,US,2020-12-04,,,,,,,Sunrise Atlanta,"against Senator Loeffler, against corruption",1,demonstration,0,0,0,0,0,1,,,,https://twitter.com/sunrisemvmtatl/status/1334835489665388546,,,,,,,,,,,,,,,,,,
Atlanta,,,GA,US,2020-12-04,,,,,,,Women for America First,"for President Trump, against election fraud",2,rally,0,0,0,0,1,1,,March for Trump Bus Tour,,https://trumpmarch.com/?fbclid=IwAR0mErtG_V5M0UlzUAyT_oNCVzmEGGdTGKsW-PsksnBVgdVygPuwF4B17SM,https://youtube.com/7navLQJRnaw,,,,,,,,,,,,,,,,,
Bloomington,Peoples Park,,IN,US,2020-12-04,around 30,30,,30,,,Eleanor Roosevelt Society,"against capital punishment, for releasing Billie Allen from prison",0,rally,0,0,0,0,1,1,,,,https://www.idsnews.com/article/2020/12/group-gathers-in-support-for-billie-allens-release-from-prison-protests-death-penalty,,,,,,,,,,,,,,,,,,
Bozeman,outside home of Gallatin City-County Health Officer Matt Kelley,,MT,US,2020-12-04,,,,,,,general protesters,against county mandates in response to coronavirus pandemic,2,protest,0,0,0,0,1,1,,,,https://www.bozemandailychronicle.com/coronavirus/bozeman-police-monitoring-protests-outside-health-officers-home/article_b540661a-4bab-5272-8bbc-691ec8b2e778.html,,,,,,,,,,,,,,,,,,
Chicago,Consulate General of India,,IL,US,2020-12-04,100+,100,,100,,,general protesters,in solidarity with striking farmers in India,0,rally,0,0,0,0,1,1,,,,https://theprint.in/world/sikh-protesters-hold-rallies-in-us-cities-against-farm-laws-in-india/561561/,https://www.newsindiatimes.com/hundreds-in-new-york-city-chicago-and-thousands-in-california-demonstrate-in-support-of-indian-farmers/,https://www.siasat.com/chicago-crowd-gathers-around-indian-consulate-general-in-support-of-farmers-protest-2047081/,,,,,,,,,,,,,,,,
Columbus,,,OH,US,2020-12-04,40,40,,40,,,The People's Justice Project,"against racism, against police violence, for justice for Casey Christopher Goodson Jr.",1,vigil,0,0,0,0,1,1,,,,https://www.bet.com/news/national/2020/12/05/columbus-ohio-franklin-county-deputy-fatal-shooting.html,https://www.wsws.org/en/articles/2020/12/09/poli-d09.html,,,,,,,,,,,,,,,,,
Durango,Buckley Park,,CO,US,2020-12-04,about 180,180,,180,,,business owners,"against COVID restrictions; in support of small businesses, business lives matter, for patriotism",2,protest,,,,,1,1,,,,https://www.durangoherald.com/articles/small-business-backers-protest-health-orders-in-durango/,,,,,,,,,,,,,,,,,,
Edinburg,Edinburg CISD administration building,,TX,US,2020-12-04,,,,,,,students; parents,against removal of high school football team from playoffs after player tackled referee,0,protest,0,0,0,0,1,1,,,,https://www.wric.com/sports/sports-headlines/parents-student-athletes-protest-schools-removal-from-football-playoffs-after-star-tackled-referee/,https://www.kxan.com/news/edinburg-parents-players-protest-schools-removal-from-football-playoffs/,,,,,,,,,,,,,,,,,
Eugene,W 7th St and Blair Blvd,,OR,US,2020-12-04,count video,60,,80,,,general protesters,"Black Lives Matter, for justice for Muhsin Sharif, against police, stop killing Black people, all cops are bastards",1,march,0,0,0,0,1,1,20201204-eugene-blm,some openly carried firearms; drums; marched in street; blocked intersection,,https://twitter.com/MrAndyNgo/status/1335082458916728833,https://twitter.com/TheVengeance17/status/1335057269223010306,https://www.breitbart.com/law-and-order/2020/12/05/protest-erupts-in-oregon-after-police-shoot-armed-man/,https://www.youtube.com/watch?v=I3otxcy_F8Q,https://www.lawenforcementtoday.com/militants-protest-shooting-of-domestic-violence-suspect-who-attacked-police/,,,,,,,,,,,,,,
Eugene,,,OR,US,2020-12-04,,,,,,,general protesters,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,0,1,20201204-eugene-blm,,,https://twitter.com/TheVengeance17/status/1335095276206497792,,,,,,,,,,,,,,,,,,
Fargo,University of North Dakota,,ND,US,2020-12-04,"more than 1,000",1000,,1000,,,Fargo-Moorhead Black Lives Matter; North Dakota NAACP,"against racism, for stronger university policy on hate speech",1,march,0,0,0,0,1,1,,,,https://www.valleynewslive.com/2020/12/04/protesters-to-march-on-campus-following-racist-snapchat-group-involving-students/,https://www.inforum.com/news/education/6788550-Protesters-demand-change-to-NDSU-policy-on-hate-speech,https://www.valleynewslive.com/2020/12/05/it-feels-like-a-betrayal-students-and-protestors-march-on-ndsu-campus/,https://www.inforum.com/news/education/6786579-Black-Lives-Matter-march-planned-for-Friday-around-NDSU-campus,,,,,,,,,,,,,,,
Gainesville,University of Florida,,FL,US,2020-12-04,,,,,,,Young Democratic Socialists of America,against plan to reopen university for in-person instruction in spring 2021 despite coronavirus pandemic,0,protest,,,,,1,1,,,,https://www.wcjb.com/2020/12/04/local-groups-to-protest-university-of-florida-board-of-trustees-meeting/,,,,,,,,,,,,,,,,,,
Hackensack,Bergen County Jail,,NJ,US,2020-12-04,,,,,,,Ridgewood for Black Liberation,"for release of ICE detainees during coronavirus pandemic, for abolishing carceral systems, against racism",1,protest,0,0,0,0,1,1,,,,https://twitter.com/protest_nyc/status/1334880748956999685,https://twitter.com/RW4BL_/status/1334503029693964288,https://twitter.com/RW4BL_/status/1334584279897149452,,,,,,,,,,,,,,,,
Jersey City,outside home of Hudson County Executive Tom DiGise,,NJ,US,2020-12-04,,,,,,,general protesters,"against county contract with ICE, for releasing ICE detainees during coronavirus pandemic, against racism",1,protest; vigil,0,0,0,0,1,1,,,,https://twitter.com/protest_nyc/status/1335068311290171392,,,,,,,,,,,,,,,,,,
Kansas City,12th St & Oak St,,MO,US,2020-12-04,,,,,,,Black Rainbow,"against police brutality, for police accountability, Black Lives Matter",1,protest; march,,,,,1,1,,,,https://fox4kc.com/news/one-year-later-group-continues-to-hold-protests-outside-kcpd-headquarters/,https://www.instagram.com/p/CGJP5UbpMh3/,,,,,,,,,,,,,,,,,
Kingman,Mohave County Administration Building,,AZ,US,2020-12-04,count pic,20,,30,,,general protesters,"against state-mandated restrictions due to coronavirus pandemic, for freedom of speech, for right to bear arms",2,protest,0,0,0,0,1,1,,We Will Not Comply,,https://kdminer.com/news/2020/dec/05/we-will-not-comply-protest-draws-crowd-kingman/,https://kdminer.com/news/2020/dec/01/we-will-not-comply-protest-slated-friday-dec-4-kin/,https://kdminer.com/photos/2020/dec/05/66469/,https://www.havasunews.com/news/we-will-not-comply-protest-draws-a-crowd-in-kingman/article_d7e33860-385e-11eb-a195-e72db1608b18.html,https://kdminer.com/news/2020/dec/01/we-will-not-comply-protest-slated-friday-dec-4-kin/,,,,,,,,,,,,,,
