CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2-Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Source1,Source2,Source3,Misc.,TearGas,CountLove,AdHoc,Source4,Source5,Source6,Source7,Source8,Source9,,,,,,,,
Quincy,outside Central Middle School,,MA,US,2020-08-26,dozens,24,,24,,,Quincy parents,for in person learning during coronavirus pandemic,0,rally,0,0,0,0,1,1,,https://www.patriotledger.com/story/news/local/2020/08/27/quincy-parents-rally-for-more-in-person-classes/42583997/,,,,0,1,,,,,,,,,,,,,,,
Redwood City,Maguire Jail,,CA,US,2020-08-26,,,,,,,general protestors,for releasing inmates from prison due to Covid 19,1,protest,,,,,1,1,,https://www.instagram.com/p/CEXfG-DhDW5/,,,,,,1,,,,,,,,,,,,,,
San Diego,Petco Park,,CA,US,2020-08-26,,25,,26,,,Seattle Mariners,"against racism, against police violence, for justice for Jacob Blake",1,walkout,0,0,0,0,1,1,,https://timesofsandiego.com/sports/2020/08/26/padres-mariners-game-postponed-as-players-protest-wisconsin-shooting/,https://www.ncwlife.com/mariners-vote-not-to-play-in-protest-of-white-on-black-violence/,,,,,1,,,,,,,,,,,,,,
Seattle,Seattle Central College; Ballard Bridge,,WA,US,2020-08-26,more than 50,50,,60,,,Morning March Seattle,"remembering George Floyd, against racism, abolish the police, invest in Black communities, against the youth jail, recall Mayor Jenny Durkan, free all protesters",1,march; caravan,,,,,1,1,,https://www.thestranger.com/slog/2020/08/26/44358901/a-youth-led-protest-shut-down-the-ballard-bridge-this-morning,https://www.kuow.org/stories/updates-protests-for-racial-justice-in-the-seattle-area-aug-24-27,https://www.instagram.com/p/CEXGt1LJQeW/,,,,1,https://www.instagram.com/p/CEVJAGOJQ7Z/,,,,,,,,,,,,,
Seattle,"Washington State Patrol Office, Eastlake",,WA,US,2020-08-26,40-50; approximately 50,40,,50,,,Every Day Marchers,"remember Summer Taylor, against racism, against police violence",1,march,12,0,0,1,0,1,,https://www.thestranger.com/slog/2020/08/27/44361824/cops-pepper-spray-protesters-at-summer-taylor-vigil-other-protesters-bust-windows-on-15th-ave,https://www.seattletimes.com/seattle-news/police-clash-with-protesters-outside-washington-state-patrol-headquarters-in-seattles-eastlake-neighborhood/,https://www.facebook.com/WWConverge/videos/355310738820842,"police used pepper spray, kettling, flash-bang",1,,1,https://www.seattletimes.com/seattle-news/police-clash-with-protesters-outside-washington-state-patrol-headquarters-in-seattles-eastlake-neighborhood/,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,CA,US,2020-08-26,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,1,,,,,,,,,,,,,,
Statesville,Broad St & Center St,,NC,US,2020-08-26,,,,,,,Statesville4Change,"for removal of Confederate statue, Black Lives Matter",1,demonstration,,,,,1,1,,https://statesville.com/news/local/as-protests-near-100-days-elowehi-onole-said-there-is-no-plan-to-stop-in/article_5dd17c3a-fe66-11ea-a0e8-4b7d70be3639.html,,,,,,1,,,,,,,,,,,,,,
Winston-Salem,Martin Luther King Jr. Drive,,NC,US,2020-08-26,about 30,30,,30,,,general protesters,"against racism, against police violence, for justice for Jacob Blake",1,rally; march,0,0,0,0,1,1,,https://journalnow.com/news/local/dozens-rally-in-winston-salem-to-support-jacob-blake-a-former-city-resident-shot-sunday/article_0ff04868-e7d5-11ea-9ec1-2b1fa9b980a2.html,,,,0,1,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,Wayne,OH,US,2020-08-26,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,1,,,,,,,,,,,,,,
Washington,online,,DC,US,2020-08-26,,,,,,,Women for Biden,for Joe Biden for president,1,rally,0,0,0,0,1,1,,https://bangordailynews.com/2020/08/26/politics/janet-mills-and-madeleine-albright-to-host-online-women-for-biden-rally/,,,,0,1,,,,,,,,,,,,,,,
Bainbridge Island,,,WA,US,2020-08-27,,,,,,,general protesters,"in support of U.S. Postal Service, for voting rights, for resignation of Postmaster General Louis DeJoy, against President Trump",1,protest,0,0,0,0,1,1,,https://www.bainbridgereview.com/news/locals-rally-in-support-of-postal-service/,,,,0,1,,,,,,,,,,,,,,,
Bellingham,Whatcom County Courthouse and County Jail,,WA,US,2020-08-27,more than 250,250,,250,,,general protesters,"against racism, against police violence, in solidarity with Get Off Our Necks March",1,protest,0,0,0,0,1,1,,https://www.bellinghamherald.com/news/local/article245295005.html,,,,0,1,,,,,,,,,,,,,,,
Boise,State St,,ID,US,2020-08-27,,,,,,,general protesters,"against racism, against hate, for American values, for equality, Black Lives Matter, for voting rights, in support of veterans and active-duty military, respect science",1,demonstration,,,,,1,1,,https://www.kivitv.com/news/honk-for-american-values-demonstration-continues-for-100-straight-days,https://www.idahopress.com/news/local/honk-for-american-values-demonstrators-near-100-consecutive-days/article_088f414c-ac84-5f55-b84e-b3f811add6be.html,,,,,1,,,,,,,,,,,,,,
Burlington,Battery Park,,VT,US,2020-08-27,hundreds; more than 300,200,,300,,,general protesters,"against racism, against police violence, for defunding police",1,encampment; march,0,0,0,0,1,1,,https://www.wcax.com/2020/08/27/blake-protests-reignite-burlington-police-excessive-force-allegations/,https://vtdigger.org/2020/08/27/battery-park-protesters-continue-to-camp-outside-bpd-call-for-firing-of-3-officers/,,,0,1,1,,,,,,,,,,,,,,
Delmont,Center Ice Arena,,PA,US,2020-08-27,,,,,,,Hockey parents; two local state senators,against 25-person cap on indoor events due to coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.wtae.com/article/hockey-rally-center-ice-arena-delmont-pennsylvania/33822355#,,,,0,1,,,,,,,,,,,,,,,
Detroit,Comerica Park,,MI,US,2020-08-27,,,,,,,general protesters,"against racism, against police brutality",1,protest,0,0,0,0,1,1,,https://www.startribune.com/twins-tigers-game-postponed-as-players-decide-to-join-protest/572242432/,,,,0,1,,,,,,,,,,,,,,,
Durham,Duke University,,NC,US,2020-08-27,more than 100,100,,100,,,Duke men's basketball team; general protesters,Black Lives Matter,1,protest,0,0,0,0,1,1,,https://www.dukechronicle.com/article/2020/08/duke-university-first-year-student-coach-k-protest-organized-nolan-smith-black-lives-matter,https://www.dukechronicle.com/article/2020/08/duke-basketball-nolan-smith-coach-k-black-lives-matter-k-ville,,,0,1,,,,,,,,,,,,,,,
Englewood,UCHealth Training Center,,CO,US,2020-08-27,,,,,,,Denver Broncos,against racial injustice,1,walkout,0,0,0,0,1,1,,https://www.denverpost.com/2020/08/27/broncos-practice-canceled-racial-injustice/,,,,0,1,,,,,,,,,,,,,,,
Evanston,downtown,,IL,US,2020-08-27,a few hundred,300,,300,,,general protesters,"against racism, against police violence, for justice for Jacob Blake",1,protest; march,0,0,0,0,1,1,,https://www.chicagotribune.com/suburbs/evanston/ct-evr-jacob-blake-march-evanston-tl-0904-20200828-ks3lzxiz25dqvbt6mvgpqlr6jy-story.html,,,,0,1,,,,,,,,,,,,,,,
Falmouth,Falmouth Village Green,,MA,US,2020-08-27,approximately 100,100,,100,,,general protesters,in support of U.S. Senator Edward Markey,1,rally,0,0,0,0,1,1,,https://www.capecodtimes.com/story/news/politics/2020/08/28/edward-markey-rallies-support-in-falmouth-hyannis-before-primary/114070416/,,,,,,,,,,,,,,,,,,,,
Gilbert,Gilbert Rd & Warner Rd,,AZ,US,2020-08-27,estimated 100; hundreds,100,,200,,,general protesters,"in support of police, for President Trump, for patriotism, All Lives Matter, for Christian faith, for freedom, Police Lives Matter, BLM-tifa not in my Gilbert",2,protest,0,0,0,0,1,1,20200827-gilbert-backtheblue,https://www.azcentral.com/story/news/local/gilbert/2020/08/27/pro-police-rally-planned-gilbert-after-multiple-arrested-last-week/5648005002/,https://ktar.com/story/3524703/supporters-protesters-face-off-at-pro-police-rally-in-gilbert/,https://www.azfamily.com/news/protests-remain-peaceful-between-blm-pro-police-groups-at-gilbert-intersection/article_d2216ec4-e8d6-11ea-b199-732bf17f83c3.html,chanted at counter-protesters,0,1,,,,,,,,,,,,,,,
Gilbert,Gilbert Rd & Warner Rd,,AZ,US,2020-08-27,count video,50,,100,,,general protesters,"Black Lives Matter, for abolishing police, racists go home",1,counter-protest,0,0,0,0,1,1,20200827-gilbert-backtheblue,https://www.azcentral.com/story/news/local/gilbert/2020/08/27/pro-police-rally-planned-gilbert-after-multiple-arrested-last-week/5648005002/,https://ktar.com/story/3524703/supporters-protesters-face-off-at-pro-police-rally-in-gilbert/,https://www.azfamily.com/news/protests-remain-peaceful-between-blm-pro-police-groups-at-gilbert-intersection/article_d2216ec4-e8d6-11ea-b199-732bf17f83c3.html,chanted at protesters,0,1,,,,,,,,,,,,,,,
Green Bay,CityDeck,,WI,US,2020-08-27,,,,,,,general protesters,"against racism, against police violence, for justice for Jacob Blake",1,vigil,0,0,0,0,1,1,,https://www.greenbaypressgazette.com/story/news/2020/08/27/kenosha-shootings-green-bay-protesters-show-support-jacob-blake/5650251002/,,,,,,,,,,,,,,,,,,,,
Greenwood,outside the Center Grove schools admnistration building,,IN,US,2020-08-27,about 50,50,,50,,,general protesters,for full-time in-person schooling during coronavirus pandemic,0,protest,0,0,0,0,1,1,,http://www.dailyjournal.net/2020/08/29/parents_protest_center_groves_move_to_remote_hybrid_learning/,,,,0,1,,,,,,,,,,,,,,,
Hackensack,Essex Street and Prospect Avenue,,NJ,US,2020-08-27,dozen,12,,12,,,teachers,in protest of school reopening plans; COVID-19 concerns,0,protest,0,0,0,0,1,1,,https://www.northjersey.com/story/news/bergen/hackensack/2020/08/27/hackensack-nj-teachers-protest-return-school-students-stay-remote/5639158002/,,,,0,1,,,,,,,,,,,,,,,
Ignacio,Farmers Fresh market,,CO,US,2020-08-27,,,,,,,community members,in support of the decision to not require customers to wear face masks during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://durangoherald.com/articles/336831-residents-rally-in-support-of-grocery-stores-freechoice-mask-policy,,,,,,,,,,,,,,,,,,,,
Lake Buena Vista,,,FL,US,2020-08-27,,,,,,,NBA players,against racial injustice,1,protest,0,0,0,0,1,1,,https://www.king5.com/article/news/nation-world/reports-nba-players-agree-to-resume-playoff-games/507-db8a4cb2-2cea-4c5e-a641-a3c72cfbb355,https://www.fox5dc.com/news/nba-postpones-playoff-games-after-milwaukee-bucks-refuse-to-take-court-in-protest-after-jacob-blake-shooting,https://brookingsregister.com/article/boycott-nba-playoff-games-called-off-amid-player-protest,,0,1,,https://www.kvue.com/article/news/nation-world/reports-nba-players-agree-to-resume-playoff-games/507-db8a4cb2-2cea-4c5e-a641-a3c72cfbb355,,,,,,,,,,,,,
Lakewood,,,CA,US,2020-08-27,,,,,,,Lakewood teachers,against plan to reopen schools during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.app.com/story/news/2020/08/27/lakewood-teachers-protest-schools-reopening/5631462002/,,,,0,1,,,,,,,,,,,,,,,
Lancaster,North Broad Street,,PA,US,2020-08-27,,,,,,,general protesters,antiracism; against police brutality,1,protest,1,0,0,0,1,1,,https://www.lancastereaglegazette.com/story/news/local/2020/08/27/texas-man-arrested-wednesday-night-protest-charged-assault/5643159002/,,,,0,1,,,,,,,,,,,,,,,
Lansing,Michigan State Capitol,,MI,US,2020-08-27,,,,,,,student-athletes; families,for continuing school sports during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.lenconnect.com/story/sports/high-school/2020/08/30/letthemplay-fall-student-athletes-families-rally-at-capitol-building/114395800/,,,,0,1,,,,,,,,,,,,,,,
Las Vegas,next to the Clark County School District headquarters,,NV,US,2020-08-27,over 200; more than 100,100,,200,,,power2plarents,against distance learning in schools amid the covid pandemic,0,rally,0,0,0,0,1,1,,https://www.ktnv.com/news/coronavirus/parents-hold-rally-calling-for-distance-learning-changes-in-clark-county,https://www.ktnv.com/news/ccsd-parents-plan-protest-frustrated-with-distance-learning,,,,,,,,,,,,,,,,,,,
Long Island,Rockville Centre,,NY,US,2020-08-27,several dozen,36,,36,,,residents; general protesters,"in support of U.S. Postal Service, for voting rights, for resignation of Postmaster General Louis DeJoy, against President Trump",1,protest,0,0,0,0,1,1,,"https://www.liherald.com/rockvillecentre/stories/residents-rally-to-save-the-postal-service-in-rockville-centre,127396",,,,0,1,,,,,,,,,,,,,,,
Minneapolis,,,MN,US,2020-08-27,,,,,,,general protesters,"against racism, against police violence",1,protest,6,0,0,0,1,1,,https://abcnews.go.com/US/arrested-violent-protest-erupts-minneapolis-false-reports-fatal/story?id=72644836,,,,0,1,,,,,,,,,,,,,,,
New York,,,NY,US,2020-08-27,,,,,,,Miami Marlins; New York Mets,Black Lives Matter,1,protest,0,0,0,0,1,1,,https://www.masslive.com/redsox/2020/08/mets-marlins-walk-off-field-in-racial-injustice-protest-drape-black-lives-matter-t-shirt-across-home-plate.html,,,,0,1,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-08-27,,,,,,,Upper East Side for Black Lives Matter,antiracism; against police brutality,1,vigil; march,,,,,0,1,,https://www.instagram.com/p/CEZI6lNjRPn/,https://www.instagram.com/p/CEZa59_jSkD/,,,,,1,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-08-27,,,,,,,general protesters,"against racism, against police brutality",1,vigil,,,,,0,1,,https://www.bkreader.com/2020/11/02/heres-what-happens-at-the-nightly-anti-racist-gathering-in-mccarren-park/,,,,,,1,,,,,,,,,,,,,,
New York,"The Stonewall Inn, Manhattan",,NY,US,2020-08-27,,,,,,,The Stonewall Protests,"for Black trans liberation, for community building",1,march,,,,,0,1,,https://www.instagram.com/p/CQMyh8yDOZB/?utm_source=ig_web_copy_link,,,,,,1,,,,,,,,,,,,,,
Nichols,Tioga Downs,,NY,US,2020-08-27,about 30,30,,30,,,Tioga Downs workers,calling for Gov. Andrew Cuomo to reopen gaming facilities during coronavirus pandemic],0,rally,0,0,0,0,1,1,,https://www.ithacajournal.com/story/news/local/2020/08/27/ny-casino-workers-tioga-downs-rally-reopen-after-covid-shutdown/5648368002/,,,,0,1,,,,,,,,,,,,,,,
Oakland,downtown Oakland,,CA,US,2020-08-27,more than 100,100,,100,,,general protesters,for racial justice,1,protest,6,0,1,0,1,1,,https://www.eastbaytimes.com/2020/08/29/oakland-police-and-protesters-clash-saturday-night/,https://www.sfgate.com/news/article/Oakland-demonstrators-police-clash-1-officer-15525344.php,,,0,1,,,,,,,,,,,,,,,
Oakland,RingCentral Coliseum,,CA,US,2020-08-27,,,,,,,Oakland Athletics,"against racism, against police violence, for justice for Jacob Blake",1,walkout,0,0,0,0,0,1,,https://www.ktvu.com/news/oakland-as-postpone-thursdays-game-in-protest-of-racial-inequality,,,,0,1,,,,,,,,,,,,,,,
Overland Park,,,KA,US,2020-08-27,more than 100,100,,100,,,"Blue Valley School District students, parents, and athletes",for continuing school sports during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.kshb.com/news/local-news/dozens-gather-in-blue-vally-for-let-them-play-rally,,,,0,1,,,,,,,,,,,,,,,
Portland,Portland Police Department North Precinct,,OR,US,2020-08-27,,,,,,,Justice for Patrick Kimmons,"for justice for Patrick Kimmons, against racism, against police brutality",1,rally; march,,,,,1,1,,https://www.instagram.com/p/CEXY4kqB6yV/,,,,,,1,,,,,,,,,,,,,,
Portland,Revolution Hall; home of Governor Kate Brown,,OR,US,2020-08-27,,,,,,,Aim For Total Equality Revolution,"for racial justice, for peace",1,march,0,0,0,0,1,1,,https://www.statesmanjournal.com/story/news/2020/08/27/portland-salem-demonstrators-march-gov-kate-browns-doorsteps/5650427002/,,,,0,1,,,,,,,,,,,,,,,
Portland,Duniway Park,,OR,US,2020-08-27,about 150,150,,150,,,Portland Black Youth Movement,"against racism, against police violence, for justice for Jacob Blake",0,march,0,0,0,0,0,1,,https://www.kptv.com/news/local-organization-creates-pdx-jail-fund-to-provide-money-for-bail-legal-services-peaceful-protesters/article_ea383fa0-e8e6-11ea-9f99-7b1930679d70.html,,,,,,,,,,,,,,,,,,,,
Sacramento,Cesar Chavez Plaza,,CA,US,2020-08-27,,,,,,,Justice United Individuals and Communities Everywhere,"against racism, against police violence, for justice for Jacob Blake",0,protest,0,0,0,0,1,1,,https://www.abc10.com/article/news/local/sacramento/peaceful-protesters-continue-to-call-for-change/103-5cc70165-dde7-4cd6-a2a3-c113e2236c18,,,,,,,,,,,,,,,,,,,,
San Diego,Hall of Justice,,CA,US,2020-08-27,couple dozen,24,,24,,,renters,for extending eviction moratorium during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.abc10.com/article/money/renters-rally-for-california-to-extend-eviction-moratorium/509-165c8caf-d3c9-46a2-8d18-215283794110,,,,0,1,,,,,,,,,,,,,,,
San Diego,outside home of San Diego Police Chief David Nisleit,,CA,US,2020-08-27,count video,15,,30,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,,https://www.kusi.com/black-lives-matter-holds-surprise-protest-outside-san-diego-police-chief-david-nisleits-home/,,,,,,1,,,,,,,,,,,,,,
San Francisco,Mission and 24th Street,,CA,US,2020-08-27,,,,,,,general protests,against President Trump,1,protest,,,,,1,1,,https://sf.funcheap.com/trump-pence-rally/,,,,,,1,,,,,,,,,,,,,,
Seattle,Seattle City Hall,,WA,US,2020-08-27,,,,,,,general protesters,"against racism, against police violence, for defunding police, for justice for Jacob Blake",1,rally; press conference,,,,,1,1,,https://www.kuow.org/stories/updates-protests-for-racial-justice-in-the-seattle-area-aug-24-27,https://kuow.org/stories/aunt-of-jacob-blake-holds-rally-at-seattle-city-hall,https://www.instagram.com/p/CEZmGsVJLk-/,,,1,1,https://www.kuow.org/stories/aunt-of-jacob-blake-holds-rally-at-seattle-city-hall,https://mynorthwest.com/2120958/jacob-blake-aunt-seattle-city-hall-rally/,https://www.kiro7.com/news/local/jacob-blakes-aunt-organizes-seattle-rally/S74RURUDGVFFHFEIAVGVJHIXVI/,,,,,,,,,,,
