City,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,
Philadelphia,inside Biden campaign office,Philadelphia,PA,US,2019-07-10,,,,,,,Movimiento Cosecha,protest immigrant deportations by Obama administration,0,protest,6,0,0,0,1,1,https://twitter.com/CosechaMovement/status/1149006651195842560,,,,,
Boston ,Fenway ,Suffolk,MA,US,2019-07-11,more than 100,100,,100,,,Boston Cyclist Union,to show how dangerous the bike lanes can be without protection,0,demonstration,0,0,0,0,1,1,https://www.masslive.com/boston/2019/07/more-than-100-boston-protesters-form-human-bike-lane-barriers-demanding-dcr-provide-safer-road-conditions.html,,,,,
Buffalo,outside ICE office on Delaware,Erie,NY,US,2019-07-11,,,,,,,general protestors,against ICE,1,protest,,,,,1,1,https://twitter.com/HannahBuehler/status/1149358067894693888,,,,,
Groton,Intersection of Boston Road and Sandy Pond road,New London,CT,US,2019-07-11,NA,12,,12,,,Local residents and medical officials,Collective bargaining; for better compensation,0,protest,0,0,0,0,1,1,https://www.lowellsun.com/2019/07/13/residents-rally-for-nashoba-nurses/,,,,,
Gainesville,University Avenue,Alachua,FL,US,2019-07-11,About 12,12,,12,,,general protestors,Against utility Price Hike,0,Vigil,,,,,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.alligator.org%2Fmultimedia%2Fgainesville-citizens-protest-gru-price-hikes%2Fcollection_2ba61a12-a765-11e9-a82b-73caf596a621.html&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651395270&sdata=iVHCFFPfGxIUr9znP7YqXlAn0YLgjQK7XEsHpVfDnto%3D&reserved=0,,,,,
Los Angeles,consulate general of the Republic of Korea,Los Angeles,CA,US,2019-07-11,,,,,,,general protestors,end dog meat trade,0,protest,,,,,1,1,https://www.facebook.com/events/2446484105402248/,,,,,
New York,11th Avenue at 34th Street near the Javits Center,New York,NY,US,2019-07-11,hundreds,200,,200,,,Make the Road NY; New York Communities for Change,"press Amazon to cut ties with ICE, Palantir",0,protest,0,0,0,0,1,1,https://abc7ny.com/politics/immigrant-rights-protest-blocking-traffic-near-javits-center/5388849/,,,,,
New York,Queens,New York,NY,US,2019-07-11,count pic,15,,15,,,general protestors,Other; Utility; Against Fees,0,rally,0,0,0,0,0,1,https://www.qchron.com/editions/queenswide/st-rally-for-utility-responsibility-bill/article_ac1478cb-7da5-5f94-8b1c-cdd7f8bb84fa.html,,,,,
San Francisco,630 Sansome St; ICE,San Francisco,CA,US,2019-07-11,,,,,,,general protestors,anti-ICE; against deportation,1,protest,,,,,1,1,https://www.facebook.com/events/383190675888136/,https://www.facebook.com/events/346513379352513/,,,,
Seattle,downtown,King,WA,US,2019-07-11,,,,,,,general protestors,protest cooperation between King County Sheriff’s Office and ICE,1,protest,0,0,0,0,1,1,https://mynorthwest.com/1447866/king-county-ice-protests-7-11-19/?utm_content=buffer0650d&utm_medium=social&utm_source=twitter.com&utm_campaign=KIRO+buffer,https://www.facebook.com/events/737833403326983/,,,,
Seattle,1191 2nd Ave,King,WA,US,2019-07-11,,,,,,,Olympia Assembly; El Comite; May 1st Action Coalition,against Bank of the West ties to ICE,1,protest,0,0,0,0,0,1,https://mynorthwest.com/1447866/king-county-ice-protests-7-11-19/?utm_content=buffer0650d&utm_medium=social&utm_source=twitter.com&utm_campaign=KIRO+buffer,,,NOT Lights for Liberty event,,
Seattle,Westlake Park,King,WA,US,2019-07-11,FB: 105,105,,105,,,general protestors,against ICE,1,protest,0,0,0,0,0,1,https://mynorthwest.com/1447866/king-county-ice-protests-7-11-19/?utm_content=buffer0650d&utm_medium=social&utm_source=twitter.com&utm_campaign=KIRO+buffer,http://www.tdtnews.com/news/article_ade52542-a510-11e9-933a-6b49a439095c.html,,,,
Washington ,U.S Capital,DC,DC,US,2019-07-11,"more than 500, website",500,,500,,,general protestors,urge Congress to take action to stop climate change,0,protest,0,0,0,0,1,1,https://www.nbc4i.com/news/moms-and-kids-rally-for-climate-action-in-washington/,,,,,
Portland,Pioneer Courthouse Square,Multnomah,OR,US,2019-07-11,,,,,,,general protestors,against transgender rights,0,protest,0,0,0,0,1,1,https://www.kptv.com/news/transgender-rights-at-center-of-downtown-portland-demonstration-counter-protest/article_7fd6bbf6-a435-11e9-a897-e7e8bbd4e27d.html,,,,,
Portland,Pioneer Courthouse Square,Multnomah,OR,US,2019-07-11,,,,,,,general protestors,for transgender rights,0,protest,0,0,0,0,0,1,https://www.kptv.com/news/transgender-rights-at-center-of-downtown-portland-demonstration-counter-protest/article_7fd6bbf6-a435-11e9-a897-e7e8bbd4e27d.html,,,,,
Greece,Greece Community Center,Monroe,NY,US,2019-07-11,hundreds,200,,200,,,Crescent Beach Neighborhood Association,plan to take legal action against the officials who regulate the lake levels,0,protest,0,0,0,0,1,1,http://13wham.com/news/local/lawsuit-rally-planned-for-people-in-greece-lakeshore-communities,,,,,
Tempe,Mill Avenue Bridge,Maricopa,AZ,US,2019-07-11,,,,,,,general protestors ,police transparency and accountability concerns,0,protest,3,0,0,0,1,1,https://www.12news.com/article/news/local/valley/3-arrested-in-mill-avenue-bridge-protest-over-police-accountability-concerns/75-f7dce643-8028-4c0f-8df8-cd499ac3d56c,,,,,
San Francisco,ICE's San Francisco Headquarters,San Francisco,CA,US,2019-07-11,,,,,,,general protestors ,standing up against Trump's racist and repressive attacks,1,protest,0,0,0,0,1,1,https://sfist.com/2019/07/11/rally-outside-ice-hq-sansome/,,,,,
Freehold,Monmouth County Courthouse ,Monmouth,NJ,US,2019-07-11,about 50 ,50,,50,,,general protestors ,demand removal of judges for controversial comment made in regard to sexual assault cases,0,protest,0,0,0,0,1,1,https://www.nj.com/news/2019/07/expressing-their-contempt-of-court-protesters-call-for-removal-of-judges-in-rape-case-scandals.html,,,,,
Portland,"Microsoft, Bank of West ",Multnomah,OR,US,2019-07-11,,,,,,,general protestors ,demand that the businesses sever their ties with Immigration and Customs Enforcement,0,protest,0,0,0,0,1,1,https://www.oregonlive.com/portland/2019/07/occupy-ice-protest-targets-2-portland-businesses-thursday.html,,,,,
Buffalo,ICE Offices,Erie,NY,US,2019-07-11,,,,,,,general protestors ,protested the government's immigrant detention camps ,1,protest,9,0,0,0,1,1,https://www.wgrz.com/article/news/protest-closes-part-of-downtown-buffalo/71-5ca67a64-97a6-470b-a943-b7b9334b200b,,,,,
Philadelphia,Hahnemann University Hospital,Philadelphia,PA,US,2019-07-11,,,,,,,"nurses, service workers",closing of Hahnemann University Hospital,0,protest,0,0,0,0,1,1,https://6abc.com/business/nurses-service-workers-protest-outside-hahnemann-/5389018/,,,,,
Westford,Town Common,Middlesex,MA,US,2019-07-12,na,1,,1,,,general protestors,counter-protest; pro-ICE,2,counter-protest,,,,,0,1,https://twitter.com/ryjhendrickson/status/1149810837567234049,,,,,
Belton,Historic Courthouse,Bell,TX,US,2019-07-12,about 9,9,,9,,,general protestors,counter-protest; pro-ICE,2,counter-protest,0,0,0,0,1,1,https://www.kcentv.com/article/news/local/belton-protest-to-end-detention-camps-met-with-counter-protesters/500-836e32bf-96bf-49da-8608-f6f39d2a8f92,https://www.reviewjournal.com/local/las-vegas-protesters-join-nationwide-outcry-against-detention-centers-1719710/,,,,
Honolulu,Kalanimoku Building,Honolulu,HI,US,2019-07-12,nearly 100,100,,100,,,general protestors,Against development; other,0,protest,0,0,0,0,1,1,https://www.khon2.com/local-news/tmt-protesters-forge-ahead-in-the-fight-to-save-mauna-kea/,,,,,
Marin,Detention Center,Marin,CA,US,2019-07-12,75,75,,,,,general protestors,Immigration treatment,1,Vigil,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.marinij.com%2F2019%2F07%2F06%2Fmarin-activist-rallies-for-migrant-children-at-texas-border%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7Cce1061604c3f4651aee708d70280bd04%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636980624265048389&sdata=2NFOO16Ec4V6%2BsfU8EbP6f41flT8FJI605NcYxTHLi8%3D&reserved=0,,,,,
Garden City,Unitarian Universalist Congregation of Central Nassau,Nassau,NY,US,2019-07-12,,,,,,,general protestors,Pro Immigration,1,Vigil,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.liherald.com%2Foysterbay%2Fstories%2Fon-july-12-march-for-immigrants-liberty-and-justice%2C116300&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388291230&sdata=3okDxXEsRHOGvGD%2BFizHE8biKC0CV5U%2F5AptiKqJ%2Fys%3D&reserved=0,,,,,
DeKalb,Memorial Park,DeKalb,IL,US,2019-07-12,,,,,,,general protestors,Pro Immigration,1,Vigil,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.daily-chronicle.com%2F2019%2F07%2F05%2Fborder-detention-vigil-set-for-friday-to-protest-u-s-actions%2Faddorsf%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388301223&sdata=M5u8F4DhA7IASiJcOWuuCUmJ4Uw1LN7issulD5piGH4%3D&reserved=0,,,,,
Hollidaysburg,Blair County Courthouse,Blair,PA,US,2019-07-12,,,,,,,Lights for Liberty,Pro Immigration,1,Vigil,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.altoonamirror.com%2Fnews%2Flocal-news%2F2019%2F07%2Fvigil-set-to-protest-asylum-issue%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388301223&sdata=nEe7dcYMMdBAIRIIo0bLZXt%2BqanBqTGTJ2tNQ2lGWhs%3D&reserved=0,,,,,
The Woodlands,Woodwinds Shopping Center,Montgomery,TX,US,2019-07-12,,,,,,,Lights for Liberty,Pro Immigration,1,Vigil,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.chron.com%2Fneighborhood%2Fwoodlands%2Fnews%2Farticle%2FAnti-detention-center-protest-set-for-Friday-near-14079905.php&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388301223&sdata=2qkuG3eavrglAIBv1UyXWbn%2FfmhjJwBqUxz0Gus4AmA%3D&reserved=0,,,,,
Salisbury,Piedmont Unitarian Universalist Church,Rowan,NC,US,2019-07-12,,,,,,,Lights for Liberty,Pro Immigration,1,Vigil,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.salisburypost.com%2F2019%2F07%2F08%2Fsalisbury-vigil-of-solidarity-to-protest-inhumane-conditions-faced-by-migrants%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388311214&sdata=MElxA7pWH1OMhswtWtoKLF34x7H8aO1CQ5Sd%2FJrIgn0%3D&reserved=0,,,,,
Tampa,Ybor City,Hillsborough,FL,US,2019-07-12,,,,,,,Lights for Liberty,Pro Immigration,1,Vigil,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.cltampa.com%2Fnews-views%2Flocal-news%2Farticle%2F21076209%2Ftampas-lights-for-liberty-immigration-march-happens-in-ybor-city-on-friday&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388311214&sdata=1Axnh5AcxIw6f5YiWSdeRl1aRCPOtHA7tmuMKFu2alE%3D&reserved=0,,,,,
Morgan Hill,,Santa Clara,CA,US,2019-07-12,,,,,,,Lights for Liberty,Pro Immigration,1,Vigil,,,,,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.morganhilltimes.com%2F2019%2F07%2F08%2Flocals-to-protest-detention-centers-july-12%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388321213&sdata=ofGRPBOnxFe5HWK8EyM1oyAdZW2ALkMa9M4vIKgzqxY%3D&reserved=0,DEAD LINK,,,,
Hudson,Unitarian Church of Hudson and Marlborough,Middlesex,MA,US,2019-07-12,about 100,100,,100,,,Lights for Liberty,Pro Immigration,1,Vigil,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.communityadvocate.com%2F2019%2F07%2F16%2Fresidents-protest-u-s-immigration-practices%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651405264&sdata=iWCqn%2FNatP7%2BrdpdtVmu3mvZkNObxZsG2V2v8OZ8pLs%3D&reserved=0,,,,,
Weatherford,Cherry Park,Parker,TX,US,2019-07-12,NA,160,,160,,,Lights for Liberty,Pro Immigration,1,Vigil,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.weatherforddemocrat.com%2Fnews%2Flocal_news%2Flights-for-liberty-vigil-draws-people-to-protest-migrant-detention%2Farticle_5b119efa-dc5b-5b03-961a-06e90209f9ec.html&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651405264&sdata=Hu3Lthjf8BdR%2FLMAL%2FDyfnwpNqUZvgBE20%2FUgyrMCrs%3D&reserved=0,,,,,
Whidbey Island,intersection of Main St and Highway 20,Island,WA,US,2019-07-12,NA,100,,100,,,Lights for Liberty,Pro Immigration,1,Vigil,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.southwhidbeyrecord.com%2Fnews%2Fislanders-join-protest-against-detention-centers%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651415259&sdata=5fIvHOBMM0xepZ%2BVvsKa6BFpZpUEI8E6nQb8p0PZn0s%3D&reserved=0,,,,,
Marysville,Yuba County Superior Court,Yuba,CA,US,2019-07-12,NA,100,,100,,,Lights for Liberty,Pro immigration,1,Vigil,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.appeal-democrat.com%2Fnews%2Fpeople-protest-conditions-of-immigration-detainees%2Farticle_0189cf92-a785-11e9-a3b9-93e88c798538.html&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651415259&sdata=8mGOSZ5NKjJ28cltyCvA1I%2F746iH1gdbqPZ3yZnbw3E%3D&reserved=0,,,,,
Evergreen,Evergreen Parkway; County Road 65,Jefferson,CO,US,2019-07-12,more than a dozen,12,,12,,,Evergreen Peace,Pro Immigration,1,Vigil,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.canyoncourier.com%2Fcontent%2Fevergreen-residents-protest-treatment-migrants&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651425253&sdata=HRPKq7eYPYVg9B8P7flaYT1YQ3ZvPiDIFymMWu27RB0%3D&reserved=0,,,,,
Sherwood,,Washington,OR,US,2019-07-12,half dozen,6,,6,,,general protestors,counter-protest; pro-ICE,2,counter-protest,,,,,1,1,https://twitter.com/FreeRangeChcken/status/1149926066670039046,,,,,
Las Vegas,,Clark,NV,US,2019-07-12,10 to 12; about 5,5,,12,,,general protestors,counter-protest; pro-ICE,2,counter-protest,0,0,0,0,1,1,https://twitter.com/schachin/status/1149922434318884864,,,,,
San Bernardino,,San Bernardino,CA,US,2019-07-12,about 18,18,,18,,,general protestors,counter-protest; pro-ICE,2,counter-protest,0,0,0,0,1,1,https://heavy.com/news/2019/07/lights-for-liberty-crowd-photos/amp/,,,,,
Santa Clarita,City Hall,Los Angeles,CA,US,2019-07-12,a few dozen,12,,12,,,general protestors,counter-protest; pro-ICE,2,counter-protest,0,0,0,0,1,1,https://signalscv.com/2019/07/protesters-rally-against-migrant-detention-centers/,https://www.bostonglobe.com/news/nation/2019/07/14/police-investigate-after-flag-removed-during-protest/YpXyaCSfjVKJNun6UrMWfJ/story.html,,,,
Buffalo,Spot Coffee,Erie,NY,US,2019-07-12,,,,,,,Pro-Union protestors,Collective Bargaining; For Unionization; Campaign,0,protest,0,0,0,0,1,1,https://www.wgrz.com/article/money/business/crowds-protest-firings-outside-spot-coffee-on-elmwood-avenue/71-ad2ba977-a0fb-4161-a4fb-cf52a698944b,,,,,
Ann Arbor,Washtenaw County Administration Building,Washtenaw,MI,US,2019-07-13,more than 100,100,,100,,,Movimiento Cosecha,Immigration; For compassionate immigration,1,March/protest,0,0,0,0,1,1,https://www.michigandaily.com/section/ann-arbor/local-residents-march-through-downtown-ann-arbor-demanding-driver%E2%80%99s-licenses,,,,,
Boston,State House,Suffolk,MA,US,2019-07-13,NA,20,,20,,,general protestors,Other; For greater safety; Transportation,1,protest,0,0,0,0,1,1,https://whdh.com/news/protesters-decry-rmv-at-state-house-rally/,,,,,
Cedar Rapids,Newbo City Market,Linn,IA,US,2019-07-13,NA,75,,75,,,General Protestors,Against Climate Change,2,Demonstration,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.thegazette.com%2Fsubject%2Fnews%2Fgovernment%2Fcritics-decry-climate-change-protest-involving-nooses-in-newbo-as-racially-callous-20190716&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651425253&sdata=H5%2BG0XUkK3qATmkiStBNtDF4Kw3r91B7Y126P1tDFeM%3D&reserved=0,,,,,
Columbia,State Capitol,Richland,SC,US,2019-07-13,NA,1,,1,,,general protestors,Civil rights; against confederate symbol;for racial justice; counter protest,1,vigil,0,0,0,0,1,1,https://www.live5news.com/2019/07/13/dozens-gather-pro-confederate-flag-rally-sc-state-house/,,,,,
Davenport,Brady St,Scott,IA,US,2019-07-13,NA,6,,6,,,Bailing out Benji,For animal welfare; other; recurring,1,protest,0,0,0,0,1,1,https://www.kwqc.com/content/news/Davenport-group-holds-peaceful-protest-to-raise-awareness-about-puppy-mills--512686371.html,,,,,
Milwaukee,37th and Pierce,Milwaukee,WI,US,2019-07-13,,,,,,,general protestors,Immigration: for compassionate immigration; families,1,vigil,0,0,0,0,1,1,https://www.wisn.com/article/caged-jesus-demonstration-against-immigration-detention-center-conditions/28383730,,,,,
Elliston,Yellow Finch Lane,Montgomery,VA,US,2019-07-13,NA,2,,2,,,general protestors,against fossil fuels; environment,0,assault,2,1,0,0,1,1,https://www.roanoke.com/business/pipeline-protesters-arrested-in-montgomery-county/article_ae816222-c3c5-59c7-a987-1d52acff978f.html,,,,,
Prairie View,713 University Dr,Waller,TX,US,2019-07-13,,,,,,,general protestors,civil rights; for greater accountability; Police; For right to assemble,1,vigil,0,0,0,0,1,1,https://www.chron.com/news/houston-texas/article/Activists-plan-vigil-rally-on-four-year-14093317.php,,,,,
Saratoga Springs,Saratoga Race Course,Saratoga,NY,US,2019-07-13,several dozens,24,,24,,,Horseracing Wrongs,other; for animal welfare,1,vigil,0,0,0,0,1,1,https://www.timesunion.com/news/article/Track-protesters-return-to-shed-light-on-horse-14093719.php,,,,,
South Bend,Jon R. Hunt Plaza,St. Joseph,IN,US,2019-07-13,About 50,50,,50,,,general protestors,Civil Rights; For greater accountability; Police; For right to assemble,1,protest,0,0,0,0,1,1,https://www.southbendtribune.com/news/local/black-lives-matter-rally-in-south-bend-calls-for-unity/article_20b95d4b-1969-562b-aa73-23411b6f50e8.html,,,,,
Tacoma,Northwest Detention Center,Pierce,WA,US,2019-07-13,,,,,,,general protestors,against government crackdown and detention policy,1,protest,0,0,0,0,1,1,https://www.bostonglobe.com/news/nation/2019/07/14/police-investigate-after-flag-removed-during-protest/YpXyaCSfjVKJNun6UrMWfJ/story.html,,,"Catholic Day of Action for Immigrant Children,",,
Youngstown,Foundation Amphitheatre,Mahoning,OH,US,2019-07-13,around 100,100,,100,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.wfmj.com/story/40785149/protesters-gather-in-youngstown-for-stop-the-ban-rally,,,,,
Berkeley,Civic Center Park,Alameda,CA,US,2019-07-13,hundreds,200,,200,,,general protestors,,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/2364561867164921/,,,,,
San Luis Obipso,Superior Court,San Luis Obipso,CA,US,2019-07-13,FB: 156,156,,156,,,Women's March San Luis Obispo,,1,rally; vigil,,,,,,1,https://www.facebook.com/events/380341599273224/,,,,,
Chicago,downtown,Cook,IL,US,2019-07-13,estimated 5000,5000,,5000,,,general protestors,,1,protest,0,0,0,0,1,1,https://nbcmontana.com/news/nation-world/thousands-protest-trump-immigration-policies-in-chicago,,,,,
Great Falls,civic center,Cascade,MT,US,2019-07-13,dozens,24,,24,,,Great Falls Community Action Team,,1,vigil,0,0,0,0,1,1,https://www.greatfallstribune.com/story/news/2019/07/13/great-falls-vigil-held-protest-conditions-southern-border/1725155001/,,,,,
Corpus Christi,Ocean Drive; Cole Park Amphitheater,Nueces,TX,US,2019-07-13,her and a dozen,13,,13,,,Coalition to Close the Concentration Camps.,,1,rally,0,0,0,0,1,1,https://www.caller.com/story/news/local/2019/07/13/south-texas-activists-protest-migrant-detention-centers-u-s-border/1713793001/,,,,,
Roanoke,Unitarian Universalist Church of Roanoke,Roanoke,VA,US,2019-07-13,FB: 92,92,,92,,,Roanoke Indivisible Public Page; Women’s March on Roanoke,,1,vigil,,,,,,1,https://www.facebook.com/events/2245269945734484/?,,,,,
Cedar Rapids,Newbo City Market,Linn,IA,US,2019-07-14,count pic ,4,,4,,,Bold Iowa,Against Climate Change,2,protest,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.thegazette.com%2Fsubject%2Fnews%2Fgovernment%2Fcritics-decry-climate-change-protest-involving-nooses-in-newbo-as-racially-callous-20190716&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651435245&sdata=qfunuoq7eKpRxn9Vq2XdYJYssMVkDOgZsT%2Fe%2FDNtE14%3D&reserved=0,,,,,
Cincinnati,Avondale,Hamilton,OH,US,2019-07-14,1000,1000,,1000,,,general protestors,against punishment; other,0,protest,0,0,0,0,1,1,https://www.wcpo.com/news/local-news/hamilton-county/supporters-rally-for-tracie-hunter-as-former-judge-faces-six-month-prison-sentence,,,,,
Gilford,backyard of home,Belknap,NH,US,2019-07-14,photo: 200,150,,200,,,general protestors,rally for Kamala Harris,1,rally,0,0,0,0,1,1,https://www.bostonglobe.com/news/politics/2019/07/14/kamala-harris-campaigns-new-hampshire-today-what-should-new-england-voters-know-about-presidential-candidate/CaZ04XYtzud6uoeVflTtgO/story.html,,,,,
Irondequoit,Pattonwood Dr,Monroe,NY,US,2019-07-14,roughly 90,90,,90,,,general protestors,immigration; for compassionate immigration,1,protest,0,0,0,0,1,1,https://www.democratandchronicle.com/story/news/2019/07/14/ice-raids-protesters-gather-irondequoit-decry-planned-raids/1728213001/,,,,,
Minneapolis,Our Lady of Peace Catholic Church,Hennepin,MN,US,2019-07-14,NA,200,,200,,,general protestors,Other; against eviction,0,protest,0,0,0,0,1,1,http://www.startribune.com/minneapolis-tenants-march-on-church-that-landlord-attends-asking-that-he-not-evict-them/512712312/,,,,,
Rochester,,Monroe,NY,US,2019-07-14,,,,,,,general protestors,immigration for compassionate immigration,1,protest,0,0,0,0,1,1,https://www.mpnnow.com/news/20190715/ice-raids-protested-locally,,,,,
San Luis Obispo,Mission Plaza,San Luis Obispo,CA,US,2019-07-14,,,,,,,The Queer Crowd,to remember gay pride’s radical roots with a new march and rally,0,march,0,0,0,0,1,1,https://www.sanluisobispo.com/news/local/article232449837.html,,,,,
Somersworth,high school,Strafford,NH,US,2019-07-14,hundreds combined with Gilford event,,,,,,general protestors,rally for Kamala Harris,1,rally,0,0,0,0,1,1,https://www.bostonglobe.com/news/politics/2019/07/14/kamala-harris-campaigns-new-hampshire-today-what-should-new-england-voters-know-about-presidential-candidate/CaZ04XYtzud6uoeVflTtgO/story.html,https://www.thedailybeast.com/never-again-action-1000-protesters-with-jewish-group-block-entrance-to-ice-headquarters,,,65,249
Sag Harbor,The Windmill 8 Wharf St,Suffolk,NY,US,2019-07-14,hundreds,200,,200,,,general protestors,,1,walk,,,,,,1,https://www.facebook.com/events/2696821913895063/?active_tab=discussion,,,,,
Tacoma,,Pierce,WA,US,2019-07-14,,,,,,,general protestors,Immigration; For compassionate immigraion; families,1,protest,0,0,0,0,1,1,https://www.king5.com/article/news/local/ice-raid-protests-outside-tacomas-northwest-detention-center/281-deaafc87-da51-4fb8-ba67-4389f686b671,,,,,
Atlanta,ICE Field Office,Fulton,GA,US,2019-07-15,more than 100,100,,100,,,general protestors,immigration; against ICE; against business; amazon,1,Protest,2,0,0,0,1,1,https://www.ajc.com/news/breaking-news/more-than-100-protest-outside-atlanta-ice-field-office/hAeGwReK36V2zLwWTuAWJK/,,,,,
Denver,city and county building steps,Denver,CO,US,2019-07-15,,,,,,,general protestors,other; for animal welfare,0,Protest,1,0,0,0,1,1,https://denverite.com/2019/07/15/denver-michael-hancock-inauguration-2019-geese-protest-arrest/,,,,,
Denver,Civic Center Park,Denver,CO,US,2019-07-15,about two dozen,24,,24,,,Homeless / community members,Exectiive against mayor; for homesless residents,0,Protest,0,0,0,0,1,1,https://denverite.com/2019/07/15/welcome-to-governing-new-and-returning-denver-officials-heres-your-first-protest-of-the-session/,,,,,
Hartford,Federal building; 450 Main Street,Hartford ,CT,US,2019-07-15,,,,,,,general protestors,anti-ICE; against deportation,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/397057337578904/,https://heavy.com/news/2019/07/trump-greenville-rally-crowd-size/,,onshore and kayactivists,,
Hilo,Mauna Kea,Hawaii,HI,US,2019-07-15,hundreds,200,,200,,,general protestors,Immigration; for compassionate immigration,1,Protest,0,0,0,0,1,1,https://www.khon2.com/news/hundreds-gather-to-protest-tmt-construction-begins-monday/,,,,,
Elliston,Flatwoods Road,Montgomery,VA,US,2019-07-15,about 15,15,,15,,,Pipeline protestors,other; against development,0,Protest,2,0,0,0,1,1,https://www.roanoke.com/business/pipeline-protesters-arrested-in-montgomery-county/article_ae816222-c3c5-59c7-a987-1d52acff978f.html,,,,,
