City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),protest,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
New York ,Columbus Circle,NY ,US,2017-12-21,FB: 25,25,,25,,,Resisters,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/381113422314705/,,,
New York ,Israeli consulate,NY ,US,2017-12-21,,,,,,,Foreign affairs ministry employees,Protesting working conditions,0,protest,0,0,0,0,0,1,"https://www.ynetnews.com/articles/0,7340,L-5060247,00.html",,,
New York ,Trump Tower,NY ,US,2017-12-21,FB 28,28,,28,,,Rise and Resist,Protesting Trump administration,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/525003131196947/,,,
North Marshfield,Highland St.,MA,US,2017-12-21,FB: 5,5,,5,,,Trump Wanted Out,Protesting Trump administration,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/165374884215435/,,,
Portland ,,ME,US,2017-12-21,dozens,24,,24,,,general protestors,Rallying against homelessness,0,rally,0,0,0,0,1,1,http://www.wmtw.com/article/dozens-gather-for-homeless-vigil-in-portland/14482190,,,
Portland ,Preble Street Resource Center,OR,US,2017-12-21,150,,,,,,Preble Street Resource Center,Vigil to remember and acknowledge the Portland homeless community,0,vigil,0,0,0,0,1,1,http://www.pressherald.com/2017/12/21/marchers-gather-to-honor-40-homeless-who-died-in-portland-area-in-2017/,,,
Rochester ,Federal building,NY ,US,2017-12-21,,,,,,,Out Alliance,Protesting Trump Adminstration's policy towards CDC language,1,protest ,0,0,0,0,1,1,http://wxxinews.org/post/rally-protest-cdc-banned-words-set-thursday,,,
San Diego ,,CA,US,2017-12-21,,,,,,,general protestors,Protesting Trump's deicision to end DACA; rallying for immigrants,1,rally ,0,0,0,0,1,1,http://www.cbs8.com/story/37118607/south-bay-leaders-rally-to-call-on-congress-to-pass-dream-act,,,
San Francisco ,Civics Center Plaza,CA,US,2017-12-21,FB: 178,178,,178,,,Coalition on Homeslessness,Rallying against homelessness,0,rally,0,0,0,0,0,1,https://www.facebook.com/events/1976993732582395/,,,
San Francisco ,Israeli consulate,CA,US,2017-12-21,,,,,,,Foreign affairs ministry employees,Protesting working conditions,0,protest,0,0,0,0,1,1,"https://www.ynetnews.com/articles/0,7340,L-5060247,00.html",,,
San Francisco ,Portsmouth Square,CA,US,2017-12-21,hundreds,200,,200,,,Asian Pacific Islander Council,Rallying for late SF mayor Lee,0,rally,0,0,0,0,0,1,https://www.nbcbayarea.com/news/local/Candlelight-Vigil-for-Late-San-Francisco-Mayor-Ed-Lee-465758003.html,,,
Washington ,Israeli Embassy,DC,US,2017-12-21,,,,,,,Foreign affairs ministry employees,Protesting working conditions,0,protest,0,0,0,0,1,1,"https://www.ynetnews.com/articles/0,7340,L-5060247,00.html",,,
Washington ,Luther Place Church,DC,US,2017-12-21,,,,,,,People for Fairness,Homeless Memorial Vigil,0,rally,,,,,0,1,https://www.eventbrite.com/e/people-for-fairness-homeless-memorial-vigil-tickets-39051699685?aff=es2,,,
Washington ,US Capital ,DC,US,2017-12-21,,7,,7,,,DREAM 7,Protesting Trump's decision to end DACA; rallying for immigrants,1,protest ,0,0,0,0,0,1,http://www.mypalmbeachpost.com/news/local/protest-grows-tense-before-two-seriously-hurt-west-palm-traffic-accident/VVjGxld4Rbum3iFuToGlCI/,,,
West Palm Beach,Palm Beach County Convention Center ,FL,US,2017-12-21,scores; approximately 30 ,30,,30,,,general protestors,Protesting Turning Point USA convention ,1,protest ,0,0,0,0,1,1,http://www.mypalmbeachpost.com/news/local/protest-grows-tense-before-two-seriously-hurt-west-palm-traffic-accident/VVjGxld4Rbum3iFuToGlCI/,http://freebeacon.com/culture/protesters-clash-attendees-turning-point-usa-conference-commences/,,
West Palm Beach,Palm Beach County Convention Center ,FL,US,2017-12-21,about 60 ,60,,60,,,Turning Point USA,counter-protest ,2,protest ,0,0,0,0,1,1,http://www.mypalmbeachpost.com/news/local/protest-grows-tense-before-two-seriously-hurt-west-palm-traffic-accident/VVjGxld4Rbum3iFuToGlCI/,http://freebeacon.com/culture/protesters-clash-attendees-turning-point-usa-conference-commences/,,
Wichita,Wichita City Hall,KS,US,2017-12-21,,,,,,,Dueteronomy 15:10 ,Demonstration to help the homeless ,0,demonstration ,0,0,0,0,1,1,http://www.kake.com/story/37123751/homeless-demonstration-near-city-hall,,,
Wilkes-Barre,St. Stephen's Episcopal,PA,US,2017-12-21,,,,,,,general protestors,Rallying against homelessness,0,rally,0,0,0,0,1,1,http://www.timesleader.com/news/686375/st-stephens-holds-annual-vigil-for-homeless,,,
Worcester,City Hall,MA,US,2017-12-21,,,,,,,Community Healthlink,Rallying against homelessness,0,rally,0,0,0,0,1,1,http://www.telegram.com/news/20171221/worcesters-longest-night-vigil-points-to-hope-for-homeless,,,
Atascadero,Charles Paddock Zoo,CA,US,2017-12-22,approximately 10,10,,10,,,Direct Action Everywhere,Protesting animal cruelty,0,protest,0,0,0,0,1,1,https://atascaderonews.com/article/activists-rally-at-zoos-holiday-event,,,
Gettysburg,Rep. Walker's office,PA,US,2017-12-22,FB: 4,4,,4,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/386587065113036/,,,
Kingston,Rep. Faso's office,NY ,US,2017-12-22,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.dailyfreeman.com/article/DF/20171223/NEWS/171229855,,,
New York ,Bay Ridge Ave.,NY ,US,2017-12-22,,,,,,,Bay Ridge for Social Justice,Rallying for DREAM Act,1,rally,0,0,0,0,0,1,http://brooklynreporter.com/story/bay-ridge-social-justice-holds-vigil-support-undocumented-immigrants/,,,
New York ,The Bronx,NY ,US,2017-12-22,,,,,,,Parents,Protesting proposed closure of local school,0,protest,0,0,0,0,0,1,http://bronx.news12.com/story/37129577/parents-protest-possible-closure-of-bronx-school,,,
New York ,Trump Tower,NY ,US,2017-12-22,FB: 2,2,,2,,,Learn As Protest,Protesting Trump administration,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1453062481460191/,,,
Salt Lake City ,Salt City Tattoo,UT,US,2017-12-22,,,,,,,general protestors,Protesting offensive rape kit joke made by store's owner,0,protest,0,0,0,0,1,1,http://www.sltrib.com/news/2017/12/22/rape-kit-party-gift-sparks-outrage-against-salt-lake-city-tattoo-parlor/,,,
St. Louis,Jones Park,IL,US,2017-12-22,,,,,,,GRASP,Rallying for loved ones lost to overdose,0,rally,0,0,0,0,1,1,http://www.cantondailyledger.com/news/20171226/grasp-holds-candlelight-vigil,,,
Woodstock,Historic Courthouse,VA,US,2017-12-22,about 20,20,,20,,,Shenandoah Indivisible,Protesting Trump,1,protest,0,0,0,0,1,1,http://www.nvdaily.com/news/local-news/2017/12/peaceful-protesters-rally-against-for-trump/,,,
Woodstock,Historic Courthouse,VA,US,2017-12-22,about 20,20,,20,,,general protestors,Rallying for Trump,2,rally,0,0,0,0,0,1,http://www.nvdaily.com/news/local-news/2017/12/peaceful-protesters-rally-against-for-trump/,,,
Charlotte ,,NC,US,2017-12-23,FB: 6,6,,6,,,general protestors,Protesting repeal of net neutrality,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1547198995334353/,,,
Colorado Springs,Chapel Hills Mall,CO,US,2017-12-23,FB: 11,11,,11,,,general protestors,Protesting puppy mills,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/525221277860932/,,,
Derby,Post Office,KS,US,2017-12-23,,,,,,,American Postal Workers Union,Protesting outsourcing of jobs,0,protest,0,0,0,0,1,1,http://www.knssradio.com/articles/postal-employees-protest-added-jobs,,,
Elkhart County,Elkhart County Courthouse,IN,US,2017-12-23,about 200,200,,200,,,Elkhart County Coalition,Protesting new ICE center,1,"protest, vigil",0,0,0,0,1,1,http://wsbt.com/news/local/candlelight-vigil-held-in-protest-of-ice-detention-center-proposal,http://www.goshennews.com/news/local_news/about-protest-proposed-immigration-detention-center/article_6a5d8f13-b089-559e-b41b-ed15a22d474a.html,http://www.wndu.com/content/news/ICE-Detention-Center-protesters-gather-for-candlelight-vigil-466206153.html,
Los Angeles,Bel-air,CA,US,2017-12-23,,1,,1,,,Robert Strong,Protesting GOP tax plan,1,demonstration ,0,0,0,0,1,1,http://www.eagletribune.com/news/psychologist-says-he-left-festively-wrapped-box-of-manure-outside/article_d84f9db6-ea41-11e7-9f39-5718fb0c0ee4.html,https://www.reuters.com/article/us-usa-mnuchin-manure/man-says-he-delivered-manure-to-mnuchin-to-protest-new-u-s-tax-law-idUSKBN1EJ0WE?il=0,,
Marlton,Rep. MacArthur's office,NJ,US,2017-12-23,FB: 13,13,,13,,,South Jersey Democratic Socialists of America,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/147413389243252/,,,
Melbourne,Peace Corner,FL,US,2017-12-23,FB: 17,17,,17,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1890967671217054/,,,
New York ,Macy's,NY ,US,2017-12-23,FB: 22,22,,22,,,general protestors,Protesting use of fur in clothing,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1859419771036439/,,,
New York ,US Sen. Schumer's house,NY ,US,2017-12-23,roughly 200; FB: 243,200,,243,,,Women's March,Protesting Schumer's inability to pass DREAM Act,0,protest,0,0,0,0,0,1,http://www.nydailynews.com/new-york/protesters-blast-chuck-schumer-failure-safeguard-dream-act-article-1.3718108,https://www.facebook.com/events/547975852218579/,,
Orange,A to Z pet shop,CT,US,2017-12-23,FB: 5,5,,5,,,general protestors,Protesting puppy mills,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/130128810997314/,,,
San Diego,Honey Baked Ham Company,CA,US,2017-12-23,FB: 16,16,,16,,,general protestors,Protesting eating meat,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/2125498061067239/,,,
Slate Hill,Ridgebury Hill Rd.,NY ,US,2017-12-23,FB: 5,5,,5,,,Protect Orange County,Protesting Millenium Pipeline Co. power plant,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/964954116985394/,,,
St. Paul,Hamline Ave.,MN,US,2017-12-23,FB: 89,89,,89,,,general protestors,Protesting repeal of net neutrality,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/394970707607166/,,,
Bel Air,Home of Sec. Mnuchin,CA,US,2017-12-24,1,1,,1,,,Robby Strong,Protesting the passage of tax reform bill,1,protest,0,0,0,1,1,1,https://www.washingtonpost.com/news/politics/wp/2017/12/25/a-gift-wrapped-package-of-poo-why-a-man-left-a-box-of-manure-for-steven-mnuchin/?utm_term=.15330c3cb6bd,,,
Dallas,AT&T Stadium,TX,US,2017-12-24,NA,12,,12,,,Seattle Seahwawkw players,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/263318/nfl-players-who-protested-during-national-anthem-in-week-16,,,
Dayton,VA Medical Center,OH,US,2017-12-24,,,,,,,general protestors,"Rallying for armed services, veterans",0,rally,0,0,0,0,1,1,http://wdtn.com/2017/12/24/veterans-come-together-for-christmas-eve-vigil/,,,
East Rutherford,MetLife Stadium,NJ,US,2017-12-24,NA,1,,1,,,Russell Okung,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/263318/nfl-players-who-protested-during-national-anthem-in-week-16,,,
Glendale,Arrowhead Town Centre,AZ,US,2017-12-24,FB: 7,7,,7,,,Puppy Mill Free Arizona,Protesting puppy mills,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1684063271653727/,,,
Glens Falls,Glens Falls Armory,NY ,US,2017-12-24,more than 1200,1200,,1200,,,New York National Guard,Celebrating service of deployed US troops,0,march,0,0,0,0,1,1,https://www.defense.gov/News/Article/Article/1404661/annual-christmas-eve-march-celebrates-deployed-service-members/,http://poststar.com/news/local/road-march-recalls-world-war-i/article_e3232c19-5373-5d4d-ade6-b1d96b9663e9.html,,
Kansas City,Arrowhead Stadium,MO,US,2017-12-24,NA,3,,3,,,Chiefs and Dolphins players,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/263318/nfl-players-who-protested-during-national-anthem-in-week-16,,,
Los Angeles,,CA,US,2017-12-24,about 40,40,,40,,,Justice L.A.,Protesting mass incarceration,0,protest,0,0,0,0,1,1,http://www.latimes.com/local/lanow/la-me-ln-jailbeds-20171228-story.html,,,
New Castle,Gov. Cuomo's house,NY ,US,2017-12-24,about 25,25,,25,,,general protestors,Protesting proposed pipeline,0,protest,0,0,0,0,1,1,https://kaplanherald.com/2017/12/26/pipeline-vigil-at-cuomos-home-in-new-fortress/,,,
San Francisco ,Levi's Stadium,CA,US,2017-12-24,NA,5,,5,,,Giants and 49ers players,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/263318/nfl-players-who-protested-during-national-anthem-in-week-16,,,
Hartford,Van Block Ave.,CT,US,2017-12-25,,,,,,,Mothers United Against Violence,Protesting gun violence,0,protest,0,0,0,0,1,1,http://www.wfsb.com/story/37138983/vigil-to-be-held-for-hartford-homicide-victim,,,
Salt Lake City ,Airport,UT,US,2017-12-25,about 20 ,20,,20,,,general protestors,Protesting deportation of local woman,1,protest,0,0,0,0,1,1,http://www.sltrib.com/news/2017/12/26/utah-mother-of-four-spends-last-christmas-in-the-us-in-the-airport-before-being-deported-to-guatemala/,,,
Wilmington,Downtown,NC,US,2017-12-25,NA,15,,15,,,Women Organizing for Wilmington,Protesting Trump administration,1,protest,0,0,0,0,1,1,http://www.fox8live.com/story/37137460/christmas-day-protesters-mary-didnt-take-christmas-day-off-and-were-not-going-to-either,,,
Brownsville,Keko's Bistro,TX,US,2017-12-26,,,,,,,general protestors,Protesting for unpaid back wages,0,protest,0,0,0,0,1,1,http://www.brownsvilleherald.com/news/local/wage-protest-held-at-eatery/article_4dc1bcba-eb7c-11e7-840d-1338a3dba95c.html,,,
Colorado Springs,Salvation Army,CO,US,2017-12-26,nearly 15,15,,15,,,general protestors,Rallying for new homeless shelter,0,rally,0,0,0,0,1,1,http://gazette.com/people-gather-in-10-degree-cold-to-urge-reopening-of-emergency-shelter-in-downtown-colorado-springs/article/1617899?custom_click=rss,,,
Eugene,Morse Courthouse,OR,US,2017-12-26,FB: 4,4,,4,,,Indivisible Eugene,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/182740399132200/,,,
Las Vegas,Sen. Heller's office,NV,US,2017-12-26,FB: 1,1,,1,,,Highway to Hell'r,Protesting Trump administration,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/561886470817920/,,,
Raleigh,New Bern Ave.,NC,US,2017-12-26,FB: 4,4,,4,,,Tuesdays with Tillis,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1988927498030507/,,,
Vista,1800 Thibodo Rd,CA,US,2017-12-26,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Vista,1800 Thibodo Rd.,CA,US,2017-12-26,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Baltimore,War Memorial Plaza,MD,US,2017-12-27,photo: hundreds,200,,200,,,general protestors,Rallying against violence  ,0,rally,0,0,0,0,1,1,https://patch.com/maryland/baltimore/baltimore-vigil-community-mourns-2017-losses-prays-2018,,,
Charlotte,Marshall Park,NC,US,2017-12-27,more than a hundred,100,,100,,,general protestors,Protesting racism,0,protest,0,0,0,0,1,1,http://spectrumlocalnews.com/nc/charlotte/news/2017/12/29/group-holds-anti-racism-rally-to-combat-hate-bigotry,,,
Duluth,City Hall,MN,US,2017-12-27,,,,,,,general protestors,Rallying against homelessness,0,rally,0,0,0,0,1,1,http://www.wdio.com/news/rally-held-city-hall-support-help-homelessness-duluth-minnesota/4723991/,,,
Los Angeles,Hall of Justice,CA,US,2017-12-27,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,
Middletown,Main St.,CT,US,2017-12-27,about 15,15,,15,,,high school students,Rallying against drunk driving,0,rally,0,0,0,0,1,1,http://www.courant.com/community/middletown/hc-news-middletown-youth-white-out-20171227-story.html,,,
New York ,Foley Square,NY ,US,2017-12-27,dozens,24,,24,,,general protestors,Protesting Trump's Muslim ban,1,protest,0,0,0,0,1,1,http://pix11.com/2017/12/27/protestors-try-to-show-trump-how-travel-ban-hits-home-in-nyc/,,,
Newport News,Del. David Yancey's office,VA,US,2017-12-27,about 25; about 20,20,,25,,,Peninsula Indivisible,Protesting Yancey's campaign and Virginia election recount,0,protest,0,0,0,0,1,1,https://pilotonline.com/news/government/politics/virginia/article_98096592-5a09-510a-afe1-65ad62e8a22d.html,http://wavy.com/2017/12/27/simonds-files-motion-supporters-rally-for-court-reversal/,http://www.fredericksburg.com/ap/state/group-rallies-for-electoral-integrity-as-th-house-district-race/article_b11502f4-d2de-5985-a207-bbc38202204f.html,http://wtkr.com/2017/12/27/rally-for-electoral-integrity-planned-for-wednesday/
Orlando,Walt Disney World,FL,US,2017-12-27,,,,,,,general protestors,Protesting Trump,1,protest,0,0,0,0,1,1,https://sputniknews.com/us/201712301060423354-lock-him-up-protest-trump-disney/,,,
St. Francis,,WI,US,2017-12-27,about 25,25,,25,,,general protestors,Protesting smell from power plant,0,protest,0,0,0,0,1,1,https://www.jsonline.com/story/news/investigations/2017/12/28/residents-march-protest-fumes-coming-industrial-barrel-plant-st-francis/985763001/,,,
Waco,Outside local business,TX,US,2017-12-27,,,,,,,Waco Animal Save,Protesting inhumane treatment of animals,0,protest,0,0,0,0,1,1,http://www.kcentv.com/news/local/animal-rights-activists-protest-outside-of-hb-packing-company/502836857,,,
Aspen,Next to Vice President Pence's rental,CO,US,2017-12-28,,,,,,,general protestors,Protesting Pence,1,protest,0,0,0,0,1,1,https://www.lgbtqnation.com/2017/12/mike-pences-neighbors-put-clever-banner-protest-homophobia/,,,
Concord,Cabarrus County Courthouse,NC,US,2017-12-28,more than two dozen,24,,24,,,general protestors,Rallying for justice in hit and run case,0,rally,0,0,0,0,1,1,http://www.independenttribune.com/news/teens-family-seeks-justice-through-march/article_9085aa52-ec17-11e7-899e-9f0a25945d49.html,,,
New York ,Twitter office,NY ,US,2017-12-28,FB: 35,35,,35,,,Rise and Resist,Protesting Trump administration,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/155541911745758/,,,
Olympia,Sec. of State's office,WA,US,2017-12-28,more than 100,100,,100,,,general protestors,Rallying for stricter liability for police officers who use force,0,rally,0,0,0,0,1,1,https://www.policeone.com/use-of-force/articles/468299006-Signatures-turned-in-on-police-deadly-force-initiative-in-Wash/,,,
