City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),protest,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
New York ,14th St.,NY ,US,2017-12-18,FB: 20,20,,20,,,general protestors,Rallying for kidnapped Palestinian boy,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/133823153961352/,,,
New York ,City Hall,NY ,US,2017-12-18,more than 200,200,,200,,,Delivery workers,Calling on de Blasio to veto increased police surveilance on bikers,0,protest,0,0,0,0,0,1,https://nyc.streetsblog.org/2017/12/18/hundreds-of-delivery-workers-rally-against-de-blasios-e-bike-crackdown/,,,
Norwalk,Norwalk Early College Academy,CT,US,2017-12-18,,,,,,,Parents,Protesting unannounced apperance by Ivanka Trump,1,protest,0,0,0,0,1,1,http://www.dailymail.co.uk/news/article-5195101/Parents-upset-surprise-Ivanka-Trump-high-school-visit.html,,,
Palmdale,West Ave.,CA,US,2017-12-18,FB: 7,7,,7,,,Fight4OurHealth,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1669631916458887/,,,
Philadelphia,Chester County Courthouse,PA,US,2017-12-18,anout 100,100,,100,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,0,1,http://www.delcotimes.com/general-news/20171219/regional-morning-briefing-state-sen-wont-give-up-seat-protests-on-tax-bill,,,
Philadelphia        ,Center City ,PA,US,2017-12-18,dozens,24,,24,,,general protestors,Protest to demand safer bike lanes,0,protest ,0,0,0,0,1,1,http://6abc.com/protest-for-safer-bike-lanes-in-center-city/2797781/,,,
Port Chester,Village Hall,NY ,US,2017-12-18,,,,,,,general protestors,Rallying for more transparent election process,0,rally,0,0,0,0,1,1,http://www.lohud.com/story/news/local/westchester/2017/12/19/port-chester-residents-lobby-village-transparent-election-process/962605001/,,,
Portland ,Canal Plaza,ME,US,2017-12-18,FB: 45,45,,45,,,UltraViolet,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1964898437164176/,,,
Rogers,Rep. Womack's office,AR,US,2017-12-18,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://5newsonline.com/2017/12/18/group-gathers-outside-congressmans-office-to-protest-tax-reform-bill/,,,
Salt Lake City ,Federal building,UT,US,2017-12-18,FB: 35,35,,35,,,UTAH WOMEN UNITE,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/791669077624289/,,,
Tacoma,Port of Tacoma,WA,US,2017-12-18,"more than 150, dozens",150,,150,,,general protestors,Protesting gas storage facility,0,protest,0,0,0,0,1,1,http://komonews.com/news/local/activists-staging-largest-protest-against-pse-gas-storage-facility,http://www.seattlepi.com/local/komo/article/Activists-staging-largest-protest-against-Tacoma-12438532.php,,
Tallahassee,Sen. Rubio's office,FL,US,2017-12-18,about 30,30,,30,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.tallahassee.com/story/news/2017/12/18/protestors-urge-sen-marco-rubios-tallahassee-staff-tell-sen-marco-rubio/962531001/,,,
Toledo,Sen. Portman's office,OH,US,2017-12-18,photo: dozens,24,,24,,,Indivisible,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://twitter.com/NOFAindivisible/status/944199845690200064,,,
Virginia Beach,Town Center Fountain,VA,US,2017-12-18,FB: 9,9,,9,,,Indivisible757,Protesting GOPtax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/713737732166667/,,,
Washington ,U.S. Capitol,DC,US,2017-12-18,hundreds,200,,200,,,"general protestors, immigrant youth",Demanding a Dream Act; DREAMACT NOW,1,protest,0,0,0,0,1,1,http://www.latimes.com/politics/la-na-pol-capitol-holiday-protests-20171219-story.html,,,
Washington ,U.S. Capitol,DC,US,2017-12-18,more than a hundred,100,,100,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,0,1,https://www.washingtonpost.com/news/powerpost/wp/2017/12/18/protesters-storm-congress-to-fight-tax-bill-as-cameras-point-elsewhere/?utm_term=.32bf06566c75,,,
West Chester,Rep. Costello's office,PA,US,2017-12-18,about 100,100,,100,,,Way Forward,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/155788455180976/?active_tab=about,http://www.pottsmerc.com/article/MP/20171218/NEWS/171219773,,
Albert Lea,Mayo Clinic,MN,US,2017-12-19,around 80,80,,80,,,Hospital employees,Protesting lack of contracts,0,protest,0,0,0,0,1,1,https://www.mprnews.org/story/2017/12/19/union-begins-1-day-strike-mayo-clinic-alberta-lea-branch,,,
Batavia,Buffalo Federal Detention Facility,NY ,US,2017-12-19,FB: 31,31,,31,,,Workers Justice Center of New York,Protesting deportation of local woman,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/151523245477099/,,,
Bethlehem,Lehigh University,PA,US,2017-12-19,,,,,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.mcall.com/news/local/mc-nws-lehigh-aclu-dreamers-rally-20171218-story.html,,,
Boston,Prudential Center,MA,US,2017-12-19,FB: 22,22,,22,,,general protestors,Protesting Canada Goose jackets,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1983707008551998/,,,
Brea,W. Birch Ct.,CA,US,2017-12-19,FB: 11,11,,11,,,SoCal Healthcare Coalition,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1788151111257445/,,,
Charlottesville,McIntire Rd.,VA,US,2017-12-19,"FB: 17, dozens",12,,17,,,Indivisible Charlottesville,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/726282390911565/,http://www.nbc29.com/story/37103051/indivisible-charlottesville-urges-congressman-garrett-to-vote-against-tax-bill,,
Dearborn,Ford Community & Performing Arts Center,MI ,US,2017-12-19,estimated 300,300,,300,,,general protestors,Protesting Trump's decision to recognize Jerusalem as the capital of Israel,1,protest,0,0,0,0,1,1,http://www.detroitnews.com/story/news/local/wayne-county/2017/12/19/dearborn-protests-oppose-jerusalem-trump/108764960/,,,
Des Moines,Progress Iowa event,IA,US,2017-12-19,about a dozen,,,,,,Patrolmen's Benevolent Association,Protesting stall in labor talks for New York Police contracts,0,protest,0,0,0,0,1,1,https://www.nytimes.com/2017/12/18/nyregion/nyc-police-mayor-deblasio-iowa.html?partner=bloomberg,,,
Elwood,Town Council Meeting,IL,US,2017-12-19,nearly 600,600,,600,,,general protestors,Protesting new construction proposal,0,protest,0,0,0,0,1,1,http://www.chicagotribune.com/suburbs/daily-southtown/opinion/ct-sta-slowik-elwood-hearing-st-1221-20171220-story.html,,,
Glen Falls,Rep. Elise Stefanik's district offices,NY ,US,2017-12-19,,,,,,,Citizen Action of NY,Holding rolling vigils in opposition to the GOP tax bill ,1,Vigil,0,0,0,0,1,1,https://docs.google.com/document/d/e/2PACX-1vQl_BctomlKL4XZ7ZfFDWgHq36jM0dK9N3yui6Zy6cHpJiTrj4qAvpeo7v2sj9OnFFfFrCvYBYigXe1/pub,https://actionnetwork.org/events/stefanik-stop-the-goptaxscam-vigil,http://www.wcax.com/content/news/North-Country-group-rallies-against-tax-reform-bill-465287213.html,
Hancock,Hancock Middle-Senior High School,MD,US,2017-12-19,dozens,24,,24,,,general protestors,Protesting vote to extend oil pipeline across the Potomac,0,rally,0,0,0,0,1,1,https://www.heraldmailmedia.com/news/local/more-than-turn-out-for-hancock-pipeline-hearing/article_a26f2368-e53e-11e7-ab37-8b95584028bf.html,,,
Houston,City Hall,TX,US,2017-12-19,FB: 110,110,,110,,,Indivisible Houston,Protesting repeal of net neutrality,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2007421502867044/,http://cw39.com/2017/12/19/advocates-suggest-saving-net-neutrality-through-local-means/,,
Irvine,3333 Michelson Drive,CA,US,2017-12-19,FB: 61,61,,61,,,"CA45 Action Council, SoCal Health Care Coalition, Orange County Labor Federation, Health Access California, Courage Campaign",Demand Mimi Walters to Vote No on the Tax Bill,1,Protest,0,0,0,0,1,1,https://www.facebook.com/events/385521118570241/,,,
Jackson,West Lafayette Street and Highland Avenue ,TN,US,2017-12-19,,,,,,,Indivisible Jackson,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.jacksonsun.com/story/news/local/2017/12/19/indivisible-jackson-protests-gop-tax-bill/966874001/,,,
Jacksonvile,Market Center,FL,US,2017-12-19,,,,,,,general protestors,Protesting repeal of net neutrality,1,protest,0,0,0,0,1,1,https://www.news4jax.com/news/local/jacksonville/jacksonville-democrats-hold-rally-over-net-neutrality-vote,,,
Kennewick,S. Gum St.,WA,US,2017-12-19,,,,,,,general protestors,Protesting proposal to build a strip club,0,protest,0,0,0,0,1,1,http://www.tri-cityherald.com/news/article190652084.html,,,
Las Vegas,Sen. Heller's office,NV,US,2017-12-19,FB: 4 ,4,,4,,,Highway to Hell'r,Protesting Trump administration,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/465688127158507/,,,
New Haven,College St.,CT,US,2017-12-19,FB: 17,17,,17,,,general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/173632969897147/,,,
New York ,Sen. Schumer's office,NY ,US,2017-12-19,FB: 141; dozens,24,,141,,,Make the Road New York,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/566916073652597/,https://www.amny.com/news/politics/dream-act-rally-schumer-1.15512396,,
New York ,Stock exchange,NY ,US,2017-12-19,about 200,200,,200,,,general protestors,Protesting GOP tax plan,1,protest,16,0,0,0,0,1,https://www.usnews.com/news/best-states/new-york/articles/2017-12-19/protest-at-new-york-stock-exchange-over-gop-tax-package,https://patch.com/new-york/new-york-city/nyc-rally-against-tax-bill-ends-arrests,http://www.nydailynews.com/new-york/gop-tax-bill-protest-n-y-stock-exchange-leads-15-arrests-article-1.3710087,
Palatine,Dundee Rd.,IL,US,2017-12-19,FB: 44,44,,44,,,Resist the 6th,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1206787669454839/,,,
Philadelphia,City Hall,PA,US,2017-12-19,NA,3,,3,,,PETA,Protesting use of fur in clothing,0,protest,0,0,0,0,1,1,http://www.phillyvoice.com/photos-wearing-no-wool-and-little-else-activists-protest-at-city-hall/,,,
Plattsburgh,Rep. Elise Stefanik's district offices,NY ,US,2017-12-19,,,,,,,Citizen Action of NY,Holding rolling vigils in opposition to the GOP tax bill ,1,vigil,0,0,0,0,1,1,https://docs.google.com/document/d/e/2PACX-1vQl_BctomlKL4XZ7ZfFDWgHq36jM0dK9N3yui6Zy6cHpJiTrj4qAvpeo7v2sj9OnFFfFrCvYBYigXe1/pub,http://www.wcax.com/content/news/North-Country-group-rallies-against-tax-reform-bill-465287213.html,,
Port Chester,Village Hall,NY ,US,2017-12-19,,,,,,,Sustainable Port Chester,Rallying for more transparent election process,0,rally,0,0,0,0,1,1,http://www.lohud.com/story/news/local/westchester/2017/12/19/port-chester-residents-lobby-village-transparent-election-process/962605001/,,,
Portland ,NE 11th St.,OR,US,2017-12-19,FB: 19,19,,19,,,Indivisible Oregon,"Protesting GOP tax plan, Trump",1,protest,0,0,0,0,1,1,https://www.facebook.com/events/401565043597120/,,,
Raleigh,New Bern Ave.,NC,US,2017-12-19,FB:12,12,,12,,,Tuesdays with Tillis,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/578144919183896/,,,
Riverton,Sen. Barrasso's office,WY,US,2017-12-19,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://dailyranger.com/story.php?id=30616&headline=tax-bill-sparks-protest-tuesday-at-barrasso-office,,,
Saint George,Courthouse Dr.,VA,US,2017-12-19,FB: 2,2,,2,,,King George Huddle,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/904951756340656/,,,
San Bernardino,Perris Hill Park,CA,US,2017-12-19,FB: 30,30,,30,,,"SEIU Local 2015, Social Security Works, California Partnership, Health Access California, California Labor Federation",Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1244233179011828/,,,
San Diego,Outside Sheriff's HQ,CA,US,2017-12-19,,,,,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,https://www.nbcsandiego.com/news/local/Protest-Outside-Sheriffs-Headquarters-in-Response-to-Deputy-Involved-Shooting-465358943.html,,,
Seattle,Jackson Federal Building,WA,US,2017-12-19,,,,,,,Seattle Indivisible,Protesting Trump administration,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/309718076183668/,,,
Tampa,Hixon Waterfront Park,FL,US,2017-12-19,FB: 57,57,,57,,,PDA Hillsborough,Protesting GOP tax plan,1,vigil,0,0,0,0,1,1,https://www.cltampa.com/news-views/politics/media-gallery/20986686/tampa-tax-bill-protest,https://www.facebook.com/events/163518037736148/,,
Toledo,Across from Capital Care,OH,US,2017-12-19,,,,,,,Catholic Charities,"Protesting abortion, Capital Care clinic",2,protest,0,0,0,0,1,1,http://nbc24.com/news/local/pro-life-pro-choice-rally-across-the-street-from-each-other-by-capital-care,,,
Toledo,Capital Care,OH,US,2017-12-19,,,,,,,general protestors,"Counter-protest, rallying for reproductive rights, the Capital Care clinic",1,protest,0,0,0,0,0,1,http://nbc24.com/news/local/pro-life-pro-choice-rally-across-the-street-from-each-other-by-capital-care,,,
Vista,1800 Thibodo Rd,CA,US,2017-12-19,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Vista,1800 Thibodo Rd.,CA,US,2017-12-19,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Waco,Planned Parenthood,TX,US,2017-12-19,,,,,,,Pro-Life Waco,Protesting Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.kwtx.com/content/news/Protesters-oppose-new-Planned-Parenthood-location-465313023.html,,,
Washington ,National Mall ,DC,US,2017-12-19,FB: 58,58,,58,,,HANA Center ,Protesting Trump's decision to end DACA; rallying for immigrants,1,protest ,0,0,0,0,1,1,https://www.facebook.com/events/133593930643319/,,,
Washington ,Sen. Chris Murphy's office,DC,US,2017-12-19,about two dozen,24,,24,,,Connecticut Students for a Dream,Rallying for DREAM Act,1,rally,0,0,0,0,0,1,http://www.courant.com/politics/capitol-watch/hc-pol-murphy-daca-protest-20171219-story.html,,,
Washington ,U.S. Capitol,DC,US,2017-12-19,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,0,1,https://www.thecut.com/2017/12/woman-takes-top-off-to-protest-house-tax-bill-vote.html,,,
Watertown,Rep. Stefanik's office,NY ,US,2017-12-19,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.wcax.com/content/news/North-Country-group-rallies-against-tax-reform-bill-465287213.html,,,
Bakersfield,Sen. McCarthy's office,CA,US,2017-12-20,FB: 7 ,7,,7,,,Annonymous Bakersfield,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/174737059784960/,,,
Bridgeport,Park St.,CT,US,2017-12-20,FB: 49,49,,49,,,Justice for Jayson,Rallying for justice for murdered man,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/295353074318648,,,
Clovis,Outside Rep. Nunes' office,CA,US,2017-12-20,Photo: dozens,24,,24,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.fresnobee.com/news/local/article190933664.html,,,
Denver,ACLU of Denver,CO,US,2017-12-20,FB: 20,20,,20,,,ACLU of Colorado,Rallying for DREAM Act,1,rally,0,0,0,0,0,1,https://www.facebook.com/events/417970151954875/,,,
Denver,State Capitol,CO,US,2017-12-20,Photo: dozens,24,,24,,,general protestors,Protesting the repeal of net neutrality,1,protest,0,0,0,0,1,1,http://www.westword.com/slideshow/save-the-internet-protesters-decry-net-neutrality-repeal-9813127/13,,,
Detroit,Levin Courthouse,MI ,US,2017-12-20,FB: 52,52,,52,,,"CODE Legal Aid, Inc",Protesting deportation/detainment of Iraqi nationals,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/512760222424029/,,,
Greensboro,Multicultural Arts Center,NC,US,2017-12-20,FB: 30,30,,30,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/987428751398110/,,,
Hanford,Glendale Ave.,CA,US,2017-12-20,FB: 11,11,,11,,,Indivisible Kings County,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/145330156243608/,,,
Hartford,Legislative Office Building to the Connecticut State Capitol,CT,US,2017-12-20,approximately 300,300,,300,,,general protestors,Protesting Health Care that Doesn't Support Reproductive care,1,march,0,0,0,0,1,1,http://www.realhartford.org/2017/01/19/reproductive-freedom-day-of-action/,,,
Lincoln,S. 13th St.,NE,US,2017-12-20,FB: 4,4,,4,,,Indivisible Lincoln,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/155179058449647/,,,
Los Angeles,Hall of Justice,CA,US,2017-12-20,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,
Los Angeles,Santa Monica Blvd.,CA,US,2017-12-20,FB: 143; dozens,24,,143,,," March And Rally Los Angeles, Democratic Socialists of America - Los Angeles, Resilience OC, Inland Empire - Immigrant Youth Collective, Central American Resource Center (CARECEN-LA), Dream Team Los Angeles, California Immigrant Youth Justice Alliance, Orange County Immigrant Youth United",Protest Trump’s anti-immigrant attacks,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1900752843573494/,https://docs.google.com/spreadsheets/d/1mp5ACqjE2R3A40g1ULE-02ah_mC1j4t57rCrAom7yQ0/edit#gid=0,http://abc7.com/politics/protesters-march-through-west-la-demanding-daca-protection/2804307/,
Los Angeles,W. Temple St.,CA,US,2017-12-20,FB: 33,33,,33,,,White People 4 Black Lives,Protesting police brutality,0,protest,0,0,0,0,0,1,https://www.facebook.com/events/1495006857215911/,,,
New York ,7th Ave.,NY ,US,2017-12-20,FB: 29,29,,29,,,Vamos4PR,Protesting treatment of Puerto Ricans,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/197994184110993/,,,
New York ,John Jay College of Criminal Justice,NY ,US,2017-12-20,FB: 19,19,,19,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/1008044756012521/,,,
Orlando,TG Lee Blvd,FL,US,2017-12-20,FB: 35,35,,35,,,general protestors,Protesting treatment of Puerto Ricans,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/175320896545464/,,,
Paterson,Front St.,NJ,US,2017-12-20,about 20,20,,20,,,general protestors,Rallying for charter schools,0,rally,0,0,0,0,1,1,http://www.northjersey.com/story/news/paterson-press/2017/12/21/paterson-charter-school-parents-hold-rally-over-moratorium-vote/974916001/,,,
Philadelphia,Germantown Ave.,PA,US,2017-12-20,FB: 6,6,,6,,,Refuse Fascism,Protesting Trump administration,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/160301861249914/,,,
Portland ,Newcastle Bridge,ME,US,2017-12-20,,,,,,,Indivisible Maine,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://twitter.com/LCIndivisible/status/943520042964144129,,,
Pueblo,Offices of The Pueblo Chieftain,CO,US,2017-12-20,about 20,,,,,,Indivisbible Pueblo,Opposition to Republican Tax Bill,1,protest,0,0,0,0,1,1,http://www.chieftain.com/news/pueblo/pueblo-group-protests-tax-measure/article_39f54e84-2a6e-5722-b1a5-ee73fa83eb5f.html,,,
San Antonio,Main Plaza,TX,US,2017-12-20,FB: 73,73,,73,,,General Public,"Support jailed ""Dreamers"" and better Immigration Proposal",1,Vigil,0,0,0,0,1,1,https://www.facebook.com/events/139216530130676/,,,
San Francisco ,Post Rd.,CA,US,2017-12-20,FB: 187,187,,187,,,Bay Resistance,Protesting GOP tax plan,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/140443283400804/,,,
San Francisco ,Sen. Feinstein's office,CA,US,2017-12-20,,,,,,,Californiam Youth Immigrant Justice Coalition,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.sjsunews.com/spartan_daily/news/article_6f0a9478-e695-11e7-bd1e-4fbcde5a71c6.html,,,
Sarasota ,Marina Jack's,FL,US,2017-12-20,FB: 239,239,,239,,,Solidarity Marches in Sarasota FL,Protesting corporate personhood; rallying for democracy,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/552048808464414/,,,
Savannah,W. 35th St.,GA,US,2017-12-20,,,,,,,Savannah Alliance of Pastors,Protesting gun violence,1,protest,0,0,0,0,1,1,http://savannahnow.com/news/2017-12-20/savannah-pastors-group-holds-vigil-march-victims-gun-violence,,,
St. Louis,Fifth Baptist Church,MO,US,2017-12-20,,,,,,,general protestors,Protesting police shooting of local man,0,protest,0,0,0,0,1,1,http://www.stltoday.com/news/local/metro/protest-leader-family-call-for-new-investigation-into-st-louis/article_d205e9cd-155c-5d9b-9852-ba4241bc0fb4.html,,,
Tampa,City Hall,FL,US,2017-12-20,a small group,,,,,,Sex Workers Solidarity Network,Protesting police crackdown on massage parlors that offer sexual services,0,protest,0,0,0,0,1,1,http://www.tbo.com/news/localgovernment/Protesters-Tampa-anti-massage-parlor-law-will-punish-sex-workers_163795004,,,
Van Wert ,Van Wert Board of Education meeting ,OH,US,2017-12-20,around 120 ,120,,120,,,Teachers,Protesting Board of Education ,0,protest ,0,0,0,0,1,1,http://www.timesbulletin.com/Content/Default/Homepage-Rotator/Article/Teachers-hold-sit-in-during-VW-BOE-Kaufman-to-sign-tentative-agreement/-3/1168/213167,,,
Washington ,Congressional office building,DC,US,2017-12-20,about 20,20,,20,,,general protestors,Rallying for Puerto Rico,1,rally,0,0,0,0,0,1,https://www.ncronline.org/news/justice/capitol-hill-prayer-vigil-draws-attention-puerto-ricos-diaster-relief-needs,,,
Washington ,U.S. Capitol,DC,US,2017-12-20,hundreds; more than a 1000 ,200,,1000,,,general protestors,Protesting Trump's deicision to end DACA; rallying for immigrants,1,protest,0,0,0,0,1,1,https://www.washingtontimes.com/news/2017/dec/20/dreamers-flock-capitol-protest-lack-action-amnesty/,https://splinternews.com/immigration-activists-stage-mass-d-c-protest-to-demand-1821478350,,
West Palm Beach,County Convention Center,FL,US,2017-12-20,about 100,100,,100,,,Turning Point USA,"Rallying for border security, protesting welfare",2,protest,0,0,0,0,1,1,http://www.mypalmbeachpost.com/news/local/protest-grows-tense-before-two-seriously-hurt-west-palm-traffic-accident/VVjGxld4Rbum3iFuToGlCI/,,,
West Palm Beach,County Convention Center,FL,US,2017-12-20,about 100,100,,100,,,General protestors,"Counter-protest, rallying against those ideas",1,protest,0,0,0,0,0,1,http://www.mypalmbeachpost.com/news/local/protest-grows-tense-before-two-seriously-hurt-west-palm-traffic-accident/VVjGxld4Rbum3iFuToGlCI/,,,
Wicasset,Community Center,ME,US,2017-12-20,more than 100,100,,100,,,general protestors,Protesting child abuse,0,protest,0,0,0,0,1,1,http://www.wiscassetnewspaper.com/article/more-100-gather-vigil-kendall-chick/95948,,,
Wilmington,S. 2nd St.,NC,US,2017-12-20,FB: 10,10,,10,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/154075301898129/,,,
Albuquerque,Health Care for the Homeless,NM,US,2017-12-21,about 100,,,,,,Health Care for the Homeless,March in Remembrance of Deaths of those in the homeless community,0,march,0,0,0,0,1,1,https://www.abqjournal.com/1109708/march-held-north-of-downtown-for-homeless-who-died-in-2017.html,,,
Bad River,Ashland County Law Enforcement Center,WI,US,2017-12-21,about a dozen,12,,12,,,general protestors,Protesting county sherriff,0,protest,0,0,0,0,1,1,http://www.apg-wi.com/ashland_daily_press/paywall/bad-river-demonstrators-call-for-sheriff-s-resignation/article_4f89a028-e765-11e7-92a4-d3798c7d3481.html,,,
Birmingham,Kelly Ingram Park,AL,US,2017-12-21,,,,,,,Alabama Coalition for Immigrant Justice,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://altoday.com/archives/20387-alabama-coalition-for-immigrant-justice-holds-dream-act-vigil,,,
Boston,Israeli consulate,MA,US,2017-12-21,,,,,,,Foreign affairs ministry employees,Protesting working conditions,0,protest,0,0,0,0,1,1,"https://www.ynetnews.com/articles/0,7340,L-5060247,00.html",,,
Brunswick,Pleasant St.,NJ,US,2017-12-21,,,,,,,general protestors,Rallying against homelessness,0,rally,0,0,0,0,1,1,http://www.theforecaster.net/brunswick-vigil-brings-homelessness-to-light/,,,
Columbus,,OH,US,2017-12-21,,,,,,,general protestors,Rallying against violence  ,0,rally,0,0,0,0,1,1,https://www.10tv.com/article/community-comes-together-try-and-stop-violence,,,
Denver,City and County Building,CO,US,2017-12-21,photo: dozens,24,,24,,,The Colorado Coalition for the Homesless,Rallying against homelessness,0,rally,0,0,0,0,1,1,https://www.cpr.org/news/story/denver-s-2017-homeless-vigil-memorialized-a-record-number-of-names,,,
Duluth,City Hall,MN,US,2017-12-21,,,,,,,Sierra Club,Protesting changes to emission standards,0,protest,0,0,0,0,1,1,http://www.fox21online.com/2017/12/21/rally-held-possible-changes-emission-standards/,,,
Fort Worth,,TX,US,2017-12-21,,,,,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.star-telegram.com/news/local/community/fort-worth/article191111774.html,,,
Houston,Israeli consulate,TX,US,2017-12-21,,,,,,,Foreign affairs ministry employees,Protesting working conditions,0,protest,0,0,0,0,1,1,"https://www.ynetnews.com/articles/0,7340,L-5060247,00.html",,,
Indianapolis,Hoosier Interfaith Power and Light,IN,US,2017-12-21,FB: 15,15,,15,,,general protestors,Protesting lack of climate change policy,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1962325710759819/,,,
Keene,Central Square,NH,US,2017-12-21,,,,,,,Friends of Hundred Nights,Rallying against homelessness,0,rally,0,0,0,0,1,1,http://www.sentinelsource.com/news/local/keene-vigil-honors-homeless-people-who-died-during-past-year/article_6afcb04b-7378-52ae-a272-84a567795a9d.html,,,
Lakewood,Baptist Church,KS,US,2017-12-21,,,,,,,general protestors,"Rallying against violence, hatred.",0,rally,0,0,0,0,1,1,http://fox4kc.com/2017/12/21/crosses-at-vigil-bear-names-of-nearly-200-metro-homicide-victims-including-145-in-kansas-city-in-2017/,,,
Lansing,N Capitol Ave,MI ,US,2017-12-21,FB: 64,64,,64,,,"Food & Water Watch-- Midwest, Oil & Water Don't Mix , Michigan Clean Water Action ",Protesting Senator's Actions and Enbridge Pipeline Deal,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/316982435446976/,,,
Los Angeles,Israeli consulate,CA,US,2017-12-21,,,,,,,Foreign affairs ministry employees,Protesting working conditions,0,protest,0,0,0,0,1,1,"https://www.ynetnews.com/articles/0,7340,L-5060247,00.html",,,
Mesa,,AZ,US,2017-12-21,,,,,,,Black Lives Matter  ,Protesting police shooting of local man,0,protest,0,0,0,0,1,1,http://www.12news.com/news/local/valley/mesa-rally-for-justice-held-for-daniel-shaver/501627698,,,
Middletown,Church of the holy Trinity,CT,US,2017-12-21,about 250,250,,250,,,general protestors,Rallying against homelessness,0,rally,0,0,0,0,1,1,http://www.middletownpress.com/middletown/article/Homeless-vigil-memorializes-27-who-lost-lives-12455502.php,,,
