CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Source4,Misc
Buffalo,Bidwell Parkway and Elmwood Avenue ,NY,US ,2017-04-09,about 50; about 25,25,36,50,28,45,Buffalo chapter of the International Action Center,Against US strike in Syria,1,rally,0,0,0,0,1,1,http://buffalonews.com/2017/04/09/elmwood-village-peace-rally-targets-trump-bombardment-syrian-airfield/,http://www.wgrz.com/news/local/rally-against-syrian-attack-held-in-buffalo/429958350,,,
Dallas,,TX,US ,2017-04-09,,3200,10760,20000,3520,18000,general protestors,Mega March against Trump's immigration policies,1,march; rally,0,0,0,0,1,1,https://www.dallasnews.com/news/immigration/2017/04/09/mega-march-immigration-rights-begun-downtown-dallas,http://www.nbcdfw.com/news/local/Dallas-Mega-March-Organizers-on-Lower-Turnout-Fear-Kept-Many-Home-418777674.html,,,
Harrisonburg,,VA,US ,2017-04-09,,,,,,,general protestors,rally for poultry workers,0,rally,0,0,0,0,1,1,http://www.whsv.com/content/news/Poultry-workers-rally-in-Court-Square-418776204.html,,,,
Los Angeles,,CA ,US ,2017-04-09,about 200 people,200,200,200,220,180,#EndChildPoverty,rally against cuts to federal funding geared at child poverty,1,march; rally,0,0,0,0,1,1,http://www.nbcbayarea.com/news/local/Nancy-Pelosi-Barbara-Lee-Join-Anti-Poverty-Rally-in-Los-Angeles-418773224.html,http://www.latimes.com/local/lanow/la-me-ln-child-poverty-rally-20170409-story.html,,,
Milwaukee,Federal Building,WI,US ,2017-04-09,dozens,24,24,24,26,22,Milwaukee Coalition Against Trump; some anti-war groups,Against US strikes on Syria,1,march;rally,0,0,0,0,1,1,http://fox6now.com/2017/04/09/protest-in-milwaukee-against-missile-strike-on-syria-you-dont-get-justice-by-killing-people/,https://wibailoutpeople.org/2017/04/09/milwaukee-protest-demands-u-s-hands-off-syria-and-money-for-peoples-needs-not-war/,,,
Nelson County,Nelson County ,VA,US ,2017-04-09,NA,,,,,,Blue Ridge Area Defense League; Protect Our Water,rally against proposed Atlantic Coast Pipeline,1,rally,0,0,0,0,1,1,http://www.nbc29.com/story/35106871/pipeline-protesters-hold-road-rally-to-tour-potentially-impacted-areas,http://www.newsplex.com/content/news/Protect-Our-Water-Rally-stops-in-Nelson-County-418765944.html,,,
Omaha,,NE ,US ,2017-04-09,about a dozen,12,12,12,13,11,general protestors,retired Teamsters protesting to keep pensions; support labor rights,0,rally,0,0,0,0,1,1,http://www.omaha.com/news/metro/retired-teamsters-protest-in-omaha-over-possible-pension-cuts/article_948a4ee4-ce6e-5a28-931e-f02f8759e05f.html,,,,
San Francisco,Golden Gate bridge,CA ,US ,2017-04-09,,,,,,,Code Pink,Against US strikes on Syria,1,protest; march,0,0,0,0,1,1,http://abc7news.com/politics/protest-held-in-san-francisco-over-us-airstrikes-in-syria/1853910/,,,,
San Jose,at a AT&T Mobility,CA ,US ,2017-04-09,hundreds,200,200,200,220,180,California CWA AT&T workers,against AT&T management; support worker rights,0,rally,0,0,0,0,1,1,https://www.indybay.org/newsitems/2017/04/10/18798189.php,,,,
Sioux Falls,,SD,US ,2017-04-09,a large group,300,300,300,330,270,general protesters,"protesting two speakers at Hilton Garden inn South as they were believed to be ""anti-Muslim""",0,protest,0,0,0,0,1,1,http://www.ksfy.com/content/news/Large-rally-held-against-speakers-at-Sioux-Falls-hotel-418777534.html,,,,
Waterville,Waterville City Hall,ME,US ,2017-04-09,more than 100,100,100,100,110,90,general protestors,rally against Ku Klux Klan flyers found in town,0,,0,0,0,0,1,1,http://www.pressherald.com/2017/04/09/kkk-flyers-elicit-calls-for-unity-at-rally-in-waterville/,,,,
Chapel Hill,University of North Carolina,NC,US ,2017-04-10,About two dozen students,24,24,24,26,22,general protestors,protest university's ruling about a sexual assault case involving a football player,0,protest,0,0,0,0,1,1,http://wncn.com/2017/04/10/students-protest-after-unc-finds-no-violation-in-sexual-assault-case-involving-football-player/,,,,
Clarksville,,TN,US ,2017-04-10,a dozen,12,12,12,13,11,general protestors,protest Rep. Blackburn and Trump; demand town hall,1,protest,0,0,0,0,1,1,http://www.theleafchronicle.com/picture-gallery/news/local/clarksville/2017/04/11/clarksville-progressives-protest-against-blackburn/100320434/,,,,
Corpus Christi,Tom Browne Middle School,TX,US ,2017-04-10,,50,50,50,55,45,students; general protestors,to get rid of the Accelerated Reader program; education,0,protest,0,0,0,0,1,1,http://www.caller.com/story/news/education/2017/04/11/tom-browne-students-protest-ar-reading-program/100306090/,,,,
District Heights,District Heights elementary,MD,US ,2017-04-10,,38,21,,42,0,general protestors,protest for improved air quality at Distrct Heights elementary; education; environment,0,protest,0,0,0,0,1,1,http://wjla.com/news/local/parents-protest-over-district-heights-elementary-school-air-quality-concerns,,,,
San Diego,Madison High School,CA ,US ,2017-04-10,hundreds,200,200,200,220,180,general protestors,rally against pink slips received,0,protest,0,0,0,0,1,1,http://www.10news.com/news/san-diego-unified-school-district-employees-rally-against-pink-slips-041017,,,,
Sayre,,PA,US ,2017-04-10,over 100,40,67,100,44,90,general protestors,rally against potential cuts to the Sayre Area School District; education; budget,0,sit-in; march,0,0,0,0,1,1,http://www.mytwintiers.com/news/local-news/sayre-students-protest-potential-program-cuts/690000193,http://www.morning-times.com/news/image_38294f2c-1e6c-11e7-930f-7b0ea27480e0.html,,,
Tallahassee ,State Capitol plaza ,FL ,US ,2017-04-10,one hundred,100,100,100,110,90,American Bikers Aiming Towards Education,rally for safety legislation for motorcyle riders,0,rally,0,0,0,0,1,1,http://www.flanews.com/2017/04/10/biker-rally-for-safety-legislation-at-the-state-capitol/,,,,
Winston-Salem,Salem College,SC,US ,2017-04-10,more than 100,100,100,100,110,90,general protestors,"saying the school fosters a culture of racism, sexism and elitism; demanding diversity training",0,protest,0,0,0,0,1,1,http://www.journalnow.com/news/local/salem-college-students-conduct-sit-in-protest-allege-racism-sexism/article_bfe4dbfd-7f47-574c-bcf3-2490a1bd694a.html,http://pulse.ncpolicywatch.org/2017/04/11/students-protest-racism-transgender-policies-dorm-conditions-salem-college/,,,
Bloomington,Indiana University,IN  ,US ,2017-04-11,hundreds,200,200,200,220,180,general protestors,protest Charles Murray’s visiting lecture,0,protest,0,0,0,0,1,1,http://www.heraldtimesonline.com/news/local/hundreds-gather-to-protest-speech/article_f023be7e-1f01-11e7-a638-ef7e4fc24e1a.html,,,,
Brookhaven,,GA,US ,2017-04-11,a few dozen,36,41,48,40,43,general protestors,protest Rep. Perdue and demand a town hall,1,protest,0,0,0,0,1,1,http://politics.blog.ajc.com/2017/04/11/a-perdue-didnt-invite-us-to-lunch-protest-takes-aim-at-senator/,,,,
Carson City,,NV,US ,2017-04-11,dozens,12,17,24,13,22,general protestors,public lands protection; pro-environment,0,rally,0,0,0,0,1,1,http://www.ktvn.com/story/35127762/dozens-rally-for-public-lands-protection,,,,
Chicago,O'Hare International Airport,IL  ,US ,2017-04-11,,25,25,25,28,23,general protestors,protest United Airlines' forcible removal of Dr. David Dao from an airplane,0,protest,0,0,0,0,1,1,http://chicago.cbslocal.com/2017/04/11/protesters-at-ohare-blast-united-airlines/,,,,
Fairfax,U.S. Immigration and Customs Enforcement headquarters,VA,US ,2017-04-11,several dozen,,,,,,Sanctuary DMV; Mijente,protest recent ICE arrests and deportations; immigration,1,protest,0,0,0,0,1,1,http://wtop.com/local/2017/04/immigrant-groups-protest-last-weeks-ice-operation/slide/1/,,,,
Lodi,Lodi Board of Education building,NJ,US ,2017-04-11,more than 100,100,100,100,110,90,Lodi Education Association’s action team,teachers calling on district to put in place new contract; education; support labor rights,0,protest,0,0,0,0,1,1,http://garfield.dailyvoice.com/schools/photos-lodi-teachers-rally-for-new-contract/707056/,,,,
Nashville,Tennessee Supreme Court,TN,US ,2017-04-11,,36,36,36,40,32,general protestors,rally for man believed to be wrongly convicted of murder,0,rally,0,0,0,0,1,1,http://www.knoxnews.com/story/news/crime/2017/04/11/rally-claims-grundy-man-wrongly-convicted-murder/100345252/,,,,
Pasadena,Pasadena City College,CA ,US ,2017-04-11,the turnout to this rally was small,7,7,7,8,6,Students for a Democratic Society; the LA Answers Coalition; Centro CSO; Black Lives Matter,Against US strikes on Syria,1,protest,0,0,0,0,1,1,http://www.pcccourier.com/main-story/syria.html,,,,
Portland,Lewis and Clark College,OR,US ,2017-04-11,approximately 20,20,20,20,22,18,Portland's Resistance,"protesting outside an event with the director of the Center for Immigration Studies, Jessica Vaughan",0,protest,0,0,0,0,1,1,http://www.oregonlive.com/portland/index.ssf/2017/04/jessica_vaughan_panel_lewis_cl.html,,,,
Pullman,Washington State University,WA,US ,2017-04-11,10-15,10,12,15,11,14,College Republicans,Against US strikes on Syria,1,protest,0,0,0,0,1,1,http://www.dailyevergreen.com/news/article_b27670c0-1f25-11e7-aa03-1b755fe54990.html,,,,
San Francisco,federal building to SF Unified School District HQ,CA ,US ,2017-04-11,more than 100,100,100,100,110,90,United Educators of San Francisco,demonstration against Education Secretary Betsy DeVos,1,protest; march,0,0,0,0,1,1,http://www.nbcbayarea.com/news/local/Dozens-Rally-For-Teachers-Education-in-San-Francisco-419227004.html,,,,
South Burlington,Ben & Jerry's Office,VT,US ,2017-04-11,,5,6,7,6,6,Migrant Justice,pressure the company to finish an agreement for minimum wages and labor conditions; support labor rights,0,protest,0,0,0,0,1,1,http://digital.vpr.net/post/farmworker-advocates-confront-ben-jerrys-board-members-protest-labor-conditions#stream/0,,,,
Vista,1800 Thibodo Rd,CA,US,2017-04-11,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-04-11,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,
Austin,Capitol,TX,US ,2017-04-12,hundreds of state employees,200,200,200,220,180,state employees,support pay raise; support labor rights,0,rally,0,0,0,0,1,1,http://www.texomashomepage.com/news/local-news/state-employees-rally-in-austin-for-a-raise/691132446,,,,
Austin,,TX,US ,2017-04-12,hundreds,200,200,200,220,180,Texas State Employees Union,push for pay raises and oppose the privatization of Child Protective Services and Gov. Greg Abbott’s hiring freeze,0,protest,0,0,0,0,1,1,http://www.statesman.com/news/state--regional-govt--politics/texas-state-employees-rally-for-pay-raises-against-cps-privatization/14rq5PbaFnxDkaNW3ABq4K/,,,,
Boston,Umass Boston,MA,US ,2017-04-12,several dozen,,,,,,general protestors,oppose cuts to UMASS Boston budget; education,0,protest,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2017/04/12/students-faculty-protest-umass-boston-budget-cuts/PW6kkBdjsMxcee4v22vQxJ/story.html,,,,
Daytona Beach,Embry-Riddle University,FL ,US ,2017-04-12,Several student organization officers and administrators,28,28,28,31,25,"general protestors; Walk A Mile In Her Shoes,",against domestic violence,0,march,0,0,0,0,1,1,http://theavion.com/men-march-in-heels-against-domestic-violence/,,,,
Durham,University of New Hampshire,NH,US ,2017-04-12,a couple hundred,200,200,200,220,180,general protestors,against sexual assault,0,march,0,0,0,0,1,1,http://www.unionleader.com/article/20170413/NEWS04/170419636,,,,
Fullerton,Cal State Fullerton Humanities Quad,CA ,US ,2017-04-12,small diversity rally,,,,,,general protestors; Stand Your Ground Rally,transgender rights; pro-LGBTQ,1,rally,0,0,0,0,1,1,http://www.ocregister.com/2017/04/12/transgender-activists-urge-human-rights-for-all/,,,,
Medford,Capitol Building,OR,US ,2017-04-12,hundreds,200,200,200,220,180,general protestors,rally in support of bill to prohibit eviction in month-to-month leases; support tenant rights,0,rally,0,0,0,0,1,1,http://www.kdrv.com/story/35138372/house-biill-2004-supporters-rally-on-capitol-steps,,,,
Montpelier,downtown Montpelier; State House,VT,US ,2017-04-12,"more than 1,500",1500,1500,1500,1650,1350,Vermont Youth Lobby’s Rally to Save the Planet,support addressing climate change ,1,march; rally,0,0,0,0,1,1,http://www.rutlandherald.com/articles/students-rally-at-state-house/,,,,
Morristown,outside the office of US Rep. Rodney Frelinghuysen (R-NJ11),NJ,US ,2017-04-12,,9,9,9,10,8,Sussex County Chapter of Brady Campaign to Prevent Gun Violence,"against concealed gun law; against H.R. 38, or the Concealed-Carry Reciprocity Bill",1,protest,0,0,0,0,1,1,http://www.townshipjournal.com/apps/pbcs.dll/article?AID=/20170419/NEWS01/170419926/0/photocontest/Brady-Campaign-protests-concealed-carry-proposal,,,counted from pic,
New York,Fox News headquarters,NY,US ,2017-04-12,about 50,50,50,50,55,45,"New York City’s public advocate, Letitia James",protest Bill O'Reilly and Fox News,0,protest,0,0,0,0,1,1,http://www.mediaite.com/online/protest-against-fox-news-and-bill-oreilly-being-led-by-new-yorks-public-advocate/,,,,
Norwell,First Parish Church,MA,US ,2017-04-12,more than 30,30,30,30,33,27,general protestors,peace rally in response to spray-painted swastikas; against hate,1,rally,0,0,0,0,1,1,http://www.patriotledger.com/news/20170413/more-than-30-turn-out-for-norwell-peace-rally,,,,
San Francisco,Mission Police Station,CA ,US ,2017-04-12,some 25,25,25,25,28,23,general protestors,protesting DA's decision not to prosecute two officers involved in shooting,0,protest,0,0,0,0,1,1,https://missionlocal.org/2017/04/demonstrators-protest-das-decision-to-exonerate-officers-in-fatal-police-shooting/,,,,
Selinsgrove,Susquehanna University,PA,US ,2017-04-12,about 60,60,60,60,66,54,staff and faculty,"against prejudice, harrassment, and discrimination",1,rally,0,0,0,0,1,1,http://www.dailyitem.com/news/su-students-rally-against-prejudice-bigotry/article_44044176-1f75-11e7-b889-5ff939d97b1d.html,,,,
Washington,DCA to Martin Luther King Memorial,DC,US ,2017-04-12,,46,46,46,51,41,Subcontracted airline food workers,support equal pay,0,march,0,0,0,0,1,1,http://wjla.com/news/local/airline-food-workers-march-from-reagan-national-to-mlk-memorial-in-dc-for-equal-pay,,,,
Amherst,Bank of America branch,MA,US ,2017-04-13,a group,5,5,5,6,5,general protestors,calling for BoA to divest from fossil fuels; support addressing climate change,1,demonstration,0,0,0,0,1,1,http://www.masslive.com/news/index.ssf/2017/04/amherst_area_activists_stage_a.html,http://dailycollegian.com/2017/04/14/local-residents-protest-boas-investments-in-fossil-fuel-industry/,,,
Baton Rouge,City Hall,LA,US ,2017-04-13,a group,,,,,,general protestors,protest over Mayor's removal of HIV/AIDS medical benefits,0,protest,0,0,0,0,1,1,http://www.wafb.com/story/35144277/aids-activists-protest-in-br-over-hiv-medical-provider-contract,,,,
Bloomington,Indiana University,IN  ,US ,2017-04-13,,,,,,,general protestors,IU’s annual Slut Walk against sexual assault,1,march,0,0,0,0,1,1,http://www.idsnews.com/article/2017/04/slut-walk-protests-sexual-assualt,,,,
Columbus,Ohio State,OH,US ,2017-04-13,a handful,9,9,9,10,8,Young Progressives Demanding Action,against US strikes on Syria,1,protest,0,0,0,0,1,1,http://thelantern.com/2017/04/amid-u-s-military-action-abroad-peace-rally-finds-few-attendees/,,,,
Franklin,Franklin College,IN  ,US ,2017-04-13,around 30,30,30,30,33,27,"faculty, staff, students",Take Back the Night; anti-sexual assault,1,march; rally,0,0,0,0,1,1,http://thefranklinnews.com/college-hosts-first-rally-march-for-sexual-violence/10505/,,,,
Hanover,Dartmouth College,NH,US ,2017-04-13,,10,10,10,11,9,Divest Dartmouth,protest construction of Keystone XL pipeline,1,march; rally,0,0,0,0,1,1,http://www.thedartmouth.com/article/2017/04/divest-dartmouth-holds-keystone-pipeline-protest,,,,
Lincoln,University of Nebraska,NE ,US ,2017-04-13,about 100,100,100,100,110,90,PREVENT; voices of hope,"""End Rape on Campus""",0,march,0,0,0,0,1,1,http://www.dailynebraskan.com/news/end-rape-on-campus-march-encourages-students-to-educate-themselves/article_378dce34-20b1-11e7-913a-1f1c6d320683.html,,,,
Los Angeles,,CA ,US ,2017-04-13,more than 300,300,300,300,330,270,multi-faith groups,protest against deportations and Trump's immigration policies,1,protest; march,35,0,0,0,1,1,http://abc7.com/news/pro-immigrant-activists-march-through-downtown-la/1869728/,,https://www.usnews.com/news/best-states/california/articles/2017-04-13/35-arrested-in-los-angeles-immigration-protest,,
New York City,Trump Tower lobby,NY,US ,2017-04-13,more than 50,50,50,50,55,45,Rise and resist,protest against Trump's immigration policy,1,protest,27,0,0,0,1,1,http://www.nbcnewyork.com/news/local/Trump-Tower-Protesters-Arrested-Carried-Out-No-Ban-No-Wall-No-Raid-419404044.html,,https://twitter.com/riseandresistny/status/852641005753044992,,
New York City,,NY,US ,2017-04-13,,,,,,,Jews for Racial & Economic Justice ,call attention to policing practices that they believe target immigrants and communities of color; against racism,1,protest,6,0,0,0,1,1,,,https://twitter.com/tkocreative/status/852706002378141696,,
