City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,
Lawrence,Family Development Charter School,MA,US,2018-04-03,,,,,,,general protestors,Protesting school's dress code,0,protest,0,0,0,0,1,1,https://www.commercialappeal.com/story/news/2018/04/03/activists-arrested-memphis-immigration-detention-protest/482736002/,http://www.eagletribune.com/news/merrimack_valley/students-protest-dress-code-at-charter-school/article_fcdd3738-977b-574e-a374-0ae45689775b.html,,,,
Lufkin,Angelina College,TX,US,2018-04-03,FB: 4,4,,4,,,Angelina College,Rallying against sexual assault,0,rally,0,0,0,0,1,1,http://lufkindailynews.com/news/local/article_22d49946-8fd7-57f5-b2d4-b135e1b6a769.html,https://www.facebook.com/events/2122785937953462/,,,,
Medford,City Hall,MA,US,2018-04-03,,,,,,,Medford Fire Union,Protesting unsafe working conditions,0,protest,0,0,0,0,1,1,https://www.necn.com/news/new-england/Medford-Firefighters-Protest-Working-Conditions-478708453.html,,,,,
Memphis,City Jail,TN,US,2018-04-03,over a dozen,12,,12,,,general protestors,Protesting ICE detentions,1,protest,9,0,0,0,1,1,https://www.theguardian.com/us-news/2018/apr/03/memphis-protest-highway-block-party-mlk-anniversary,https://www.commercialappeal.com/story/news/2018/04/03/activists-arrested-memphis-immigration-detention-protest/482736002/,,,,
New York,City Hall,NY,US,2018-04-03,more than 200,200,,200,,,general protestors,Protesting NY's education system,0,protest,0,0,0,0,1,1,https://nypost.com/2018/04/03/education-activists-hold-rally-to-press-new-chancellor/,,,,,
Oklahoma City,Oklahoma State Capitol,OK,US,2018-04-03,hundreds,200,,200,,,Oklahoma Education Association,"for higher pay for teachers, for more education funding",0,rally,0,0,0,0,1,1,https://www.cbsnews.com/news/oklahoma-teachers-walk-out-for-second-day/,,,,,
Pikeville,City Park,KY,US,2018-04-03,hundreds,200,,200,,,general protestors,Protesting state education funding,0,protest,0,0,0,0,1,1,http://www.wymt.com/content/news/Pike-County-Strong-unites-hundreds-during-rally-in-Pikeville-478703213.html,,,,,
Raleigh,Capital Boulevard and Old Wake Forest Road,NC,US,2018-04-03,,,,,,,Carolina Circumcision Crisis Protest; Bloodstained Men,Protesting child circumcision,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/834609463367271/,http://www.bloodstainedmen.com/upcoming-events,,,,
Sacramento,City Hall,CA,US,2018-04-03,more than 50,50,,50,,,Black Lives Matter Sacramento,Protesting police shooting of Stephon Clark,0,protest,0,0,0,0,1,1,http://www.sacbee.com/news/local/article207840084.html,,,,,
San Benito,CCC Children's Advocacy Center,TX,US,2018-04-03,,,,,,,general protestors,Protesting child abuse,0,protest,0,0,0,0,1,1,http://valleycentral.com/news/local/candlelight-vigil-held-to-remember-lives-lost-to-child-abuse,,,,,
San Diego,County Administrative office,CA,US,2018-04-03,,,,,,,general protestors,Rallying for justice in unsolved murder,0,rally,0,0,0,0,1,1,https://www.nbcsandiego.com/news/local/Ramond-McLeod-Krystal-Mitchell-San-Diego-Homicide-Reward-478662303.html,,,,,
Syracuse,City Hall,NY,US,2018-04-03,FB: 62,62,,62,,,Black Lives Matter Syracuse,Protesting police brutality,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/129903851185682/,,,,,
Tallahassee,State Capitol,FL,US,2018-04-03,nearly 200,190,,190,,,general protestors,Protesting bill that would cut prison visitation times in half,0,protest,0,0,0,0,1,1,http://www.heraldtribune.com/news/20180403/inmates-families-protest-floridas-proposed-new-prison-visitation-rules,https://www.tallahassee.com/story/news/2018/04/03/families-protest-proposed-florida-department-corrections-tighter-visitation-rules/480246002/,,,,
Topeka,Statehouse,KS,US,2018-04-03,estimated 200,200,,200,,,general protestors,Rallying to expand medicaid,1,rally,0,0,0,0,1,1,http://www2.ljworld.com/news/2018/apr/03/kansas-health-care-advocates-keep-pressure-medicai/?city_local,,,,,
Tulsa,71st St.,OK,US,2018-04-03,just about doubled from Monday,400,,400,,,general protestors,Rallying for teachers,0,rally,0,0,0,0,1,1,http://www.newson6.com/story/37872671/education-advocates-rally-in-tulsa,,,,,
