CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,
Binghampton,Binghampton University,Broome,NY,US,2019-11-16,hundreds,200,,200,,,students,"oppose Arthur Laffer, Reagan economist",1,protest,2,0,0,0,1,1,https://www.washingtontimes.com/news/2019/nov/19/arthur-laffer-speech-shut-down-by-protesters-at-bi/,,,,
Boise,State Capitol,Ada,ID,US,2019-11-16,about 50,50,,50,,,general protestors,pro DACA,1,protest,0,0,0,0,1,1,https://www.idahopress.com/news/local/there-are-folks-here-to-support-you-idahoans-show-support/article_5818a9ab-3ef7-59d7-8092-d2ae1c3f7eb3.html,https://www.kivitv.com/news/daca-advocates-hold-a-rally-at-the-idaho-state-capitol-to-support-dreamers,,,
Boston,Boston Common,Suffolk,MA,US,2019-11-16,count pic,13,,13,,,general protestors,against Bolivia coup,0,protest,,,,,1,1,https://twitter.com/tfhavel/status/1195776732546158595,,,,
Detroit,"""Spirit of Detroit"" statue",Wayne,MI,US,2019-11-16,approximately 50,50,,50,,,parents and students,protest budget cuts to charter schools,0,protest,0,0,0,0,1,1,https://www.detroitnews.com/story/news/local/detroit-city/2019/11/16/my-child-matters-detroit-parents-rally-equal-funding-charter-schools/4203412002/,,,,
Dover Plains,Cricket Valley Power Plant,Dutchess,NY,US,2019-11-16,,,,,,,general protestors,oppose power plant,0,protest,29,0,0,0,1,1,https://www.newstimes.com/local/article/Police-arrest-29-protesters-at-Cricket-Valley-14844638.php,,,,
Ellicott City,,Howard,MD,US,2019-11-16,,,,,,,students; teachers; community protestors,oppose redistricting of school zones,0,protest,0,0,0,0,1,1,https://www.wbaltv.com/article/residents-rally-against-howard-county-redistricting/29820218,,,,
Flowery Branch,outside Atlanta Falcons' facility,Hall,GA,US,2019-11-16,na,1,,1,,,general protestor,pro-US flag,0,protest,,,,,1,1,https://twitter.com/wyche89/status/1195711852338135045,,,,
Flowery Branch,outside Atlanta Falcons' facility,Hall,GA,US,2019-11-16,count pic,20,,20,,,general protestors,support Colin Kaepernick,0,protest,,,,,0,1,https://twitter.com/wyche89/status/1195711852338135045,https://twitter.com/jaybusbee/status/1195768662088663040,,,
Flowery Branch,outside Atlanta Falcons' facility,Hall,GA,US,2019-11-16,na,3,,3,,,general protestors,against Colin Kaepernick,0,protest,,,,,0,1,https://twitter.com/wyche89/status/1195711852338135045,https://twitter.com/TheUndefeated/status/1195717973996187648,https://twitter.com/jaybusbee/status/1195768662088663040,,
Long Beach,Long Beach Convention Center,Los Angeles,CA,US,2019-11-16,about a dozen,12,,12,,,Trump supporters,Trump for reelection,2,rally,2,2,0,0,1,1,https://thehill.com/blogs/blog-briefing-room/news/470854-man-hit-in-face-by-scooter-as-trump-supporters-protesters-clash,,,,
Long Beach,Long Beach Convention Center,Los Angeles,CA,US,2019-11-16,NA,2,,2,,,anti Trump protestors,anti Trump,1,counter-protest,1,0,0,0,0,1,https://thehill.com/blogs/blog-briefing-room/news/470854-man-hit-in-face-by-scooter-as-trump-supporters-protesters-clash,,,,
Los Angeles,630 W. 5th St; our final destination between two banks’ skyscrapers. 333 S. Hope St.,Los Angeles,CA,US,2019-11-16,FB: 1297,1297,,1297,,,general protestors,pro-environment; demand Big Banks stop funding rainforest destruction,0,dance protest; march; rally,,,,,1,1,https://www.facebook.com/events/518531255645582,,,,
Maxton,171 Doc Henderson Road ,Robeson,NC,US,2019-11-16,more than 40,40,,40,,,general protestors,against proposed liquified natural gas facility,1,protest,0,0,0,0,1,1,https://www.robesonian.com/news/128988/march-on-saturday-to-protest-construction-of-lng-facility,http://appvoices.org/2019/12/16/north-carolinians-speak-out-against-fracked-gas-projects/,,,
Mobile,Cody Road Seventh-Day Church,Mobile,AL,US,2019-11-16,,,,,,,church goers; community members,anti domestic violence,0,rally,0,0,0,0,1,1,https://mynbc15.com/news/local/church-holding-domestic-violence-rally-in-mobile,,,,
New York,Manhattan,New York,NY,US,2019-11-16,10 or so,,,,,,Proud Boys,against criminal charges against Proud Boys,0,protest,,,,,1,1,https://twitter.com/AndyBCampbell/status/1195773214301073408,,,,
New York,Manhattan; near Trump Tower,New York,NY,US,2019-11-16,,,,,,,general protestors,against fascism; against Proud Boys,0,protest,,,,,0,1,https://twitter.com/AndyBCampbell/status/1195760846489735168,,,,
Oakland,Alameda County Sheriff's Office,Alameda,CA,US,2019-11-16,,,,,,,family and friends of Dujuan Armstrong,justice for Dujuan; police accountability,1,rally,0,0,0,0,1,1,https://www.dailycal.org/2019/11/19/vigil-rally-held-seeking-justice-for-23-year-old-dujuan-armstrong/,,,,
Pittsboro,Chatham County courthouse,Chatham,NC,US,2019-11-16,roughly a dozen,12,,12,,,general protestors,anti Confederate statues,1,counter-protest,5,0,0,0,1,1,https://www.newsobserver.com/news/local/counties/chatham-county/article237438204.html,,,,
Pittsboro,Chatham County courthouse,Chatham,NC,US,2019-11-16,another dozen,12,,12,,,general protestors,pro Confederate statues,2,protest,7,0,0,0,0,1,https://www.newsobserver.com/news/local/counties/chatham-county/article237438204.html,,,,
San Francisco,USF's soccer stadium,San Francisco,CA,US,2019-11-16,,,,,,,USF students,pro DACA,1,protest,0,0,0,0,1,1,https://abc7news.com/politics/students-hold-daca-protest-during-usf-soccer-game/5703303/,,,,
Seattle,Kerry Park,King,WA,US,2019-11-16,,,,,,,Democractic Socialists of America,oppose Amazon funding Jor Biden,1,protest,0,0,0,0,1,1,https://mynorthwest.com/1601588/amazon-sawant-joe-biden-protest/,,,,
Taylor,T. Don Hutto Detention Center,Williamson,TX,US,2019-11-16,,,,,,,Grassroots Leadership,anti ICE,1,protest,0,0,0,0,1,1,https://www.kxan.com/top-stories/protesters-rally-against-ice-outside-taylor-detention-center/,,,,
Ann Arbor,Liberty Plaza,Washtenaw,MI,US,2019-11-17,more than 100,100,,100,,,community protestors,seek affordable housing,0,protest,0,0,0,0,1,1,https://www.michigandaily.com/section/ann-arbor/ann-arbor-residents-march-affordable-housing,https://www.mlive.com/news/ann-arbor/2019/11/activists-to-march-for-affordable-housing-in-ann-arbor.html,,,
Athens,,Clarke,GA,US,2019-11-17,,,,,,,general protestors,anti death sentence,1,protest,0,0,0,0,1,1,https://www.11alive.com/article/news/local/free-rodney-reed-rally-atlanta/85-289ae865-6d63-4bd2-ade0-badb22c87d31,,,,
Atlanta,Woodruff Park,Fulton,GA,US,2019-11-17,,,,,,,general protestors,anti death sentence,1,protest,0,0,0,0,1,1,https://www.11alive.com/article/news/local/free-rodney-reed-rally-atlanta/85-289ae865-6d63-4bd2-ade0-badb22c87d31,,,,
Buffalo,Buffalo Airport,Erie,NY,US,2019-11-17,,,,,,,general protestors,protest priest who mishandled sexual assault allegations,0,protest,0,0,0,0,1,1,https://www.wgrz.com/article/news/special-reports/diocese-in-crisis/bishop-malone-returns-to-buffalo-after-weeklong-vatican-visit/71-5aebabca-9e76-4102-8cb7-d62cc39866ab,,,,
Houston,,Harris,TX,US,2019-11-17,dozens,24,,24,,,National Organization for Women,protest treatment of immigrants at the border,1,protest,0,0,0,0,1,1,https://www.houstonchronicle.com/news/houston-texas/houston/article/Sheila-Jackson-Lee-Sylvia-Garcia-headline-14842060.php,,,,
Springfield,Blessed Sacrament Church to downtown,Hampden,MA,US,2019-11-17,dozens,24,,24,,,general protestors,anti violence; anti homicide,0,march,0,0,0,0,1,1,https://www.wwlp.com/news/local-news/hampden-county/residents-remember-victims-of-violence-at-springfield-walk-for-nonviolence/,,,,
Sugar Hill,,Gwinnett,GA,US,2019-11-17,,,,,,,general protestors,anti death sentence,1,protest,0,0,0,0,1,1,https://www.11alive.com/article/news/local/free-rodney-reed-rally-atlanta/85-289ae865-6d63-4bd2-ade0-badb22c87d31,,,,
Austin,Pease Elementary School,Travis,TX,US,2019-11-18,dozens,24,,24,,,students,against school closures,0,walk out,0,0,0,0,1,1,https://www.statesman.com/news/20191118/pease-students-walk-out-as-politicians-rally-against-school-closures,,,,
Casa Grande,Rep. Tom O'Halleran's office,Pinal,AZ,US,2019-11-18,about 20,20,,20,,,Trump supporters,anti impeachment,2,protest,0,0,0,0,1,1,https://www.pinalcentral.com/politics/trump-supporters-protest-impeachment-in-casa-grande/article_a7357057-1838-5615-a186-95237a1555b7.html,,,,
Denison ,Denison High School,Crawford,IA,US,2019-11-18,about 120,120,,120,,,students,protest teacher's use of racial slur,0,protest,0,0,0,0,1,1,https://www.desmoinesregister.com/story/news/crime-and-courts/2019/11/19/denison-high-students-protest-teacher-using-racial-slur/4240622002/,,,,
Dover,City Hall,Strafford,NH,US,2019-11-18,NA,3,,3,,,community protestors,seek protection for homeless residents,0,artistic protest,0,0,0,0,1,1,https://www.fosters.com/news/20191118/people-will-die-body-bags-protest-urges-opening-shelters,,,,
Durham,Duke University,Durham,NC,US,2019-11-18,NA,3,,3,,,Westboro Baptist Church members,anti LGBTQ rights,2,protest,0,0,0,0,1,1,https://www.dukechronicle.com/article/2019/11/duke-law-students-event-westboro-baptist-church-protest,,,,
Durham,Duke University,Durham,NC,US,2019-11-18,,,,,,,Duke law students,pro LGBTQ rights,1,counter-protest,0,0,0,0,0,1,https://www.dukechronicle.com/article/2019/11/duke-law-students-event-westboro-baptist-church-protest,,,,
Kalaeloa,local wind turbine,Honolulu,HI,US,2019-11-18,NA,18,,18,,,general protestors,anti development of wind farm,0,protest,18,0,0,0,1,1,https://www.westhawaiitoday.com/2019/11/19/hawaii-news/arrested-oahu-wind-farm-protesters-appear-in-court-as-more-are-detained/,,,,
New Haven,Yale University,New Haven,CT,US,2019-11-18,NA,1,,1,,,Yale student,anti US imperialism,1,artistic protest,0,0,0,0,1,1,https://www.courant.com/news/connecticut/hc-news-yale-veterans-day-protest-20191118-d73fc53ionapdb23tj5pxvekgm-story.html,,,,
Occidental,Westminster Woods,Sonoma,CA,US,2019-11-18,NA,4,,4,,,masked protestors,oppose Berkeley-based non-profit,0,protest,0,0,0,0,1,1,https://www.sfchronicle.com/bayarea/article/Mystery-in-Sonoma-County-after-kidnap-arrests-of-14844155.php,,,,
Sevierville,,Sevier,TN,US,2019-11-18,more than 100,100,,100,,,community protestors,protest Commissioner's homophobic comments,0,rally,0,0,0,0,1,1,https://www.knoxnews.com/story/news/crime/2019/11/18/sevier-county-commission-protest-homophobic-rant-warren-hurst/4193455002/,,,,
Berkeley,University of California,Alameda,CA,US,2019-11-19,,,,,,,Cal Bears Against ICE,against ICE,1,rally,0,0,0,0,1,1,https://www.dailycal.org/2019/11/21/cal-bears-against-ice-organizes-rally-against-actions-of-tech-giant-palantir/,,,,
Durango,City Hall,La Plata,CO,US,2019-11-19,dozens,24,,24,,,general protestors,pro ban on plastic bags,0,protest,0,0,0,0,1,1,https://durangoherald.com/articles/303116,,,,
Fort Wayne,Homestead High School,Allen,IN,US,2019-11-19,dozens,24,,24,,,teachers and staff,increase funding for public education,0,protest,0,0,0,0,1,1,https://www.journalgazette.net/news/local/schools/20191119/southwest-allen-educators-rally-in-darkness,,,,
Gainesville,University of Florida,Alachua,FL,US,2019-11-19,more than 100,100,,100,,,students,protest Israel Defense Forces,1,protest,0,0,0,0,1,1,https://www.alligator.org/news/hundreds-protest-israel-defense-forces-speaker-at-little-hall-tuesday/article_c8698c78-0b4a-11ea-92d7-e7720dcad3b9.html,,,,
Indianapolis,statehouse grounds,Marion,IN,US,2019-11-19,around 20000; ranged from 12000 to 15000,12000,,20000,,,teachers,"demand higher wages, oppose new licensing regulations",0,protest,0,0,0,0,1,1,https://www.wthr.com/article/red-ed-protest-demands-support-lawmakers,https://www.reporter.net/news/local_news/local-teachers-hopeful-after-statehouse-rally/article_96d6399c-0b07-11ea-b8d8-235657c47ba7.html,,red for ed,
Kalaeloa,wingd farm,Honolulu,HI,US,2019-11-19,hundreds,200,,200,,,local protestors,oppose new wind farm,0,protest,18,0,0,0,1,1,https://www.hawaiinewsnow.com/2019/11/18/more-arrests-made-after-another-large-crowd-wind-farm-protesters-turns-out-kalaeloa/,,,,
Montclair,Montclair State University,Essex,NJ,US,2019-11-19,,,,,,,general protestors,protest NJ power broker,0,protest,0,0,0,0,1,1,https://www.nj.com/essex/2019/11/political-boss-denies-he-wanted-protesters-thrown-out-of-senate-hearings-in-trenton.html,,,,
New Rochelle,Montefiore Hospital,Westchester,NY,US,2019-11-19,,,,,,,nurses,"seek better conditions, wages",0,protest,0,0,0,0,1,1,http://westchester.news12.com/story/41339924/nurses-rally-for-improved-wages-and-working-conditions,,,,
North Anson,Carrabec High School,Somerset,ME,US,2019-11-19,,,,,,,students,protest teacher removal,0,walk out,0,0,0,0,1,1,https://www.centralmaine.com/2019/11/18/carrabec-high-school-students-protest-teacher-suspension/,,,,
Palo Alto,Stanford,Santa Clara,CA,US,2019-11-19,,,,,,,Students for the Liberation of All People,against Stanford's involvement with Palantir; against ICE,1,protest,0,0,0,0,1,1,https://www.stanforddaily.com/2019/11/21/students-join-nationwide-day-of-action-with-protest-against-university-involvement-with-palantir/,,,,
Pittsburgh,Carnegie Mellon University,Allegheny,PA,US,2019-11-19,,,,,,,general protesters,against CMU's involvement with Palantir; against ICE,1,protest,0,0,0,0,1,1,https://www.pghcitypaper.com/pittsburgh/cmu-students-protest-universitys-involvement-with-palantir-a-company-contracted-with-ice/Content?oid=16220458,,,,
Salt Lake City,West High School,Salt Lake,UT,US,2019-11-19,hundreds,200,,200,,,students ,protest removal of principal,0,walk out,0,0,0,0,1,1,https://apnews.com/5cb62b0e04744bd89e03024ef5f56cbf,,,,
West Lafayette,West Lafayette Jr/Sr High School,Tippecanoe,IN,US,2019-11-19,,,,,,,teachers; students; community members,raise awareness to improving public education system,0,walk out,0,0,0,0,1,1,https://www.jconline.com/story/news/2019/11/19/red-ed-west-lafayette-teachers-hold-local-walk-ins-statehouse-rally-unfolds/4237197002/,,,,
Agua Dulce,,Los Angeles,CA,US,2019-11-20,dozens,24,,24,,,general protesters,against power shutoffs,0,protest,0,0,0,0,1,1,https://signalscv.com/2019/11/community-comes-together-to-protest-power-shutoffs/,,,,
Ann Arbor,UMich,Washtenaw,MI,US,2019-11-20,more than 50,50,,50,,,students,oppose cross-examination policy of sexual misconduct victims,0,protest,0,0,0,0,1,1,https://www.mlive.com/news/ann-arbor/2019/11/students-protest-university-of-michigans-sexual-misconduct-policy.html,,,,
Atlanta,,Fulton,GA,US,2019-11-20,a couple hundred,200,,200,,,general protesters ,support of democratic presidential candidates,1,protest; rally,0,0,0,0,1,1,https://www.dailycitizen.news/news/local_news/democratic-debate-rally-protest-brings-mixed-crowd/article_feb588a8-7b1c-51bb-a18c-3af0737232d3.html,,,,
Austin,Flextronics Interantional,Travis,TX,US,2019-11-20,,,,,,,general protesters ,anti Trump,1,protest,0,0,0,0,0,1,https://www.fox7austin.com/news/trump-motorcade-avoids-supporters-protesters-outside-northwest-austin-apple-facility,,,,
Austin,Flextronics Interantional,Travis,TΧ,US,2019-11-20,,,,,,,general protesters ,pro Trump,2,counter-protest,0,0,0,0,0,1,https://www.fox7austin.com/news/trump-motorcade-avoids-supporters-protesters-outside-northwest-austin-apple-facility,,,,
Austin,University of Texas,Travis,TX,US,2019-11-20,about a half-dozen; more than 30,6,,30,,,students,against professors who sexually harrassed; against sexual harrassment,0,protest,0,0,0,0,1,1,https://www.dallasnews.com/news/education/2019/11/21/ut-students-continue-calls-for-transparency-about-professors-with-sexual-misconduct-violations/,https://thedailytexan.com/2019/11/20/students-protest-university%E2%80%99s-handling-of-faculty-misconduct-during-3rd-sit-in-for,,disrupt class,
Berkeley,University of California,Alameda,CA,US,2019-11-20,"more than 1,000; 1,500-2,000",1000,,2000,,,By Any Means Necessary,"against conservative author Ann Coulter's talk at University of California - Berkeley, against President Trump, against hate, against ICE, against racist police",1,protest,5,0,0,0,1,1,https://www.dailycal.org/2019/11/21/ann-coulter-event-met-with-more-than-a-thousand-protesters/,https://apnews.com/59a3c2faf85046cbae47c0b7314a04fc,,one ticketed attendee of the event was injured in a scuffle with protesters,
Cheney,Eastern Washington University,Spokane,WA,US,2019-11-20,,,,,,,students,pro abortion; protest activist Jake Eakin,1,protest,0,0,0,0,1,1,https://www.krem.com/article/news/education/ewu/jake-eakin-ewu-protest/293-5b9bd49e-979e-4a32-b9e3-06c87db68274,,,,
Durham,Duke University,Durham,NC,US,2019-11-20,,,,,,,students,anti ICE; anti Palantir technology,1,protest,0,0,0,0,1,1,https://www.dukechronicle.com/article/2019/11/duke-university-students-palantir-ice-day-of-action,,,,
Ewing,College of New Jersey,Mercer,NJ,US,2019-11-20,,,,,,,professors; adjunct professors,seek high pay,0,protest,0,0,0,0,1,1,https://pix11.com/2019/11/20/professors-protest-on-public-university-campuses-across-new-jersey/,,,,
Galloway,Stockton University,Atlantic,NJ,US,2019-11-20,,,,,,,professors; adjunct professors,seek higher pay,0,protest,0,0,0,0,1,1,https://pix11.com/2019/11/20/professors-protest-on-public-university-campuses-across-new-jersey/,,,,
Jersey City,New Jersey City University,Hudson,NJ,US,2019-11-20,,,,,,,professors; adjunct professors,seek higher pay,0,protest,0,0,0,0,1,1,https://pix11.com/2019/11/20/professors-protest-on-public-university-campuses-across-new-jersey/,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-11-20,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Lynchburg,University of Lynchburg,Lynchburg,VA,US,2019-11-20,more than 100,100,,100,,,students,protest fiesta-themed party; anti cultural appropriation,0,walk out,0,0,0,0,1,1,https://www.newsadvance.com/news/local/university-of-lynchburg-students-protest-hurtful-fiesta-themed-party/article_7ed2a3cf-9241-579e-a84a-d7e814791f6d.html,,,,
Mahwah,Ramapo College,Bergen,NJ,US,2019-11-20,,,,,,,professors; adjunct professors,seek higher pay,0,protest,0,0,0,0,1,1,https://pix11.com/2019/11/20/professors-protest-on-public-university-campuses-across-new-jersey/,,,,
Montclair,Montclair State University,Essex,NJ,US,2019-11-20,dozens,24,,24,,,professors and adjunct professors,seek higher pay,0,protest,0,0,0,0,1,1,https://www.nj.com/essex/2019/11/fed-up-nj-college-professors-union-members-demand-better-contracts-in-statewide-protest.html,,,,
New Orleans,,Orleans,LA,US,2019-11-20,,,,,,,transgender community members,pro transgender equality,1,march,0,0,0,0,1,1,https://www.nola.com/gambit/news/the_latest/article_76dfd9f8-1ce4-57e7-b10f-5f12cb8138bd.html,,,,
Rochester,Workers United on East Avenue,Monroe,NY,US,2019-11-20,more than 100,100,,100,,,Latino community members,equal pay,0,rally,0,0,0,0,1,1,https://www.democratandchronicle.com/story/news/2019/11/20/rochester-latina-equal-pay-day-rally/4250920002/,,,,
Spokane,Eastern Washington University Spokane,Spokane,WA,US,2019-11-20,two,2,,2,,,general protesters,against abortion,2,protest,0,0,0,0,1,1,https://www.spokesman.com/stories/2019/nov/20/anti-abortion-activists-meet-opposition-at-ewu-pla/,,,,
Spokane,Eastern Washington University Spokane,Spokane,WA,US,2019-11-20,,,,,,,students,"against anti-abortion protesters, for transgender peoples' rights",1,counter-protest,0,0,0,0,1,1,https://www.spokesman.com/stories/2019/nov/20/anti-abortion-activists-meet-opposition-at-ewu-pla/,,,,
Spokane,"Planned Parenthood - Spokane Health Center, 123 E Indiana Ave",Spokane,WA,US,2019-11-20,hundreds,200,,200,,,The Church at Planned Parenthood,"against abortion, for Christian values",2,demonstration,0,0,0,0,0,1,https://www.spokesman.com/stories/2019/nov/20/anti-abortion-activists-meet-opposition-at-ewu-pla/,,,,
Spokane,"Planned Parenthood - Spokane Health Center, 123 E Indiana Ave",Spokane,WA,US,2019-11-20,,,,,,,general protesters,for reproductive rights,1,counter-protest,0,0,0,0,0,1,https://www.spokesman.com/stories/2019/nov/20/anti-abortion-activists-meet-opposition-at-ewu-pla/,,,,
Syracuse,Syracuse University,Onondaga,NY,US,2019-11-20,around 100,100,,100,,,law and medical students,against racism and hate crimes at Syracuse University,1,march,0,0,0,0,1,1,https://www.syracuse.com/syracuse-university/2019/11/syracuse-law-medical-students-march-to-sit-in-to-support-notagainsu.html,,,,
Syracuse,"The Quad, Syracuse University; 300 Comstock Ave",Onondaga,NY,US,2019-11-20,hundreds,200,,200,,,#NotAgainSU,"against racism and hate crimes at Syracuse University, for resignation of university leadership",1,protest,0,0,0,0,1,1,http://ftp.dailyorange.com/2020/11/story-movement-one-year-formation-notagainsu/,,,,
Tampa,Cooper Hall USF,Hillsborough,FL,US,2019-11-20,,,,,,,USF students,promote enrollment of black students,0,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2019/11/25/usf-students-rally-more-black-enrollment-meeting-administration,,,,
Topeka,USD 501 office,Shawnee,KS,US,2019-11-20,,,,,,,community parents,anti bullying,0,protest,0,0,0,0,1,1,https://www.wibw.com/content/news/Parents-hit-the-streets-to-protest-bullying-in-USD-501-565247952.html,,,,
Trenton,Thomas Edison State University,Mercer,NJ,US,2019-11-20,,,,,,,professors; adjunct professors,seek higher pay,0,protest,0,0,0,0,1,1,https://www.google.com/search?q=thomas+edison+state+university&oq=thomas+edison+state+uni&aqs=chrome.0.0j46j69i57j0l5.4592j0j9&sourceid=chrome&ie=UTF-8,,,,
Union,Kean University,Union,NJ,US,2019-11-20,,,,,,,professors; adjunct professors,seek higher pay,0,protest,0,0,0,0,1,1,https://pix11.com/2019/11/20/professors-protest-on-public-university-campuses-across-new-jersey/,,,,
Utica,Rep. Anthony Brindisi's office,Oneida,NY,US,2019-11-20,about a dozen,12,,12,,,general protestors,anti impeachment,2,rally,0,0,0,0,1,1,https://www.uticaod.com/news/20191120/tenney-ny-gop-chair-protest-impeachment-hearings,,,,
Wayne,William Paterson University,Passaic,NJ,US,2019-11-20,,,,,,,professors,seek higher pay,0,protest,0,0,0,0,1,1,https://pix11.com/2019/11/20/professors-protest-on-public-university-campuses-across-new-jersey/,,,,
Wooster,College of Wooster,Wayne,OH,US,2019-11-20,,,,,,,general protestors,Trans Day of Rememberance; pro-LGBTQ,0,vigil,,,,,1,1,https://twitter.com/WoosterEdu/status/1197482036199481347,,,,
Albany,University of Albany,Albany,NY,US,2019-11-21,,,,,,,general protestes,against anti-Israel message,0,protest,0,0,0,0,1,1,https://www.timesunion.com/news/article/After-anti-Israel-message-UAlbany-rallies-for-14853533.php,,,,
Atlanta,Clark Atlanta University,Fulton,GA,US,2019-11-21,,,,,,,general protestors,oppose Sen. Warren's proposed reduction in charter school funding,0,protest,,,,,1,1,https://www.nytimes.com/2019/11/21/us/politics/joseph-biden-protest.html,,,,
Berkeley,University of Berkeley,Alameda,CA,US,2019-11-21,,,,,,,Iranian American Community of Northern California,pro sanctions on Iran,1,protest,0,0,0,0,1,1,https://www.dailycal.org/2019/11/25/irans-recent-uprisings-bring-protest-to-uc-berkeley/,,,,
Binghamton,Broome County Legislature chambers,Broome,NY,US,2019-11-21,arrested,9,,9,,,Progressive Leaders of Tomorrow,against proposed bill to protect emergency repsonders as it may limit First Amendment rights,0,protest,9,0,0,0,1,1,https://www.pressconnects.com/story/news/public-safety/2019/11/22/broome-county-legislature-protesters-arrested-emergency-responder-harassment-protection-law-plot/4269709002/,,,,
Chicago,,Cook,IL,US,2019-11-21,count pic,126,,126,,,Covenant House Illinois,solidarity with homeless youth,1,vigil; sleep out,,,,,1,1,https://twitter.com/CovenantHouseIL/status/1199401828523401221,,,,
De Pere,St. Norbert College,Brown ,WI,US,2019-11-21,,,,,,,general protesters ,support a better campus and better representation,1,protest,0,0,0,0,1,1,https://www.nbc26.com/news/local-news/students-protest-at-st-norbert-as-board-of-trustees-meet,,,,
Denison,Denison High School,Crawford,IA,US,2019-11-21,,,,,,,general protesters ,against use of racial slurs by a teacher,0,walk-out; rally,0,0,0,0,1,1,https://www.nonpareilonline.com/news/local/denison-students-walk-out-rally-against-teacher-s-use-of/article_b609d42a-e412-5d73-b01e-231aed96f61e.html,,,,
Durham,University of New Hampshire,Strafford,NH,US,2019-11-21,,,,,,,general protesters ,support contract for lecturers at UNH,0,protest,,,,,1,1,https://www.unionleader.com/news/education/student-rally-sides-with-lecturers-in-labor-dispute-with-unh/article_c2c747b5-44bd-5fb1-b17b-6bf39c295e19.html,,,,
Grand Island,Downtown Center,Hall,NE,US,2019-11-21,na,42,,42,,,general protesters,against abortion,0,protest,0,0,0,0,1,1,https://www.theindependent.com/news/local/abortion-rights-supporters-opponents-gather/article_1fbdad46-0cdc-11ea-9639-7332732579be.html,,,,
Greenwood,Lander University,Greenwood,SC,US,2019-11-21,,,,,,,Movimiento Cosecha,press Biden to implement deportation ban on first day in office,0,protest,,,,,1,1,https://www.nytimes.com/2019/11/21/us/politics/joseph-biden-protest.html,,,,
New Orleans,,Orleans,LA,US,2019-11-21,turned out by the dozens,24,,24,,,general protesters,against Superintendent Henderson Lewis Jr.'s decision to pull the school's charters,0,protest,0,0,0,0,1,1,https://www.nola.com/news/education/article_cfc5aac2-0cbe-11ea-a19a-53d55c70ed20.html,,,,
New York,Trump Tower; Manhattan,New York,NY,US,2019-11-21,,,,,,,Rise and Resist,against Trump,1,protest,,,,,1,1,https://twitter.com/riseandresistny/status/1197589111734976518,,,,
Norman,University of Oklahoma,Cleveland,OK,US,2019-11-21,,,,,,,Iranian OU students,against the Iranian government,0,protest,,,,,1,1,http://www.oudaily.com/news/ou-students-to-hold-rally-to-support-iranian-protests-over/article_ac7acab4-0c7a-11ea-a3ec-3fa5469892f4.html,,,,
Washington,outside Longworth House Office Building on Capitol Hill,DC,DC,US,2019-11-21,count pic,3,,3,,,PETA,against eating Turkey on Thanksgiving,0,protest,0,0,0,0,1,1,https://www.washingtontimes.com/news/2019/nov/25/peta-activists-protest-eating-turkey-on-thanksgivi/,,,,
Columbus,Statehouse,Delaware,OH,US,2019-11-22,about three dozen,36,,36,,,general protesters,support impeachment and removal of President Donald Trump,1,demonstration,0,0,0,0,1,1,https://www.dispatch.com/news/20191122/modest-crowd-doesnrsquot-daunt-demonstrators-demanding-trump-impeachment,,,,
Knoxville,"University of Tennessee, Humanities and Social Services Building",,TN,US,2019-11-22,count pic,50,,60,,,"The Sunrise Movement, SPEAK","for the environment, against climate inaction",1,strike; rally,0,0,0,0,1,1,https://www.utdailybeacon.com/campus_news/special_issues/fight-like-hell-the-sunrise-movement-continues-to-be-a-strong-voice-for-climate-action/article_4b13c1f2-79a5-11ea-bb6c-af8dc02d2e4d.html,,,,
La Crosse,Logan High School,La Crosse,WI,US,2019-11-22,about 35,35,,35,,,general protesters,against hate and racial inequality at school,0,protest; walk-out,0,0,0,0,1,1,https://lacrossetribune.com/news/local/education/la-crosse-logan-high-school-students-walk-out-in-protest/article_7e03c160-d2d3-5b8b-9723-39fe67c29a4b.html,,,,
Los Angeles,UCLA,Los Angeles,CA,US,2019-11-22,,,,,,,Iranian-American students,oppose Iran's anti-protest internet blackouts,0,protest,0,0,0,0,1,1,https://dailybruin.com/2019/11/26/campus-protest-sheds-light-on-irans-internet-blackout-impact-on-students/,,,,
Louisville,,Jefferson,KY,US,2019-11-22,,,,,,,University of Louisville's Young Democrats; MoveOn,support impeachment of President Donald Trump,1,protest,0,0,0,0,1,1,https://www.courier-journal.com/story/news/politics/2019/11/22/protesters-call-mitch-mcconnell-support-president-trump-removal/4272035002/,,,,
