CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc,Source4,Source5
Denver,Civic Center Park,CO,USA,2017-03-18,about 75,75,75,75,83,68,general protestors,"investigate Trump's ties to Russia, anti-Trump",1,rally; march,0,0,0,0,1,1,https://www.denverite.com/75-rallied-marched-demand-investigation-trumps-connections-russia-31914/,,,,,
Lynchburg,in front of the Legacy Museum of African-American History on Monroe street to corner of Fifth Street and Federal Street,VA,USA,2017-03-18,almost 70,70,70,70,77,63,general protesters; Seven Hills Progressive Society,protect civil liberties; anti-Trump,1,march,0,0,0,0,1,1,http://www.newsadvance.com/news/local/protesters-march-in-support-of-civil-liberties/article_4c4c14fd-b527-5e07-9ed2-a2ea8949e9a6.html,,,,,
Memphis,all four corners of the intersection at Poplar and Highland,TN,USA,2017-03-18,about 200,200,200,200,220,180,general protesters,protest rules change on city-union negotiations,0,protest,0,0,0,0,1,1,http://www.commercialappeal.com/story/news/government/city/2017/03/18/city-workers-protest-impasse-ordinance/99352666/,,,,,
Mercer,Mercer County State House,PA,USA,2017-03-18,more than 170,170,170,170,187,153,union workers,against right to work legislation,1,rally,0,0,0,0,1,1,http://www.wfmj.com/story/34946917/mercer-county-workers-rally-against-right-to-work-possibility,,,,,
Morristown,na,NJ,USA,2017-03-18,approximately 400,400,400,400,440,360,wind of the spirit immigrant resource center,support immigration,1,rally,0,0,0,0,1,1,http://www.dailyrecord.com/picture-gallery/news/2017/03/18/photos-no-hate-no-fear-immigrants-are-welcome-rally-in-morristown/99358124/,,,,,
New Orleans,outside City Hall,LA,USA,2017-03-18,between 100 and 150,100,123,150,110,135,504HealthNet,pro-ACA,1,protest,0,0,0,0,1,1,http://www.bestofneworleans.com/thelatest/archives/2017/03/18/at-second-line-for-health-care-doctors-and-nurses-speak-out-for-affordable-care-act,,,,,
Pawtucket,home of RI State Representative David Coughlin at 9 Armistice Blvd,RI,USA,2017-03-18,na,35,35,35,39,32,general protesters,"protest Coughlin’s support for H5093, which would have local police officers effectively act as ICE agents; against ICE",1,protest,0,0,0,0,1,1,http://www.rifuture.org/coughlin-h5093/,,,,,
Phoenix,at the Bank of Hope Founders Cup; LPGA: golf course,AZ,USA,2017-03-18,about a dozen,12,12,12,13,11,UltraViolet,"protest LPGA ties with Trump course, anti-Trump",1,protest,0,0,0,0,1,1,http://www.golfchannel.com/news/golf-central-blog/security-ends-lpga-trump-protest-after-30-minutes/,,,,,
Reading,through the streets of downtown Reading Saturday to the steps of the Berks County Services Center,PA,USA,2017-03-18,dozens,24,103,200,26,180,general protesters,to protest a plan to deputize local law enforcement officers as federal immigration agents (ICE); program 287(g),1,protest; march,0,0,0,0,1,1,http://www.readingeagle.com/news/article/demonstrators-protest-sheriffs-plan-in-reading,,,,,
Richardson,outside the Islamic Association of North Texas on Abrams Road,TX,USA,2017-03-18,,,,,,,Bureau of Islamic-American Relations,anti-Mosque; anti-terrorism,2,protest,0,0,0,0,1,1,http://www.nbcdfw.com/news/local/Armed-Protestors--Members-of-Mosque-Unite-and-Have-Lunch-416530913.html,http://cw33.com/2017/03/18/mosque-protest-and-counter-protest-in-richardson-upstaged-by-third-group/,http://www.khou.com/news/local/texas/protests-outside-n-texas-mosque-take-unexpected-turn/423869610,,,
Richardson,outside the Islamic Association of North Texas on Abrams Road,TX,USA,2017-03-18,,,,,,,general demonstrators,support Mosque,1,rally,0,0,0,0,0,1,http://www.nbcdfw.com/news/local/Armed-Protestors--Members-of-Mosque-Unite-and-Have-Lunch-416530913.html,http://cw33.com/2017/03/18/mosque-protest-and-counter-protest-in-richardson-upstaged-by-third-group/,,,,
Richardson,outside the Islamic Association of North Texas on Abrams Road,TX,USA,2017-03-18,about 20; na,15,17,20,17,18,Dallas Workers Front,prevent a protest by the Bureau of American Islamic Relations; pro-Trump,2,protest (armed),0,0,0,0,0,1,http://cw33.com/2017/03/18/mosque-protest-and-counter-protest-in-richardson-upstaged-by-third-group/,http://www.nbcdfw.com/news/local/Armed-Protestors--Members-of-Mosque-Unite-and-Have-Lunch-416530913.html,,,,
Santa Barbara,outside Cottage Hospital,CA,USA,2017-03-18,na,11,11,11,12,10,general protesters,against VBAC ban at hospital,0,protest,0,0,0,0,1,1,http://www.independent.com/news/2017/mar/19/protest-over-cottage-hospitals-vbac-policy/,,,number in link pic,,
Seattle,23rd and Union to Madrona home,WA,USA,2017-03-18,,,,,,,general protesters,against gentrification displacement,0,rally; march,0,0,0,0,1,1,https://www.capitolhillseattle.com/2017/03/protest-against-displacement-at-23rd-and-union-targets-landowners-madrona-home-sparks-scuffle-at-uncle-ikes/,,,,,
Shepherdstown,Shepard University,WV,USA,2017-03-18,about 80,80,80,80,88,72,Sierra Club; Eastern Panhandle Young Democrats; Vigilance of Jefferson County,"WV Attorney Gen Patrick Morrisey's agenda, pro-environment",1,protest,0,0,0,0,1,1,http://www.your4state.com/news/west-virginia/protesters-picket-west-virginia-attorney-general-patrick-morriseys-speech/674926605,,,,,
Steven's Point,Community Stadium at Goerke Park,WI,USA,2017-03-18,over 100,100,100,100,110,90,Sisterhood of Portage County,for social justice; against hate crimes,1,march,0,0,0,0,1,1,http://www.greenbaypressgazette.com/story/news/2017/03/18/hmong-group-rallies-social-justice-hate-crime-charges-henry-kaminski-junction-city/99308400/,,,,,
Teaneck,Bank of America on Palisade Ave to Wells Fargo Bank on Cedar Land to Chase Bank on Cedar Lane,NJ,USA,2017-03-18,Between 30 and 40,30,35,40,33,36,general protestors,anti-Dakota Access Pipeline,1,protest; march,0,0,0,0,1,1,http://www.northjersey.com/story/news/2017/03/18/pipeline-protesters-march-their-wallets-teaneck/99351946/,,,,,
West Palm Beach,Worth Ave,FL,USA,2017-03-18,about a dozen,12,12,12,13,11,Bloodstained Men,against circumcision,0,protest,0,0,0,0,1,1,http://www.myrtlebeachonline.com/opinion/op-ed/article138879143.html,,,,,
Williamsburg,College Landing Park,VA,USA,2017-03-18,close to 150,150,150,150,165,135,delegate Mike Mullin,"clean Chesapeake Bay, pro-environment",1,rally,0,0,0,0,1,1,http://www.vagazette.com/news/va-vg-del-mullin-holds-rally-over-proposed-cuts-to-chesapeake-bay-cleanup-20170318-story.html,,,,,
Aspen,Main Street in front of Paepcke Park,CO,USA,2017-03-19,dozens,24,24,24,26,22,Indivisible Aspen; Indivisible Roaring Fork,anti-Trump,1,protest,0,0,0,0,1,1,http://www.aspentimes.com/news/trump-protesters-rally-in-aspen/,,,,,
Greenville,outside Bon Secours Wellness Arena,SC,USA,2017-03-19,about a dozen,12,12,12,13,11,general protesters,pro-Confederate flag,2,protest,0,0,0,0,1,1,http://www.espn.com/mens-college-basketball/story/_/id/18951551/protesters-fly-confederate-flag-ncaa-tournament-arena-south-carolina,,,,,
Los Angeles,Roxbury Park in Beverly Hills to the AIPAC main office in Carthay Circle,CA,USA,2017-03-19,over 200,200,200,200,220,180,IfNotNow,against AIPAC,0,protest; march,0,0,0,0,1,1,http://laist.com/2017/03/19/aipac_protest.php,,,,,
New York,Brooklyn; in front of Barclays Center,NY,USA,2017-03-19,dozens,24,24,24,26,22,general protesters,protest MTA fair hikes; transport,0,protest,0,0,0,0,1,1,http://patch.com/new-york/brooklyn/mta-fare-hikes-what-expect-when-buying-subway-tickets-week,,,,,
Vancouver,Street corners,WA,USA,2017-03-19,"Nine different independent groups gathered, some with 20 or 30 people.",180,221,270,198,243,general protestors,against new healthcare plan,1,protest,0,0,0,0,1,1,http://www.columbian.com/news/2017/mar/19/groups-in-clark-county-rally-for-affordable-health-care/,,,,,
Wilmington,Parking lot outside of a JCC.,DE,USA,2017-03-19,about 200,200,200,200,220,180,United Way of Delaware,"In support of a JCC, against anti-Semitism",1,rally,0,0,0,0,1,1,http://www.delawareonline.com/story/news/local/2017/03/19/hundreds-unite-support-siegel-jewish-community-center/99384924/,,,,,
Carson City,Legislative Building,NV,USA,2017-03-20,several dozen,24,24,24,26,22,Educate Nevada Now; Nevada State Education Association; ACLU of Nevada; Battle Born Progress,oppose education bill,0,rally,0,0,0,0,1,1,http://www.reviewjournal.com/news/politics-and-government/nevada/nevada-esa-bill-would-move-program-department-education-offer,,,,,
Hartford,Capitol in Hartford,CT,USA,2017-03-20,NA,,,,,,Parents,Call For More Funding For Charter school,0,protest,0,0,0,0,1,1,http://www.courant.com/politics/hc-charter-magnet-equal-funding-rally-linares-20170320-story.html,,,,,
Louisville,Freedom Hall,KY,USA,2017-03-20,"around 18,000",18000,,18000,,,general protesters,"for President Trump, against Obamacare",2,rally,0,0,0,0,1,1,https://wfpl.org/trump-louisville-crowd-aca-replacement-must-happen-tax-reform/,,,feat. President Trump,,
Louisville,Freedom Hall,KY,USA,2017-03-20,hundreds,200,560,1000,220,900,Protesters,against health care repeal,1,counter-protest,0,0,0,0,0,1,http://www.wlky.com/article/protesters-gather-before-presidents-louisville-rally/9157713,,,,,
Memphis,Suburban Memphis,TN,USA,2017-03-20,Several dozen,24,24,24,26,22,Protesters,oppose the GOP-led plan to repeal and replace the Affordable Care Act,1,protest,0,0,0,0,1,1,https://www.usnews.com/news/best-states/tennessee/articles/2017-03-20/protesters-rally-against-gops-health-care-plan-in-memphis,,,,,
Palms,Palms Elementary School,CA,USA,2017-03-20,NA,,,,,,Teachers;Students,Protest sharing crowded campus with charter school,0,protest,0,0,0,0,1,1,http://abc7.com/education/palms-students-teachers-protest-sharing-campus-with-charter-school/1811614/,,,,,
Pittsburgh,Allegheny County Jail,PA,USA,2017-03-20,NA,25,25,25,28,23,the Allegheny County Health Justice Project,protest insufficient medical care for prison inmates,0,protest,11,0,1,1,1,1,http://www.cbsnews.com/news/pittsburgh-police-charge-11-after-protest-outside-jail/,,,,,
Raleigh,federal building,NC,USA,2017-03-20,,,,,,,NC Policy Watch; AFL-CIO of North Carolina; Equality North Carolina; NARAL Pro-Choice North Carolina,against Gorsuch Supreme Court nomination,1,rally,0,0,0,0,1,1,http://pulse.ncpolicywatch.org/2017/03/20/groups-protest-gorsuch-confirmation-begins/#sthash.ZMBNTXyi.dpbs,,,,,
Saratago,West Valley College Administration Building,CA,USA,2017-03-20,hundreds,200,200,200,220,180,Faculty Union;Supporters,Protest health care premiums and lack of health insurance,1,Rally,0,0,0,0,1,1,http://www.mercurynews.com/2017/03/21/west-valley-mission-college-teachers-protest-contract-delays/,,,,,
Sheboygan,City Hall,WI,USA,2017-03-20,,500,500,500,550,450,Voces de la Frontera,oppose immigration ordinance,1,rally,0,0,0,0,1,1,http://www.sheboyganpress.com/story/news/2017/03/21/sheboygan-clerk-immigration-rally-unprecedented/99453574/,,,,,
Suffolk,Nansemond River High School,VA,USA,2017-03-20,NA,6,12,20,7,18,NRHS students,support higher pay for teachers,0,demonstration,0,0,0,0,1,1,http://www.suffolknewsherald.com/2017/03/20/students-protest-for-teacher-raises/,,,,,
Woodburn,Transit Center,OR,USA,2017-03-20,,70,70,70,77,63,Voz Hispana Cambio Comunitario and Milenio,oppose Trump immigration policies,1,protest,0,0,0,0,1,1,http://www.pamplinmedia.com/wbi/152-news/350567-230059-about-70-speak-out-against-president-trump-immigration-agents-at-ice-out-of-woodburn-rally,,,,,
Athens,UGA Arch,GA,USA,2017-03-21,hundreds,200,200,200,220,180,UGA Students,Protest for Gun-free campuses,1,Rally,0,0,0,0,1,1,http://flagpole.com/news/in-the-loop/video-campus-carry-protest-in-athens,,,,,
Charleston,Capitol,WV,USA,2017-03-21,hundreds,200,200,200,220,180,Oil and gas workers and advocates,Asked legislators to enact bills encouraging job creation and economic development,0,Rally,,,,,1,1,,,,,,
Chicago,Downtown,IL,USA,2017-03-21,hundreds,200,200,200,220,180,Activists,Protest Trump’s Budget proposal,1,March,8,0,0,0,1,1,http://inthesetimes.com/article/19994/8-people-arrested-as-activists-march-in-chicago-to-protest-trumps-budget/,,,,,
Chicago,office of US Rep. Brad Schneider in Lincolnshire,IL,USA,2017-03-21,NA,,,,,,Protesters and Activists,Protest Trump's budget proposal to cut the EPA budget,1,Rally,0,0,0,0,1,1,http://www.dailyherald.com/article/20170321/news/170329731/,,,,,
Columbia,ARTlandish gallery,MO,USA,2017-03-21,,46,46,46,51,41,general protesters,support arts funding,1,rally,0,0,0,0,1,1,http://www.columbiamissourian.com/news/local/advocates-rally-to-support-the-arts-during-an-anxious-period/article_764b9e22-0e9a-11e7-a87c-53afc8952a45.html,,,,,
Dalton,Holiday Brook Farm,MA,USA,2017-03-21,hundreds,200,200,200,220,180,Environmental activists,Oppose building natural gas pipelines,1,Protest,0,0,0,0,1,1,http://wwlp.com/2017/03/21/activists-gather-in-dalton-to-protest-natural-gas-pipelines/,,,,,
Detroit,Downtown Detroit,MI,USA,2017-03-21,hundreds,200,200,200,220,180,Protesters from Cleveland and local groups,oppose a deal for public financing of an upgrade to the arena,0,Protest,0,0,0,0,1,1,http://www.freep.com/story/news/local/michigan/detroit/2017/03/21/dan-gilbert-quicken-loans-arena/99452464/,,,,,
Durango,Fort Lewis College,CO,USA,2017-03-21,,50,50,50,55,45,students,"support arrested student, Native American students, and the lesbian, gay, bisexual and transgender community",1,rally,0,0,0,0,1,1,https://durangoherald.com/articles/144658-fort-lewis-college-students-rally-after-fracas-with-x2018-campus-preacher-x2019?wallit_nosession=1,,,,,
Forest City,City Hall,AR,USA,2017-03-21,NA,,,,,,Protesters,Protest misuse of police power,0,Protest,1,0,0,0,1,1,http://www.fox13memphis.com/top-stories/community-members-protest-after-off-duty-officer-draws-gun-on-suspect-in-walmart/504788494,,,,,
Greensboro,Greensboro Coliseum Complex,NC,USA,2017-03-21,NA,,,,,,Speak out for Circus Animals group,Protest for animal rights,0,Protest,0,0,0,0,1,1,http://www.greensboro.com/news/local_news/greensboro-protesters-nothing-against-the-circus-just-don-t-use/article_9441dba8-788e-5208-8232-cbad4383db95.html,,,,,
Jeffersonville,Office of Rep. Trey Hollingsworth,IN,USA,2017-03-21,a dozen or so protesters,12,12,12,13,11,general protesters,oppose AHCA; against GOP health care plan,1,protest,0,0,0,0,1,1,http://www.newsandtribune.com/news/jeffersonville-protesters-keep-obamacare/article_955456a0-0e7d-11e7-99ab-abf5920812fd.html,,,,,
Lock Haven,Lock Haven University,PA,USA,2017-03-21,hundreds,200,200,200,220,180,Students,Oppose school budget cuts,0,Protest,0,0,0,0,1,1,http://wnep.com/2017/03/21/lock-haven-university-students-protest-budget-cuts/,,,,,
Madison,Capitol,WI,USA,2017-03-21,,14,14,14,15,13,disability advocates,oppose AHCA; against GOP health care plan,1,rally,0,0,0,0,1,1,http://www.channel3000.com/news/politics/disability-advocates-rally-against-proposed-medicaid-changes/407318282,,,count from photo,,
Montpelier,Vermont State House,VT,USA,2017-03-21,hundreds,200,200,200,220,180,Protesters and Activists,Protest Arrests of Migrant Farmworkers,1,Rally,0,0,0,0,1,1,https://vtdigger.org/2017/03/21/vermonts-delegation-weighs-arrests-undocumented-immigrants/,,,,,
Prescott,Office of Rep. Paul Gosar,AZ,USA,2017-03-21,,27,27,27,30,24,"PrescottResist!, Indivisible Arizona",oppose AHCA; against GOP health care plan,1,rally,0,0,0,0,1,1,https://www.dcourier.com/news/2017/mar/23/prescottresist-hosts-extended-rally-oppose-gop-hea/,,,,,
Rockville,Rockville High School,MD,USA,2017-03-21,hundreds,200,200,200,220,180,Protesters,demand student safety at school,0,Protest,0,0,0,0,1,1,https://www.washingtonpost.com/local/education/hundreds-converge-on-rockville-high-for-meeting-about-rape-case/2017/03/22/c61e0376-0ef0-11e7-9b0d-d27c98455440_story.html?utm_term=.0a93878fdbf5,,,,,
Salt Lake City,Wallace F. Bennett Federal Building,UT,USA,2017-03-21,NA,,,,,,The Disabled Rights Action Committee,protest for long-term access to health care,1,Protest,0,0,0,0,1,1,http://www.good4utah.com/news/local-news/utahns-with-disabilities-protest-for-long-term-access-to-health-care/677520061,,,,,
Vista,1800 Thibodo Rd,CA,US,2017-03-21,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-03-21,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
Vista,Vista office of Rep,CA,USA,2017-03-21,hundreds,200,200,200,220,180,Local Democratic Party groups,Protest health care repeal,1,demonstration,0,0,0,0,1,1,http://fox5sandiego.com/2017/03/21/demonstrators-protest-trump-care-with-die-in/,,,,,
Wausau,Office of Rep. Sean Duffy,WI,USA,2017-03-21,,50,50,50,55,45,Citizen Action of Wisconsin,oppose AHCA; against GOP health care plan,1,rally,0,0,0,0,1,1,http://www.wisconsinrapidstribune.com/story/news/2017/03/21/50-rally-duffys-office-against-gop-health-care-bill/99454262/,,,,,
Austin,University of Texas East Mall,TX,USA,2017-03-22,Several dozen,24,24,24,26,22,The Palestine Solidarity Committee,Oppose Zionism; pro-Palestine,0,Protest,0,0,0,0,1,1,http://www.dailytexanonline.com/2017/03/23/israel-block-party-generates-protest,,,,,
Berkeley,Berkeley Public Library,CA,USA,2017-03-22,Several dozen,24,24,24,26,22,The Berkeley Librarian Whistleblowers,"Protest Board of Library Trustees, alleging ‘deep weeding,’ harassment",0,Rally,0,0,0,0,1,1,http://www.dailycal.org/2017/03/23/whistleblowers-protest-board-library-trustees-alleging-deep-weeding-harassment/,,,,,
Boston,Bruce C. Bolling Municipal Building,MA,USA,2017-03-22,NA,,,,,,Members of the Boston Teachers Union,oppose budget cuts; opposeTrump's education policy,1,Rally,0,0,0,0,1,1,http://dailyfreepress.com/2017/03/23/boston-teachers-rally-improve-contracts-protest-budget-cuts/,,,,,
Bowling Green,Bowling Green State University,OH,USA,2017-03-22,NA,,,,,,BGSU Students,Protest racism and against White Supremacy Groups,1,Protest,0,0,0,0,1,1,http://www.13abc.com/content/news/Fliers-promoting-white-supremacy-spark-protest-at-BGSU-416888763.html,,,,,
Cleburne,Cleburne High School,TX,USA,2017-03-22,NA,,,,,,Students,Protest over the departure of several staff members at school,0,Protest,1,0,0,0,1,1,http://dfw.cbslocal.com/2017/03/22/chaos-amid-protest-at-cleburne-high-school/,,,,,
Detroit,The Capitol in Lansing,MI,USA,2017-03-22,Several dozen,24,24,24,26,22,Food&Water Watch; Other water activist groups,protest for clean water,1,March,0,0,0,0,1,1,http://statenews.com/article/2017/03/water-warriors-gather-at-capitol-to-protest-for-clean-water,,,,,
Dubuque,,IA,USA,2017-03-22,,50,50,50,55,45,general protesters,oppose AHCA; against GOP health care plan,1,rally,0,0,0,0,1,1,https://twitter.com/TelegraphHerald/status/844709537059934208/photo/1,,,,,
Joplin,US Rep. Billy Long's office,MO,USA,2017-03-22,NA,,,,,,Protesters,Protest health care repeal,1,Protest,0,0,0,0,1,1,http://www.joplinglobe.com/news/local_news/updated-joplin-joins-rush-hour-rally-to-protest-health-care/article_c759afd3-3a58-563a-92d8-adc1468a856c.html,,,,,
Kalamazoo,the local congressional office of Fred Upton,MI,USA,2017-03-22,hundreds,200,200,200,220,180,Protesters,Protest health care repeal,1,Rally,0,0,0,0,1,1,http://wincountry.com/news/articles/2017/mar/23/protesters-rally-for-the-aca/,,,,,
Lansing,The State Capitol,MI,USA,2017-03-22,hundreds,200,200,200,220,180,Nurses,Urge the legislature to introduce a Safe Patient Care Act; medical,0,March,0,0,0,0,1,1,http://michiganradio.org/post/nurses-rally-capitol-safe-patient-care-act,,,,,
Long Beach,CSU Chancellor’s Office,CA,USA,2017-03-22,Several dozen,24,24,24,26,22,CAL State students,Protest university tuition hike,0,Protest,0,0,0,0,1,1,http://losangeles.cbslocal.com/2017/03/22/csu-trustees-to-vote-on-5-percent-tuition-hike-as-students-protest/,,,,,
Los Angeles,Downtown,CA,USA,2017-03-22,hundreds,200,200,200,220,180,Protesters,Protest for immigrant rights,1,Rally,0,0,0,0,1,1,http://www.dailynews.com/social-affairs/20170322/protest-builds-in-dtla-over-sheriffs-stance-on-sanctuary-cities,,,,,
Los Angeles,Metropolitan High School,CA,USA,2017-03-22,NA,,,,,,Mothers,Protest LA Unified School District's breast-feeding policy,0,Protest,0,0,0,0,1,1,http://abc7.com/education/mothers-protest-lausds-breast-feeding-policy/1814116/,,,,,
New York,New York City Hall,NY,USA,2017-03-22,Several dozen,24,24,24,26,22,Children's advocate groups,Oppose charging juveniles as adults,0,Protest,0,0,0,0,1,1,http://www.newsday.com/news/new-york/city-rally-backs-push-to-stop-charging-juveniles-as-adults-1.13303846,,,,,
New York,Santander Bank,NY,USA,2017-03-22,NA,,,,,,Puerto Ricans,Oppose measures that hurts Puerto Rico's economy,0,Protest,0,0,0,0,1,1,https://www.democracynow.org/2017/3/23/headlines/puerto_ricans_stage_protests_in_7_us_cities_against_austerity_cuts,,,,,
Ossining,NY State Senator David Carlucci's office,NY,USA,2017-03-22,NA,,,,,,Parents; Activists,protest Carlucci over state aid for schools,0,Protest,0,0,0,0,1,1,http://www.lohud.com/story/news/education/2017/03/22/parents-rally-carlucci-state-aid-schools/99462806/,,,,,
Portland,House of Mayor Wheeler,OR,USA,2017-03-22,,2,15,30,2,27,Protesters,"police behavor, homelessness",1,protest,0,0,0,0,1,1,http://www.portlandmercury.com/blogtown/2017/03/24/18909080/ted-wheelers-home-has-once-again-become-a-target-for-protesters,,,,,
Salt Lake City,Utah Capitol,CA,USA,2017-03-22,hundreds,200,200,200,220,180,Protesters,Protest homeless site locations,0,Protest,0,0,0,0,1,1,https://www.ksl.com/?sid=43592778&nid=148,,,,,
St Joseph,The St. Joseph Law Enforcement Center,MO,USA,2017-03-22,Several dozen,24,24,24,26,22,Protesters,Protest Police Shooting,0,Rally,0,0,0,0,1,1,http://www.stjoechannel.com/news/local-news/protesters-rally-outside-law-enforcement-center/678872285,http://kqtv.web.franklyinc.com/story/34987377/protesters-rally-outside-law-enforcement-center,,,,
Tallahassee,Capitol,FL,USA,2017-03-22,,100,100,100,110,90,general protest,oppose fracking,1,rally,0,0,0,0,1,1,http://www.tallahassee.com/story/news/local/florida/2017/03/22/florida-fracking-ban-supporters-rally-bill-faces-trouble/99486110/,,,,,
Virginia Beach,Virginia Beach Town Center,VA,USA,2017-03-22,NA,,,,,,Protesters,Protest health care repeal,1,Protest,0,0,0,0,1,1,http://wtkr.com/2017/03/22/die-in-staged-in-protest-of-aca-replacement-vote/,,,,,
Washington,Capitol Hill,DC,USA,2017-03-22,Several dozen,24,24,24,26,22,The AARP Union,Protest health care repeal,1,Rally,0,0,0,0,1,1,http://libn.com/2017/03/22/aarp-union-protest-gop-healthcare-bill/,,,,,
Washington,Capitol Rotunda,DC,USA,2017-03-22,hundreds,200,200,200,220,180,ADAPT,Protest health care repeal and cuts to Medicaid,1,Civil disobedience; protest,54,0,0,0,1,1,http://www.wbay.com/content/news/54-in-wheelchairs-arrested-at-US-Capitol-for-blocking-walkways-416880853.html,https://www.facebook.com/amber.smock.3/media_set?set=a.10211573602590872.1089442596&type=3,http://abcnews.go.com/Health/wireStory/latest-biden-defends-health-law-capitol-rally-46300287,,,
West Palm Beach,Flagler Drive,FL,USA,2017-03-22,NA,15,15,15,17,14,Protesters,Protest health care repeal,1,Protest,0,0,0,0,1,1,http://www.wptv.com/news/region-c-palm-beach-county/west-palm-beach/protests-on-the-eve-of-vote-to-repeal-aca,,,,,
Bangor,Congressman Bruce Poliquin's Office in Bangor,ME,USA,2017-03-23,Several dozen,24,24,24,26,22,Protesters,Protest health care repeal,1,Protest,0,0,0,0,1,1,http://www.wcsh6.com/news/local/affordable-health-care-protest-in-bangor/424977634,,,,,
Beaver,The Beaver County Courthouse,PA,USA,2017-03-23,Several dozen,24,24,24,26,22,Beaver County democrats and union leaders,Oppose right-to-work proposal,1,Rally,0,0,0,0,1,1,http://www.timesonline.com/timestoday/beaver-county-democrats-labor-leaders-rally-to-oppose-right-to/article_71b9d954-0fef-11e7-ab3c-f7f81112805b.html,,,,,
Brookfield,Brookfield Center,OH,USA,2017-03-23,Several dozen,24,24,24,26,22,The Youngstown-based Frackfree America National Coalition,protest two proposed injection wells in the township,0,Rally,0,0,0,0,1,1,http://www.tribtoday.com/news/local-news/2017/03/dozens-protest-two-proposed-injection-wells-in-brookfield/,,,,,
Buffalo,Congressman Chris Collins' Medical Device Company in Buffalo,NY,USA,2017-03-23,Several dozen,24,24,24,26,22,Protesters,Protest Congressman Chris Collins support for GOP health care bill,1,Protest,0,0,0,0,1,1,http://wivb.com/2017/03/23/dozens-protest-congressman-chris-collins-support-for-gop-health-care-bill/,,,,,
Chicago,Downtown Chicago,IL,USA,2017-03-23,hundreds,300,300,300,330,270,Protesters,Protest health care repeal,1,March,0,0,0,0,1,1,http://www.chicagotribune.com/news/local/breaking/ct-health-care-rally-met-20170323-story.html,,,,,
Clovis,Office of Rep. Devin Nunes,CA,USA,2017-03-23,More than three dozen,36,36,36,40,32,Courage Campaign,oppose AHCA; against GOP health care plan,1,protest,0,0,0,0,1,1,http://www.fresnobee.com/news/local/article140483368.html,,,,,
Columbia,Office of Rep. Vicky Hartzler,MO,USA,2017-03-23,,11,11,11,12,10,Missouri Healthcare for All,oppose AHCA; against GOP health care plan,1,protest,0,0,0,0,1,1,http://www.columbiatribune.com/news/politics/hartzler-staff-holds-discussion-with-protesters-as-health-care-vote/article_c61f2f68-0ff3-11e7-8088-d7644d3a44a5.html,,,,,
Dayton,Mandalay Banquet Center,OH,USA,2017-03-23,,60,60,60,66,54,Dayton Indivisible for All,oppose Obamacare repeal,1,protest,0,0,0,0,1,1,http://wyso.org/post/protest-heats-lawmakers-prepare-vote-health-care-overhaul,,,,,
Daytona Beach,Clyde Morris Boulevard,FL,USA,2017-03-23,Several dozen,24,24,24,26,22,Protesters,Protest health care repeal,1,Protest,0,0,0,0,1,1,http://www.news-journalonline.com/news/20170323/in-daytona-locals-rally-in-support-of-obamacare,,,,,
Decatur,Office of Rep. Rodney Davis,IL,USA,2017-03-23,,7,7,7,8,6,Macon County Progressives,oppose AHCA; against GOP health care plan,1,protest,0,0,0,0,1,1,http://herald-review.com/news/local/davis-appears-via-facetime-to-address-aca-repeal/article_47f95b7f-ee0e-5ff3-9ecd-c7ebc9b6a566.html,,,count from photo,,
Denver,Office of Sen. Cory Gardner,CO,USA,2017-03-23,,12,12,12,13,11,general protesters,oppose AHCA; against GOP health care plan,1,protest,0,0,0,0,1,1,http://denver.cbslocal.com/2017/03/23/protests-to-health-care-changes-target-colorado-congressional-members/,,,count from photo,,
Detroit,Downtown Detroit,MI,USA,2017-03-23,A few dozen,24,24,24,26,22,Protesters,Protest health care repeal,1,March,0,0,0,0,1,1,http://www.freep.com/story/news/local/michigan/detroit/2017/03/23/detroit-protesters-funeral-obamacare/99539352/,http://www.mlive.com/news/detroit/index.ssf/2017/03/protest_in_detroit.html,,,,
Glens Falls,U.S. Rep. Elise Stefanik's office,NY,USA,2017-03-23,Several dozen,24,24,24,26,22,Protesters,Protest health care repeal,1,Demonstration,0,0,0,0,1,1,http://www.timesunion.com/local/article/Anti-Trumpcare-protesters-stage-Glens-Falls-11024010.php,,,,,
Grand Rapids,Grandville Ave,MI,USA,2017-03-23,,,,,,,Committee to Honor César E. Chávez,"support immigrants, farm workers",1,march,0,0,0,0,1,1,http://www.rapidgrowthmedia.com/features/032317-Cesar-Chavez-social-justice-march.aspx,,,,,
