CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,,
St. Paul,,Ramsey,MN,US,2019-02-06,,,,,,,general protestors,International; Venezuela; Against US intervention,1,protest,,,,,1,1,http://www.fightbacknews.org/2019/2/6/twin-cities-protesters-say-us-hands-venezuela,,,,,,,
St. Petersburg,City Hall,Pinellas,FL,US,2019-02-06,,,,,,,general protestors,Against development,0,rally,0,0,0,0,1,1,https://www.abcactionnews.com/news/region-pinellas/residents-hold-stop-the-squeeze-rally-to-protest-development-in-st-petersburg,,,,,,,
Tallahassee,Capitol,Leon,FL,US,2019-02-06,500 Participants,500,,500,,,Moms demand Action,Guns; For greater gun control,1,protest,0,0,0,0,1,1,https://www.tallahassee.com/story/news/2019/02/06/moms-demand-action-guns-schools-and-background-checks/2787400002/,,,,,,,
New York,Metropolitan Detention Center,Kings,NY,US,2019-02-07,,,,,,,No New Jails NY,Protesting conditions in detention center,1,protest,0,0,0,0,1,1,https://sites.google.com/view/abolishmdcstatement/home,,,,,,,
Coventry,Rhodes Pharmaceuticals,Kent,RI,US,2019-02-07,NA,2,,2,,,general protestors,Healthcare; Against opioid epidemic,0,protest,0,0,0,0,1,1,https://www.providencejournal.com/news/20190207/artful-protest-sculptor-delivers-800-pound-spoon-to-ri-opioid-maker,,,,,,,
Durham,Durham Station,Durham,NC,US,2019-02-07,,,,,,,general protestors,For public transportation,0,rally,0,0,0,0,1,1,https://www.dukechronicle.com/article/2019/02/durham-residents-and-advocates-rally-urging-duke-to-commit-support-to-light-rail-project,,,,,,,
Las Vegas,Outside of the police station,Clark,NV,US,2019-02-07,count pic,12,,12,,,Arriba Workers Center and Make the Road Nevada,Immigration; Against ICE; Police,1,protest,0,0,0,0,1,1,https://lasvegassun.com/news/2019/feb/07/activists-commissioner-protest-police-agreement-wi/,,,,,,,
North Bergen,a mile from where the North Bergen Liberty Generating plant would be built,Hudson,NJ,US,2019-02-07,about a dozen,10,,12,,,general protestors,Against fossil fuels; Environment,1,protest,0,0,0,0,1,1,https://www.northjersey.com/story/news/environment/2019/02/08/phil-murphy-says-review-meadowlands-power-plant-still-early-stages-north-bergen-mayor-sacco/2804702002/,,,,,,,
Orangeburg,campus of SC State to the now-closed bowling alley,Orangeburg,SC,US,2019-02-07,over 100,100,,100,,,general protestors,Civil Rights; For racial justice,0,march,0,0,0,0,1,1,https://thetandd.com/the_spot/s-c-state-students-hold-memorial-march/collection_e524b2bc-143b-5f55-bd89-e1a84ee9030f.html,,,,,,,
Pueblo,,Pueblo,CO,US,2019-02-07,,,,,,,general protestors,Education; Against closure/relocation,0,protest,0,0,0,0,1,1,https://www.chieftain.com/news/20190211/puebloans-rally-to-save-their-schools,,,,,,,
Richmond,state Capitol,Richmond,VA,US,2019-02-07,several hundred,200,,200,,,commonwealth for life,Against abortion rights,2,protest,0,0,0,0,1,1,https://www.wdbj7.com/content/news/Anti-abortion-advocates-rally-in-Richmond-amidst-controversy-at-the---505525871.html,,,,,,,
San Diego,offices of Rep. Scott Peters and Duncan Hunter,San Diego,CA,US,2019-02-07,countpic,13,,13,,,San Diego 350,Environment; Against climate change,1,protest,0,0,0,0,1,1,http://www.cbs8.com/story/39926704/environmentalist-group-rallies-outside-two-san-diego-congressmens-offices-for-green-new-deal,,,,,,,
San Francisco,24th Street BART plaza,San Francisco,CA,US,2019-02-07,,,,,,,Anchor Brewing employees; International Longshore and Warehouse Union; labor committee of the Democratic Socialists of America,Collective Bargaining; For unionization,1,protest,0,0,0,0,1,1,https://missionlocal.org/2019/02/anchor-brewing-workers-crack-open-union-drive-with-rally-at-24th-and-mission/,,,,,,,
St. Paul,State Capitol,Ramsey,MN,US,2019-02-07,FB:181,181,,181,,,Minnesota Second Chance Coalition,Civil Rights; For greater access; Voting,0,rally,0,0,0,0,1,1,https://blogs.mprnews.org/capitol-view/2019/02/gwen-walz-lends-support-to-felon-voting-rights-push/,,,https://www.facebook.com/events/204005200475567/,,,,
Statesboro,Georgia Southern University,Bulloch,GA,US,2019-02-07,,,,,,,Bloodstained Men & Their Friends,Against circumcision,0,protest,0,0,0,0,1,1,http://www.thegeorgeanne.com/news/article_30e30cf2-bacb-53c8-8257-ef520b1d7286.html,,,,,,,
Staunton,Augusta County Courthouse,Augusta,VA,US,2019-02-07,,,,,,,SAW Democratic Committee,anti racism,0,protest,0,0,0,0,1,1,https://www.whsv.com/content/news/Group-holds-Unite-Against-Racism-Rally-in-Staunton-505538481.html,,,,,,,
Washington,Capitol ,DC,DC,US,2019-02-07,count vid,22,,22,,,United We Dream,Against ICE and CBP; pro immigration,1,protest,0,0,0,0,1,1,https://twitter.com/skenigsberg/status/1093585298066427904,https://twitter.com/UNITEDWEDREAM/status/1093534773543399424,,,,,,
Washington,,DC,DC,US ,2019-02-07,count pic,35,,35,,,Shut Tornillo Down Coalition,Against Tornillo detention center; pro immigration,1,protest,0,0,0,0,0,1,https://twitter.com/salempearce/status/1093549417221763072,,,,,,,
Burlington,City Hall,Chittenden,VT,US ,2019-02-08,About 100,100,,100,,,General Protestors,Civil Rights; For religious tolerance; Pro-LGBTQ,0,protest,0,0,0,0,1,1,https://www.wcax.com/content/news/Racist-flyers-prompt-rally-against-hate-in-Burlington-505578171.html,,,,,,,
Eugene,Outside Sheriff's Office,Lane,OR,US,2019-02-08,Several Dozen,24,,24,,,Movimiento Estudiantil Chicanx de Aztlán,Against ICE; Immigration,1,protest,0,0,0,0,1,1,https://www.dailyemerald.com/news/uo-mecha-community-activists-protest-collaboration-between-lane-county-sheriff/article_0d85a11a-2d9e-11e9-b185-5b16b041610a.html,,,,,,,
Hartford ,Outside ICE building ,Hartford,CT,US ,2019-02-08,about 50,50,,50,,,general protestors ,demanding that Sujitno is released; pro-immigrant,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/778990485807581/,https://abcnews.go.com/International/wireStory/supporters-immigrant-rally-hartford-ice-office-60936819,,,,,,
Kingston,Outside U.S. Rep. Antonio Degaldo’s office,Ulster,NY,US,2019-02-08,Count Pic,9,,9,,,Food & Water Watch,Environment; Against climate change,1,protest,0,0,0,0,1,1,https://www.dailyfreeman.com/news/local-news/green-new-deal-backers-rally-outside-u-s-rep-antonio/article_f9d85d34-2d6a-11e9-bb5c-4f608ef3bf99.html,,,,,,,
New York,NYPD Midtown North Precinct,New Yok,NY,US ,2019-02-08,FB: 60,60,,60,,,Biking Public Project,Police; For bikes,0,protest,0,0,0,0,1,1,https://www.metro.us/news/local-news/new-york/activists-rally-friday-nypd-crackdown-cyclists,,,https://www.facebook.com/events/2323170534624129/?active_tab=about,,,,
Oakland,Oakland Tech High School,Alameda,CA,US ,2019-02-08,Dozens,24,,24,,,General Protestors,Collective Bargaining; For better compensation,0,"Protest, Walk out",0,0,0,0,1,1,https://abc7news.com/education/oakland-students-march-in-support-of-teachers-in-labor-negotiations/5127850/,,,,,,,
Olympia,State House,Thurston,WA,US ,2019-02-08,Hundreds; an estimated 700,700,,700,,,General Protestors,Against vaccines,0,Protest,0,0,0,0,1,1,https://www.cbsnews.com/news/washington-measles-outbreak-hundreds-rally-to-presesrve-not-to-vaccinate-children-2019-02-08/,,,,,,,
Salt Lake City,House of Reps Chambers,Salt Lake,UT,US ,2019-02-08,Count Video,4,,4,,,Faith Leaders,Healthcare; For expanding coverage,0,protest,0,0,0,0,1,1,https://fox13now.com/2019/02/08/faith-leaders-block-utah-house-chamber-in-protest-of-medicaid-expansion-replacement/,,,,,,,
Boulder,Outside the Embassy Suites,Boulder,CO,US,2019-02-09,a duo,2,,2,,,general Protestors,Civil Rights; Against nationalism/fascism; Against invited speaker,1,protest,0,0,0,0,1,1,http://www.dailycamera.com/top-stories/ci_32441506/small-contingent-demonstrators-protests-outside-candace-owens-event,,,,,,,
Detroit,outside of General Motors Renaissance Center,Wayne,MI,US,2019-02-09,About 50,50,,50,,,general Protestors,Collective Bargaining; Against layoffs,0,protest,0,0,0,0,1,1,https://www.freep.com/story/news/local/michigan/detroit/2019/02/09/gm-job-cuts-protesters-detroit/2823076002/,,,,,,,
Lawrence,,Essex,MA,US,2019-02-09,,,,,,,Warren campaign,Warren for President,1,rally,0,0,0,0,1,1,https://apnews.com/030fff527755491e8b76169c38fdf316?utm_source=Twitter&utm_campaign=SocialFlow&utm_medium=AP,,,,,,,
Martinsburg,,Berkeley,WV,US,2019-02-09,count pic,6,,6,,,general Protestors,Against child abuse; Education,0,protest,0,0,0,0,1,1,https://www.journal-news.net/journal-news/residents-protest-against-verbal-abuse-in-schools/article_e94e0e75-da0f-5e22-93a9-dd55a2762fdb.html,,,,,,,
New York,inside Guggenheim Museum; Fifth Avenue,New York,NY,US,2019-02-09,several dozen,36,,36,,,Prescription Addiction Intervention Now,against Sackler money donations to museum; anti-opioids,0,protest; march,0,0,0,0,1,1,https://www.nytimes.com/2019/02/09/arts/protesters-guggenheim-sackler.html?smtyp=cur&smid=tw-nytimes,,,,,,,
Poughkeepsie,near intersection of South White Street and Fox Terrace,Dutchess,NY,US,2019-02-09,about 20,20,,20,,,SNUG; Family Services,Anti- gun violence,0,rally,0,0,0,0,1,1,https://www.poughkeepsiejournal.com/story/news/local/2019/02/08/snug-plans-anti-gun-violence-rally-response-city-shooting/2813181002/,,,,,,,
Powderly,Paradise Fossil Plant,Muhlenberg,KY,US,2019-02-09,,100,,100,,,general protestors,For fossil fuels; Against closure/relocation; Against layoffs,2,rally,0,0,0,0,1,1,http://www.messenger-inquirer.com/news/local/bevin-to-speak-at-coal-fired-power-plant-rally-in/article_93ccfa8c-f340-574c-954a-c41a40b51801.html,,,https://mocux.thestarpress.com/story/news/politics/2019/02/12/paradise-kentucky-coal-power-plant-could-close-trump-opposes/2846463002/,,,,
Raleigh,downtown,Wake,NC,US,2019-02-09,hundreds; na,200,,2400,,,North Carolina NAACP,"against poverty, inequality; for health care, civil rights",0,march,0,0,0,0,1,1,https://www.statesville.com/news/local/local-branch-offering-rides-to-raleigh-march/article_d7903141-5cfc-5553-b018-3ea513565305.html,https://www.newsobserver.com/news/local/article225996685.html,,see website submission; The Historic Thousands on Jones Street (HKonJ) People’s Assembly Coalition,,,,
Raleigh,state capitol,Wake,NC,US,2019-02-09,about 30,30,,30,,,Smash Racism Raleigh,Civil Rights; For racial justice; Against Confederate symbol,0,protest,0,0,0,0,0,1,https://www.newsobserver.com/news/politics-government/state-politics/article226048340.html,,,,,,,
Reading,Exeter Community Library,Berks,PA,US,2019-02-09,About 25,25,,25,,,General Protestors,Pro-LGBTQ; Counter protest; Civil Rights,1,counterprotest,0,0,0,0,1,1,https://www.readingeagle.com/news/article/drag-queen-story-hour-draws-support-and-protest-in-exeter,,,,,,,
Reading,Exeter Community Library,Berks,PA,US,2019-02-09,More than 50,50,,50,,,General Protestors,Civil Rights; Anti-LGBTQ,2,protest,0,0,0,0,0,1,https://www.readingeagle.com/news/article/drag-queen-story-hour-draws-support-and-protest-in-exeter,,,,,,,
Salt Lake City,University of Utah,Salt Lake,UT,US,2019-02-09,About 11,11,,11,,,Identity Evropa,For white supremacy,2,protest,0,0,0,0,1,1,https://www.sltrib.com/news/education/2019/02/11/white-nationalist-group/,,,,,,,
Sterling Heights,along the east side of northbound Van Dyke Avenue at the Marketplace Court Mall,Macomb,MI,US,2019-02-09,More than 50,50,,50,,,Sterling Heights/Utica Republicans,Immigration; For border wall,2,protest,0,0,0,0,1,1,https://www.macombdaily.com/news/local/hispanic-female-supporters-of-trump-to-hold-wall-rally-in/article_89732d4e-2a4f-11e9-9bb2-67d57f589dbd.html,https://www.macombdaily.com/news/local/trump-supporters-hold-border-wall-rally-held-in-sterling-heights/article_0836085c-2cbe-11e9-907b-17020763ec16.html,,,,,,
Sunland Park,,Dona Ana,NM,US,2019-02-09,count pic,32,,32,,,general protestors,Immigration; For border wall,2,rally,0,0,0,0,1,1,https://www.foxnews.com/politics/border-security-advocates-form-human-wall-along-u-s-mexico-border,,,,,,,
Huntington Station,,Suffolk,NY,US,2019-02-10,roughly 70,70,,70,,,general protestors,Families; For compassionate immigration; Immigration,1,protest,0,0,0,0,1,1,http://longisland.news12.com/story/39939129/li-protest-demands-separated-migrant-children-be-reunited-with-parents,https://www.newsday.com/long-island/protesters-huntington-station-rally-children-separated-border-1.27144353,,,,,,
Minneapolis,Boom Island Park,Hennepin,MN,US,2019-02-10,count pic,7,,7,,,general protestors,Against candidate; International; Against war; Campaign,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2019/2/11/anti-war-protesters-say-no-klobuchar-presidential-bid,,,,,,,
Monterey,San Carlos Beach,Monterey,CA,,2019-02-10,more than 100,100,,100,,,general protestors,Environment; Against tourism,0,protest,0,0,0,0,1,1,http://www.montereycountyweekly.com/news/local_news/activists-protest-growing-number-of-cruise-ships-in-monterey-bay/article_47f820a6-3579-11e9-912f-631c649beb70.html,,,,,,,
Richmond,Lumpkin’s Slave Jail in Shockoe Bottom,Richmond,VA,US,2019-02-10,roughly 30,30,,30,,,RVA Dirt,Civil Rights; For racial justice; For firing/reassignment,0,protest,0,0,0,0,1,1,https://www.richmond.com/news/virginia/government-politics/it-s-time-for-you-to-go-richmond-protesters-call/article_ae6e0442-354f-5597-a78a-e571d4ff9ddd.html,,,,,,,
Watsonville,Watsonville Plaza,Santa Cruz,CA,US,2019-02-10,About 400,400,,400,,,general protestors,Against violence; Other,0,protest,0,0,0,0,1,1,https://register-pajaronian.com/article/hundreds-march-in-peace-rally,,,,,,,
Anchorage,Bureau of Land Management,Anchorage,AK,US,2019-02-11,,,,,,,general protestors,Against fossil fuels; Environment; For wilderness preservation,1,protest,0,0,0,0,1,1,https://apnews.com/149c94212b1d4843bcf1ef41f6c94647,,,,,,,
Boston,Boston University School of Law,Suffolk,MA,US,2019-02-11,,,,,,,OutLaw,Civil Rights; For transgender rights,1,protest,0,0,0,0,1,1,https://dailyfreepress.com/blog/2019/02/12/law-students-protest-military-recruitment-transgender-service-ban-at-networking-event/,,,,,,,
Cambridge,Wheeler St and Concord Ave,Middlesex,MA,US,2019-02-11,dozens,24,,24,,,general protestors,Environment; Against tree removal,1,protest,0,0,0,0,1,1,http://www.cambridgeday.com/2019/02/06/opponents-of-tree-cutting-at-55-wheeler-st-plan-peaceful-protest-for-monday-by-the-site/,,,https://patch.com/massachusetts/cambridge/save-trees-protest-success,,,,
Denver,Colorado State Capitol,Denver,CO,US,2019-02-11,na,2631,,3769,,,Denver Classroom Teachers Association,Collective Bargaining; For better compensation,0,strike,0,0,0,0,1,1,https://www.chalkbeat.org/posts/co/2019/02/11/denver-strike-picketing-teachers-aim-to-show-district-administrators-they-need-our-labor/,,,teacher strike,,,,
El Paso,El Paso County Coliseum,El Paso,TX,US,2019-02-11,na,6500,,6500,,,Trump campaign,pro-Trump; for border wall,2,rally,,,,,1,1,https://twitter.com/zahiratorres/status/1095151914365407232,https://www.dailydot.com/layer8/trump-el-paso-crowd-size/,,feat. President Trump,,,,
El Paso,,El Paso,TX,US,2019-02-11,thousands; 10000 to 15000,2000,,15000,,,general protestors,anti-Trump; Immigration; For compassionate immigration,1,counter-protest,,,,,0,1,https://www.elpasotimes.com/story/news/politics/2019/02/07/trump-rally-schedule-what-expect-president-el-paso-visit/2792820002/,https://www.elpasotimes.com/story/news/2019/02/11/trump-el-paso-rally-breaking-news-live-president-beto-crime-rate-border-wall/2801341002/,https://twitter.com/shannonrwatts/status/1095178567665754114,(Beto),,,,
Glens Falls,outside U.S. Rep. Elise Stefanik’s Glens Falls office,Warren,NY,US,2019-02-11,na,4,,4,,,general protestors,Legislative; Against shutdown,1,protest,0,0,0,0,1,1,https://poststar.com/news/local/small-protest-urges-stefanik-to-keep-government-open/article_acce9e95-99ba-5bd4-96d5-3e6f5e17cc29.html,,,,,,,
Glendale,outside Glendale Police Department Headquarters,Maricopa,AZ,US,2019-02-11,dozens,24,,24,,,general protestors,Civil Rights; For greater accountability; Police,1,protest,0,0,0,0,1,1,https://www.azfamily.com/news/dozens-protest-outside-glendale-police-after-man-tased-times/article_3b8688ea-2e39-11e9-b5be-af302e6d93e7.html,,,,,,,
Harrisburg,Sixth and Reilly streets job site,Dauphin,PA,US,2019-02-11,between 40 and 50,40,,50,,,Harrisburg NAACP,Against outsourcing; Other,0,protest,0,0,0,0,1,1,https://www.pennlive.com/news/2019/02/jericho-march-against-economic-injustice-planned-for-monday.html,,,,,,,
Long Island City,Queensbridge Houses,Queens,NY,US,2019-02-11,,,,,,,Queensbridge Houses Tenant Association' Astoria Houses Tenant Association,For business; Amazon,2,rally,0,0,0,0,1,1,https://pix11.com/2019/02/11/queens-residents-rally-in-support-of-amazon/,,,,,,,
Salt Lake City,State Capitol,Salt Lake,UT,US,2019-02-11,,,,,,,general protestors,For greater safety; Transportation,0,rally,0,0,0,0,1,1,https://www.abc4.com/news/local-news/motorcyclists-rally-to-change-traffic-laws/1774452356,,,,,,,
Thousand Oaks,Thousand Oaks High School,Ventura,CA,US,2019-02-11,less than 5,5,,5,,,Westboro Baptist CHurch,Anti-LGBTQ,2,protest,0,0,0,0,1,1,https://abc7.com/society/westboro-members-face-counter-protest-group-at-thousand-oaks-high-school/5132396/,,,,,,,
Thousand Oaks,Thousand Oaks High School,Ventura,CA,US,2019-02-11,Dozens,24,,24,,,general protestors,Civil Rights; Pro-LGBTQ; Counter protest,1,counter-protest,0,0,0,0,0,1,https://abc7.com/society/westboro-members-face-counter-protest-group-at-thousand-oaks-high-school/5132396/,https://losangeles.cbslocal.com/2019/02/11/westboro-baptist-protest-thousand-oaks-high/,,,,,,
