CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,Source5,Source6,
Lansing ,Capitol lawn,MI,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Lansing ,capitol steps,MI,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,vigil,,,,,1,1,everytown.org,,,#wearorange,,,,
Las Vegas,Las Vegas Community Healing Garden,NV,US,2018-06-02,at least 100,100,,100,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,https://www.reviewjournal.com/local/local-las-vegas/downtown/downtown-las-vegas-rally-calls-for-end-to-gun-violence/,,#wearorange,,,,
Las Vegas,,NV,US,2018-06-02,,,,,,,sex workers; general protestors,support sex workers; end criminalization of sex work; against FOSTA,0,protest,,,,,0,1,https://jezebel.com/hundreds-of-sex-workers-rally-for-international-whores-1826512163,,,,,,,
Lawrence,South Park Gazebo,KS,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Lawrenceburg,,IN,US,2018-06-02,,,,,,,Ohio River Valley Pride Coalition,Pro-LGBTQ,1,march,,,,,1,1,https://www.thrillist.com/travel/nation/new-pride-parades-events#,,,,,,,
Leesburg,Ida Lee Park,VA,US,2018-06-02,FB: 26,26,,26,,,Moms Demand Action,support gun reform and gun safety,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1688223261253261/,,,,,,,
Linden,Linden Train Station,NJ,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Livonia,John Stymelski Veteran's Park,MI,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Loris,Loris Nature Park,SC,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Los Angeles,,CA,US,2018-06-02,,,,,,,sex workers; general protestors,support sex workers; end criminalization of sex work; against FOSTA,0,protest,,,,,1,1,https://jezebel.com/hundreds-of-sex-workers-rally-for-international-whores-1826512163,,,,,,,
Louisville,Sheppard Park,KY,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally; walk,,,,,1,1,everytown.org,,,#wearorange,,,,
Lynnwood,164th St Overpass at Speedway,WA,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,protest,,,,,1,1,everytown.org,,,#wearorange,,,,
Madison,East Madison Community Center,WI,US,2018-06-02,FB: 49,49,,49,,,Moms Demand Action,support gun reform and gun safety,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/777007439173732/,,,,,,,
Manchester,Bronstein Park,NH,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally; walk,,,,,1,1,everytown.org,,,#wearorange,,,,
Manhattan,Riley County Courthouse Plaza,KS,US,2018-06-02,,,,,,,Moms Demand Action in Manhattan,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Miami,Palm Court event space in the Design District,FL,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Middletown,Union Park at South Green,CT,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Milwaukee,YMCA-Northside Metro Milwaukee,WI,US,2018-06-02,FB: 43,43,,43,,,Moms Demand Action,support gun reform and gun safety,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/169525250532360/,,,,,,,
Mishawaka,Merrifield Park,IN,US,2018-06-02,"""more than a hundred""",100,,100,,,Moms Demand Action,support gun reform and gun safety,1,rally,0,0,0,0,1,1,everytown.org,https://www.abc57.com/news/hundreds-gather-wearing-orange-to-bring-attention-to-gun-violence,,#wearorange,Count taken from quote in video,,,
Missoula,A Carousel for Missoula,MT,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Morristown,Convent Train Station,NJ,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Muncie,Tuhey Park,IN,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,march,,,,,1,1,everytown.org,,,#wearorange,,,,
Myrtle Beach,Valor Memorial Garden,SC,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Naperville,Knoch Knolls Nature Center,IL,US,2018-06-02,at least 70,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,http://www.dailyherald.com/news/20180531/naperville-picnic-to-protest-randomness-of-gun-violence,,#wearorange,,,,
Naples,Cambier Park,FL,US,2018-06-02,thousands,2000,,2000,,,Naples Pride,Pro-LGBTQ,1,parade;rallies,0,0,0,0,0,1,https://www.facebook.com/events/140516359960426/,https://www.naplesnews.com/story/news/local/2018/06/02/thousands-turn-out-naples-prides-2nd-annual-lgbtq-support-event/655326002/,,,,,,
Naples,"Lowdermilk Park, at Beach House/Concession Stand",FL,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,protest,,,,,1,1,everytown.org,,,#wearorange,"""Using our bodies, we will spell our message out on the shore to be recorded by a drone from the sky. """,,,
Nashville,Leaf Structure-Sign,IN,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
New York,151-24 Beaver Rd; Jamaica,NY,US,2018-06-02,FB:33,33,,33,,,Brooklyn-Queens Animal Save,against animal slaughterhouses,0,vigil,,,,,1,1,https://www.facebook.com/events/229695247804773/,,,,,,,
New York,Christopher Park; around Stonewall Inn,NY,US,2018-06-02,around 400; over 200,200,,400,,,general protestors; sex workers,support sex workers; end criminalization of sex work; against FOSTA,0,protest,0,0,0,0,0,1,https://www.facebook.com/events/428369344278837/,https://theappeal.org/whores-will-rise/,https://theoutline.com/post/4811/whores-march-june-2-sex-workers-rights-new-york-sesta-fosta-backpage-craigslist?zd=1&zi=htxlbpu6,International Whores’ Day,,,,
New York,NY Public Library on 5th Avenue between 40th and 42nd Streets; Broadway to Union Square,NY,US,2018-06-02,FB: 405,405,,405,,,general protestors,against animal slaughterhouses,0,march; rally,,,,,0,1,https://www.facebook.com/events/199017330871195/,,,,,,,
New York,outside United Nations,NY,US,2018-06-02,,,,,,,Collective Action for Puerto Rico,demand audit of official death toll from Hurricane Maria,0,protest,0,0,0,0,0,1,https://www.nytimes.com/2018/06/02/nyregion/protesters-puerto-rico-hurricane-maria.html,,,,,,,
New York,Port Jefferson Station,NY,US,2018-06-02,FB: 9; dozens,9,,24,,,Students Act for Change,Rallying against gun violence,1,rally,0,0,0,0,0,1,https://www.newsday.com/long-island/suffolk/gun-violence-protest-port-jefferson-1.18910791,https://www.facebook.com/events/223302701590685/,,,,,,
New York,the Brooklyn Bridge,NY,US,2018-06-02,FB: 4400,4400,,4400,,,Moms Demand Action - NY; Youth Over Guns,against gun violence,1,march; rally,0,0,0,0,0,1,https://www.facebook.com/events/1968875000044273/,https://abcnews.go.com/Entertainment/wireStory/thousands-march-nycs-brooklyn-bridge-gun-protest-55611876,,,,,,
Newport News,Riverview Farm Park,VA,US,2018-06-02,FB: 11,11,,11,,,Moms Demand Action,support gun reform and gun safety,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/222484645181765/,,,,,,,
Newtown,Fairfield Hills to Town Hall,CT,US,2018-06-02,,,,,,,Jr. Newtown Action Alliance,against gun violence; pro-gun control,1,walk; rally,,,,,1,1,https://www.wearorange-ct.org/newtown-walk-rally,,,,,,,
Newtown,,CT,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally; walk,,,,,1,1,everytown.org,,,#wearorange,,,,
Oakland,Frank H. Ogawa Plaza,CA,US,2018-06-02,over 300,300,,300,,,sex workers; general protestors,support sex workers; end criminalization of sex work; against FOSTA,0,protest; march,0,0,0,0,1,1,https://jezebel.com/hundreds-of-sex-workers-rally-for-international-whores-1826512163,,,,,,,
Oberlin,Tappan Square,OH,US,2018-06-02,na,50,,50,,,Moms Demand Action,support gun reform and gun safety,1,rally,0,0,0,0,1,1,everytown.org,https://tjpix.smugmug.com/Special-Events/2018-Wear-Orange/i-rDF7jk7/A,,#wearorange,Partial count taken from pictures,,,
Oklahoma City,Myriad Gardens,OK,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally; walk,,,,,1,1,everytown.org,,,#wearorange,,,,
Philadelphia,Penn Treaty Park to Liberty Lands Park,PA,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,march,,,,,1,1,everytown.org,,,#wearorange,,,,
Phoenix,state capitol,AZ,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,silent march,,,,,1,1,everytown.org,,,#wearorange,,,,
Platteville,Platteville Regional Chamber/Katie's Garden,WI,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,walk and ride,,,,,1,1,everytown.org,,,#wearorange,,,,
Portland,Elizabeth Caruthers Park,OR,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Princeton Junction,Princeton Junction Train Station; Wallace Rd,NJ,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Providence,RI -Institute for the Study & Practice of Nonviolence,RI,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally; walk,,,,,1,1,everytown.org,,,#wearorange,,,,
Pueblo,Pueblo Memorial Hall,CO,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Reading ,501 Washington St,PA,US,2018-06-02,FB: 38; about 50,38,,50,,,Make the Road Pennsylvania,Protesting ICE,1,march,0,0,0,0,0,1,http://www.readingeagle.com/news/article/reading-protest-part-of-nationwide-day-of-action-against-new-immigration-policies,https://www.facebook.com/events/250277622198309/,,,,,,
Reading ,Reading Public Museum,PA,US,2018-06-02,over a hundred,100,,100,,,Moms Demand Action,support gun reform and gun safety,1,rally,0,0,0,0,1,1,everytown.org,http://www.readingeagle.com/news/article/reading-rally-part-of-nationwide-movement-backing-gun-reform,,#wearorange,,,,
Reno,Washoe County Complex,NV,US,2018-06-02,,,,,,,teachers;students,Rally for public education,0,rally,0,0,0,0,1,1,https://www.rgj.com/story/news/education/2018/06/02/educators-students-rally-pro-education-candidates/666762002/,,,,,,,
Reston,Reston Metro Station,VA,US,2018-06-02,FB: 5,5,,5,,,Moms Demand Action,support gun reform and gun safety,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/226807414739526/,,,,,,,
Richmond,Martin Luther King Jr. Middle School,VA,US,2018-06-02,FB: 28,28,,28,,,Moms Demand Action,support gun reform and gun safety,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/2036440959945220/,,,,,,,
Richmond,Siegel Center to Police headquarters,VA,US,2018-06-02,hundreds,200,,200,,,general protestors,Marching against police shooting,1,march,0,0,0,0,0,1,https://helenair.com/news/national/protesters-march-in-response-to-police-shooting-of-naked-man/article_27f89e3b-8d42-54de-85a1-9540a7bea349.html,,,,,,,
Ridgewood,Van Neste Square,NJ,US,2018-06-02,nearly 100,100,,100,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,https://www.northjersey.com/story/news/bergen/ridgewood/2018/06/02/nj-activists-wear-orange-gun-safety-during-rally-ridgewood/664060002/,,#wearorange,,,,
Rochester,Peace Plaza ,MN,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Rockland,Rockland Public Library,ME,US,2018-06-02,na,6,,6,,,general protestors,"against Maine First's racist, anti-immigrant, anti-Muslim agenda",0,protest,0,0,0,0,1,1,https://knox.villagesoup.com/p/rockland-citizens-protest-group-with-anti-muslim-anti-immigrant-views/1753533,,,count from pic,,,,
Royal Oak,,MI,US,2018-06-02,na,1,,1,,,general protestor,protest police shooting,0,protest,1,0,0,0,1,1,https://www.freep.com/story/news/local/michigan/oakland/2018/06/03/candidate-protest-arrest-royal-oak/667993002/,https://www.wxyz.com/news/man-arrested-for-protesting-police-violence-during-royal-oak-police-charity-event,,civil dis,,,,
Saint Paul,capitol,MN,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Salem,Salem Riverfront Carousel,OR,US,2018-06-02,over 70,70,,70,,,Moms Demand Action,support gun reform and gun safety,1,rally; walk,,,,,1,1,everytown.org,https://www.statesmanjournal.com/picture-gallery/news/2018/06/02/gun-violence-prevention-rally-held-at-riverfront-park/35646005/,,#wearorange,,,,
Salinas,Sherwood Park,CA,US,2018-06-02,,,,,,,general protestors,Rallying against violence and homicides,0,rally,0,0,0,0,1,1,https://www.thecalifornian.com/story/news/2018/06/04/salinas-residents-march-stop-violence/665871002/,,,,,,,
Salisbury,town green,CT,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
San Antonio,Alamo Beer Company; 202 Lamar,TX,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
San Francisco,Bill Graham Civic Auditorium,CA,US,2018-06-02,,,,,,,sex workers; general protestors,protest Amy Schumer's anti-sex worker jokes,0,protest,,,,,0,1,https://www.mercurynews.com/2018/06/01/amy-schumer-faces-protests-by-san-francisco-sex-workers-at-clusterfest/,,,,,,,
San Francisco,Golden Gate Bridge,CA,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally; march,,,,,1,1,everytown.org,,,#wearorange,,,,
Santa Teresa,Avenida Casas Grandes,NM,US,2018-06-02,FB: 172,172,,172,,,ACLU of New Mexico; Center for Biological Diversity; Southwest Environment Center; Sierra Club,Protesting border wall,1,protest,0,0,0,0,1,1,https://www.ktsm.com/news/local/el-paso-news/demonstrators-protest-border-wall-in-santa-teresa/1215463206,https://www.facebook.com/events/146158769572703/,,,,,,
Saratoga Springs,Congress Park to City Hall,NY,US,2018-06-02,,,,,,,Students Against Violence in Schools,support gun reform and gun safety,1,march,0,0,0,0,1,1,https://dailygazette.com/article/2018/06/02/students-rally-against-gun-violence-again,,,,,,,
Seattle,Columbia Park,WA,US,2018-06-02,hundreds,200,,200,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,http://komonews.com/news/local/wear-orange-weekend-hundreds-gather-in-seattle-to-protest-gun-violence,,,,,,,
Shoreline,overpass,WA,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Somers Point,Stainton Memorial Causeway,NJ,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,vigil,,,,,1,1,everytown.org,,,#wearorange,,,,
St Louis,Grand Avenue,MO,US,2018-06-02,hundreds,200,,200,,,general protestors,Marching against gun violence,1,rally; march,0,0,0,0,1,1,http://news.stlpublicradio.org/post/we-can-turn-st-louis-around-community-members-rally-against-gun-violence,,,,,,,
Steamboat Springs,Routt County Old Courthouse Lawn,CO,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Sterling,Raj Khalsa Gurdwara; 22821 Silverbrook Dr,VA,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Stuart,Kiwanis Park,FL,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Temecula,Temecula Duck Pond,CA,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally,,,,,1,1,everytown.org,,,#wearorange,,,,
Toledo,City Savage Park,OH,US,2018-06-02,FB: 25,25,,25,,,Moms Demand Action,support gun reform and gun safety,1,rally,0,0,0,0,1,1,http://www.wtol.com/story/38326101/local-moms-will-wear-orange-rally-on-national-gun-violence-awareness-day,https://www.facebook.com/events/169380103780434/,,#wearorange,,,,
Topeka,Central Park,KS,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally; walk,,,,,1,1,everytown.org,,,#wearorange,,,,
Tucson,YWCA Tucson,AZ,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,rally; vigil,,,,,1,1,everytown.org,,,#wearorange,,,,
Tulsa,Centennial Park,OK,US,2018-06-02,dozens,24,,24,,,Moms Demand Action,support gun reform and gun safety,1,rally,0,0,0,0,1,1,everytown.org,http://ktul.com/news/local/dozens-gather-in-downtown-tulsa-wearing-orange-to-protest-gun-violence,,#wearorange,,,,
Vancouver,Evergreen Blvd. Overpass over I-5 freeway,WA,US,2018-06-02,,,,,,,Moms Demand Action,support gun reform and gun safety,1,protest,,,,,1,1,everytown.org,,,#wearorange,,,,
Verona,Augusta County Government Center,VA,US,2018-06-02,about a dozen,12,,12,,,the Ghost Squad,against Nexus Services Inc; against releasing detained immigrants,0,protest,0,0,0,0,1,1,https://www.newsleader.com/story/news/local/2018/06/02/extreme-militia-protest-verona/666118002/,,,,,,,
