CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,
Canonsburg,,PA,US,2017-11-20,more than 100,100,,100,,,Rising Tide North America,Protesting energy company's investment in fossil fuels,1,protest,0,0,0,0,1,1,https://observer-reporter.com/news/localnews/marchers-descend-on-southpointe-to-protest-environmental-impacts-of-gas/article_035bc0a8-ce0d-11e7-85fd-5388ca5d4712.html,https://observer-reporter.com/opinion/editorials/protest-was-peaceful-disruptive-in-southpointe/article_ecc109c2-cef0-11e7-931b-bbdc84bd9a39.html,,,,
Dekalb,Northern Illinois University,IL,US,2017-11-20,,,,,,,union employees,Rallying for better contracts,0,rally,0,0,0,0,1,1,https://rochellenews-leader.com/article/niu-support-staff-holds-rally-on-campus,,,,,
Denver,Outside Sen. Bennet's office,CO,US,2017-11-20,several dozen,24,,24,,,general protestors,Protesting Trump's decision to end DACA; rally for imigrants,1,protest,0,0,0,0,1,1,http://kdvr.com/2017/11/20/daca-supporters-protest-senator-michael-bennet-accuse-him-of-not-doing-enough/,,,,,
Fairbanks,University of Alaska-Fairbanks,AK,US,2017-11-20,nearly 200,200,,200,,,Students,Rallying for trans rights,1,rally,0,0,0,0,1,1,http://www.webcenter11.com/content/news/Transgender-community-holds-remembrance-vigil-459231763.html,,,,,
Hartford,Hartford Public Library,CT,US,2017-11-20,FB: 3 went,3,,3,,,general protestors,Protesting potential deportation of area woman,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/145179949442009/,http://wtnh.com/2017/11/20/rally-to-be-held-for-stamford-mother-facing-deportation/,,,,
Hartford,Metropolitan Community Church of Hartford,CT,US,2017-11-20,FB: 35 went,35,,35,,,Metropolitan Community Church of Hartford,Rallying for trans rights,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/367168327070338/,,,,,
Jacksonville,University of North Florida,FL,US,2017-11-20,approximately 75; dozens,75,,75,,,general protestors,Protesting school for not shutting down institutional racism,0,protest,0,0,0,0,1,1,http://jacksonville.com/news/public-safety/2017-11-20/dozens-rally-against-white-supremacy-unf-hearing-suspended-student,https://www.news4jax.com/news/local/jacksonville/unf-preparing-for-kkk-rally-in-support-of-suspended-student__,https://unfspinnaker.com/63180/news/ospreys-versus-nazis-showdown-outside-of-suspended-student-discipline-hearing/,,,
Jacksonville,University of North Florida,FL,US,2017-11-20,several,,,,,,National Socialist Movement,Rallying for school,2,rally,0,0,0,0,0,1,http://www.actionnewsjax.com/news/local/unf-protests-national-socialist-movement-gathers-at-university-of-north-florida/650817388,https://unfspinnaker.com/63083/news/anti-nazi-protesters-outnumber-white-supremacists-at-hearing-for-suspended-student/,,,,
Lewes,Outside Beebe Healthcare,DE,US,2017-11-20,nearly a dozen,12,,12,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.capegazette.com/article/local-seniors-protest-gop-tax-bill/146634?source=fs&slide=5,,,,,
Lexington,University of Kentucky,KY,US,2017-11-20,,,,,,,UK LGBTQ Alumni Group,Rallying for trans rights,1,rally,0,0,0,0,1,1,http://www.kykernel.com/news/vigil-honored-transgender-individuals-who-have-lost-their-lives/article_1defb410-ce80-11e7-800e-87701c4b0e7f.html,,,,,
New Haven,Elm St.,CT,US,2017-11-20,FB: 80 went,80,,80,,,New Haven Pride Center,Ralling for trans rights,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1979964742278453/,,,,,
New London,Parade Plaza,CT,US,2017-11-20,FB: 52 went,52,,52,,,outCT,Rallying for trans rights,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1902214249795649/,,,,,
New York,LGBT Community Center,NY,US,2017-11-20,,,,,,,LGBT Community Center,Rallying for trans rights,1,rally,0,0,0,0,0,1,https://www.facebook.com/events/358258797958574/,,,,,
New York,Linden Blvd,NY,US,2017-11-20,FB: 65 went,65,,65,,,general protestors,Protesting against cop who killed area man,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/892422134249059/,,,,,
New York,Outside Wendy's on 3rd and 45th streets,NY,US,2017-11-20,FB: 125 went,125,,125,,,Community Farmworker Alliance,Protesting gender inequality at Wendy's ,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/817181855109159/,,,,,
Norwalk,Triangle Community Center,CT,US,2017-11-20,FB: 23 went,23,,23,,,Triangle Community Center,Rallying for trans rights,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1625050264226099/,,,,,
Pittsburgh,Southpointe,PA,US,2017-11-20,more than 100,100,,100,,,general protestors,Protesting fracking,1,protest,0,0,0,0,1,1,https://www.commondreams.org/news/2017/11/20/anti-fracking-protest-shuts-down-traffic-energy-companies-offices,https://observer-reporter.com/news/localnews/marchers-descend-on-southpointe-to-protest-environmental-impacts-of-gas/article_035bc0a8-ce0d-11e7-85fd-5388ca5d4712.html,,,,
Portland,,ME,US,2017-11-20,,,,,,,general protestors,Protesting Keystone XL pipeline,1,protest,0,0,0,0,1,1,http://mainepublic.org/post/maine-opponents-protest-advance-keystone-pipeline-project#stream/0,,,,,
Salt Lake City,Bennett Federal Building,UT,US,2017-11-20,about 30,30,,31,,,general protestors,Protesting GOP tax plan,1,rally ,0,0,0,0,1,1,https://www.facebook.com/events/193180627909247/,http://www.sltrib.com/news/politics/2017/11/20/it-is-intentional-sabotage-utahns-rally-against-republican-tax-reform-bills/,,,,
Sarasota,Outside County school district HQ,FL,US,2017-11-20,about 10; a small group,10,,10,,,general protestors,Rallying for trans rights,1,rally,0,0,0,0,1,1,http://www.heraldtribune.com/news/20171120/protesters-rally-on-behalf-of-trans-students,,,,,
St. Paul,minnesota state capitol building,MN,US,2017-11-20,about 100,100,,100,,,The Mille Lacs Band of Ojibwe; general public ,"""Un-Cuff Our Cops"" rally ",0,rally,0,0,0,0,1,1,http://www.brainerddispatch.com/news/government-and-politics/4361735-mille-lacs-band-host-rally-state-capitol,http://www.grandforksherald.com/news/crime-and-courts/4362757-mille-lacs-band-rallies-police,http://www.inforum.com/news/crime-and-courts/4362757-mille-lacs-band-rallies-police,,,
Taylor,Taylor federation of teachers building,MI,US,2017-11-20,,,,,,,general protestors,Protesting unfair wages,0,protest,0,0,0,0,1,1,http://www.thenewsherald.com/news/teachers-gather-in-taylor-to-protest-money-withheld-from-their/article_86442b46-85c9-59a8-95a8-133fd466da9a.html,,,,,
Urbana,Altgeld Hall,IL,US,2017-11-20,more than 150,150,,150,,,NIU union employees,Protesting for a fair contract with Norhern Illinois University,0,protest,0,0,0,0,1,1,http://www.daily-chronicle.com/lists/2017/11/20/301a63297c51469ba912485b85d1e7cc/index.xml?page=2,,,,,
Atlanta,Peachtree Rd.,GA,US,2017-11-21,FB: 10 went,10,,10,,,Resist Trump Tuesdays Atlanta,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/886395081536416/,,,,,
Baltimore,,MD,US,2017-11-21,a coupe dozen,24,,24,,,Teachers,Protesting student disciplinary issues,1,protest,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/education/k-12/bs-md-co-discipline-teachers-20171121-story.html,,,,,
Bangor,Federal Building,ME,US,2017-11-21,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.wabi.tv/content/news/Protestors-Rally-in-Bangor-Against-Senate-Tax-Plan-459130553.html,,,,,
Bismarck,,ND,US,2017-11-21,more than 100,100,,100,,,Teamsters,Rallying for pensions,0,rally,0,0,0,0,1,1,http://www.minotdailynews.com/news/local-news/2017/11/retirees-rally-for-bill-to-save-pensions/,,,,,
Eugene ,Federal Courthouse,OR,US,2017-11-21,FB: 4 went,4,,4,,,Indivisible Eugene,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/756816001183686/,,,,,
Hartford,Superior Court,CT,US,2017-11-21,about 50,50,,50,,,general protestors,Rallying behind black woman whose roommate tried to poison her,0,rally,0,0,0,0,1,1,http://www.courant.com/news/connecticut/hc-news-brianna-brochu-uhart-appearance-20171120-story.html,,,,,
Hazelton,Church St.,PA,US,2017-11-21,FB: 6 went,6,,6,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/133806270613466/,,,,,
Little Rock,Main St.,AR,US,2017-11-21,about two dozen,24,,24,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.arkansasonline.com/news/2017/nov/21/protesters-rally-against-gop-tax-plan-arkansas-dhs/,,,,,
Los Angeles,101 Freeway,CA,US,2017-11-21,,,,,,,Refuse Fascism,Protesting Trump,1,protest,5,0,0,0,1,1,http://www.dailynews.com/2017/11/21/anti-trump-protest-shuts-down-101-freeway-in-downtown-la/,,,,,
Martinsburg,Foxcroft Ave,WV,US,2017-11-21,about 18,18,,18,,,Vigilance-JCWW,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/351680685242416/,http://www.journal-news.net/news/local-news/2017/11/talking-about-taxes-protestors-rally-against-tax-reform-legislators-offer-support/,,,,
Memphis,Private residence,TN,US,2017-11-21,,,,,,,general protestors,Protesting school's decision to keep information private from charter schools,0,protest,0,0,0,0,1,1,http://www.fox13memphis.com/top-stories/demonstration-held-outside-home-of-scs-board-president/651773276,,,,,
Milwaukee,Federal Building,WI,US,2017-11-21,FB: 15 went,15,,15,,,Indivisible Tosa Events,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/692750864262532/,,,,,
New York,Trumo Tower,NY,US,2017-11-21,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,0,1,https://www.amny.com/news/politics/trump-tower-tax-protest-1.15090347,,,,,
New York,Union Square Park,NY,US,2017-11-21,FB: 32 went,32,,32,,,Direct Action Everywhere New York City,Rallying against violence ,0,rally,0,0,0,0,0,1,https://www.facebook.com/events/1911052159222130/,,,,,
New York,,NY,US,2017-11-21,,,,,,,general protestors,Protesting Trump's decision to end protection for Haitian refugees,1,protest,0,0,0,0,1,1,http://www.nydailynews.com/news/politics/nyc-rally-held-trump-ending-temporary-residency-haitians-article-1.3649308,,,,,
Oakland,Alameda County Board of supervisors,CA,US,2017-11-21,more than 100,100,,100,,,general protestors,Protesting county sheriff,0,protest,0,0,0,0,1,1,http://sfbayview.com/2017/11/community-members-rally-to-demand-audit-of-alameda-county-sheriff-gregory-ahern/,,,,,
Oshkosh,Washington Ave.,WI,US,2017-11-21,FB: 5 went,5,,5,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1039984559486622/,,,,,
Phoenix,Sen. Flake's office,AZ,US,2017-11-21,FB: 5 went,5,,5,,,Indivisible Phoneix,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1482620265148331/,,,,,
Portland,Outside Sen. Collins' office,ME,US,2017-11-21,FB: 22 went,22,,22,,,March Forth Maine,Protesting GOP tax plan,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/167725697152969/,,,,,
Portland,Outside Sen. Wyden's office,OR,US,2017-11-21,FB: 13 went,13,,13,,,Indivisible Oregon,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/159669571300026/,,,,,
Raleigh,New Bern Ave.,NC,US,2017-11-21,FB: 29 went,29,,29,,,Women's March on Raleigh,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/147926085829013/,,,,,
Rockford,Giovanni's,IL,US,2017-11-21,hundreds,200,,200,,,Make America Great Illinois,Rallying for Trump,2,rally,0,0,0,0,1,1,http://www.rrstar.com/news/20171121/make-america-great-again-rally-comes-to-rockford-drawing-hundreds,,,,,
Salt Lake City,State Capitol,UT,US,2017-11-21,more than 50,50,,50,,,University of Utah graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.sltrib.com/news/education/2017/11/22/worried-about-moves-to-tax-tuition-waivers-utah-graduate-students-rally-against-gop-tax-plans/,,,,,
San Antonio,Las Chilades,TX,US,2017-11-21,FB: 5 went,5,,5,,,TX21Indivisble,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/613741422349732,,,,,
San Francisco,McKesson Plaza,CA,US,2017-11-21,FB: 5 went,5,,5,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1369402569855550/,,,,,
Seattle,Jackson Federal Building,WA,US,2017-11-21,,,,,,,Seattle Indivisble,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1340063042783307/,,,,,
Stamford,Private residence,CT,US,2017-11-21,,,,,,,general protestors,Protesting planned deportation of local woman,1,protest,0,0,0,0,1,1,http://wnpr.org/post/stamford-mother-defies-deportation-order-supporters-rally-her-defense,,,,,
Tampa,MacDill Park,FL,US,2017-11-21,FB: 7 went,7,,7,,,PDA Hillsboro,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/149954602401072,,,,,
Vista,1800 Thibodo Rd,CA,US,2017-11-21,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,0,0,0,0,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-11-21,,,,,,,general protesters,for President Trump,2,counter-protest,0,0,0,0,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
West Palm Beach,,FL,US,2017-11-21,more than 300,300,,300,,,general protestors,Protesting Trump,1,protest,0,0,0,0,1,1,http://www.palmbeachpost.com/news/local/haitians-government-workers-union-protest-tps-decision-west-palm/te5uLQQlOVDpd6A5kkGA8M/,,,,,
Arkansas City,Newkirk Senior Center,KS,US,2017-11-22,a small group,,,,,,general protestors,Protesting planned chemical testing,0,protest,0,0,0,0,1,1,http://www.kwch.com/content/news/People-in-Ark-City--459540233.html,,,,,
Belmont County,Route 149,OH,US,2017-11-22,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://wtov9.com/news/local/pipeliners-hold-protest-in-belmont-county,,,,,
Boise,Sen. Crapo's office,ID,US,2017-11-22,roughly 50,50,,50,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://boisestatepublicradio.org/post/talking-turkey-groups-collect-food-while-protesting-tax-bill-idaho-senators-office#stream/0,,,,,
Denver,Outside office of Rep. Bennet,CO,US,2017-11-22,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://gazette.com/daca-protesters-stage-event-at-the-office-of-...-sen.-michael-bennet/article/1615811,,,,,
Erie,Erie County Courthouse,PA,US,2017-11-22,NA,1,,1,,,Rashad McAdory,Protesting racial inequality,1,protest,0,0,0,0,1,1,http://insider.foxnews.com/2017/11/17/man-stands-american-flag-outside-erie-pennsylvania-courthouse-protest-racism,,,,,
Erie,Erie County Courthouse,PA,US,2017-11-22,,,,,,,general protestors,Counter-protest,2,protest,0,0,0,0,0,1,http://insider.foxnews.com/2017/11/17/man-stands-american-flag-outside-erie-pennsylvania-courthouse-protest-racism,,,,,
Henrico County,,VA,US,2017-11-22,hundreds,200,,,200,,general protestors,Rally for domestic abuse victims,0,rally,0,0,0,0,1,1,http://wtvr.com/2017/11/22/my-heart-is-broken-hundreds-gather-for-vigil-to-remember-mom-and-son-killed/,,,,,
Janesville,,WI,US,2017-11-22,about 10,10,,10,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.channel3000.com/news/protesters-rally-to-urge-paul-ryan-to-pass-dream-act/660941662,,,,,
Los Angeles,downtown,CA,US,2017-11-22,around 100,100,,100,,,general protestors,Protesting Trump's decision to end DACA; rally for imigrants,1,march,0,0,0,0,1,1,http://abc7.com/community-events/immigrant-rights-groups-march-for-thanksgiving-rally/2683783/,,,,,
Los Angeles,Hall of Justice,CA,US,2017-11-22,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,
New York ,Anti-Defamation League Headquarters ,NY,US,2017-11-22,nearly 100 ,100,,100,,,Voice for Peace ,Protestsing ADL's sponsership of exchanges between US and Israeli law enforment,0,sit-in ,7,0,0,0,1,1,http://mondoweiss.net/2017/11/members-arrested-demonstration/,,,,,
Pittsburgh ,Congressman Keith Rothfus' Township Office ,PA,US,2017-11-22,,,,,,,PA12 for Progress,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7466/signup/?akid=&zip=&source=,https://www.eventbrite.com/e/wheres-rothfus-wednesday-thanksgiving-edition-tickets-39960187998,,,,
Plymouth,Plymouth Rock,MA,US,2017-11-22,hundreds,200,,200,,,indigenous people,Protesting genocide of indigenous people,1,protest,0,0,0,0,1,1,https://www.telesurtv.net/english/news/-National-Day-of-Mourning-Anti-Thanksgiving-Protest-in-Plymouth-20171123-0014.html,,,,,
Brandon,,MI,US,2017-11-23,more than 100,100,,100,,,general protestors,Rally for cop killed in line of duty,0,rally,0,0,0,0,1,1,http://detroit.cbslocal.com/2017/11/24/oakland-county-sheriffs-deputy-honored-at-vigil/,,,,,
Landover,FedEx Field,MD,US,2017-11-23,NA,1,,1,,,Olivier Vernon ,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.washingtonexaminer.com/new-york-giants-player-kneels-for-national-anthem-during-thanksgiving-game/article/2641618,,,,,
New York,Brooklyn,NY,US,2017-11-23,,,,,,,general protestors,Protesting eviction of local woman,0,protest,0,0,0,0,1,1,http://fox13now.com/2017/11/25/neighbors-rally-around-brooklyn-grandma-in-her-80s-after-landlord-evicts-her-while-shes-out-of-town/,,,,,
New York,Macy's Day Parade,NY,US,2017-11-23,NA,4,,4,,,general protestors,Protesting Trump's decision to end DACA; rally for imigrants,1,protest,0,0,0,0,0,1,http://www.nydailynews.com/new-york/anti-trump-policy-protest-briefly-blocks-macy-parade-route-article-1.3653154,http://abcnews.go.com/US/dreamers-stage-protest-macys-thanksgiving-day-parade/story?id=51352646,http://www.app.com/story/news/2017/11/23/macys-thanksgiving-day-parade-daca-protestors-demonstrate/889796001/,,,
Portland,Outside ICE facility,OR,US,2017-11-23,,,,,,,general protestors,Protesting Trump's immigration policy,1,protest,0,0,0,0,1,1,https://pdxactivist.org/events/1929,,,,,
