CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,,
Washington,FedExField,DC,US,2017-10-15,NA,6,,7,,,San Francisco 49er players,"National anthem protest, protesting racial inequality",1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/252736/nfl-players-who-protested-during-national-anthem-in-week-6,http://www.mercurynews.com/2017/10/15/49ers-players-anthem-protest-continues-in-d-c-albeit-dwindled/,,,,,,
Washington County ,Washington County Fairgrounds,VA,US,2017-10-15,about 400,400,,400,,,Mike Pence,Trump Adminstration rally ,2,rally,0,0,0,0,1,1,https://shareblue.com/pence-draws-embarrassingly-tiny-crowd-at-a-rally-in-the-reddest-part-of-virginia/,,,,,,,
Watertown,Public Square,NY,US,2017-10-15,,,,,,,Victim's Assistance Center of Jefferson County,Rally to raise awareness about domestic violence,0,rally,0,0,0,0,1,1,http://www.wwnytv.com/story/36610020/rally-raises-awareness-of-domestic-violence,,,,,,,
Wilmington,Town Council meeting,DE,US,2017-10-15,several  ,,,,,,general protestors,Protesting police response to protests,0,protest,0,0,0,0,1,1,http://www.starnewsonline.com/news/20171017/wilmington-delays-vote-on-police-protest-gear,,,,,,,
Ann Arbor,City Council meeting,MI,US,2017-10-16,NA,4,,4,,,City council members,"National anthem protest, protesting racial inequality",1,protest,0,0,0,0,1,1,http://www.mlive.com/news/ann-arbor/index.ssf/2017/10/city_council_kneel_for_pledge.html,https://www.clickondetroit.com/news/ann-arbor-city-council-members-kneel-during-pledge-of-allegiance-to-protest-inequality,,,,,,
Chestnut Hill,Boston College Campus,MA,US,2017-10-16,about 200,200,,200,,,Students,Protesting recent racist incidents on campus,0,protest,0,0,0,0,1,1,http://bcheights.com/2017/10/16/emotions-run-high-rally-students-plan-friday-silence-violence-march/,,,,,,,
Chicago,Rogers Park,IL,US,2017-10-16,at least 300,300,,300,,,Chicago Police,Community rally after local teacher was fatally shot,0,rally,0,0,0,0,1,1,http://chicago.cbslocal.com/2017/10/17/rogers-park-community-rally-cut-short-cynthia-trevillion/,,,,,,,
Cliffside Park,Cliffside Park High School,NJ,US,2017-10-16,several dozen; just under 100; atleast 100,24,,100,,,high school students,Protesting racist statement made by a teacher,0,protest; walk-out,0,0,0,0,1,1,http://pix11.com/2017/10/16/student-walks-out-of-nj-high-school-to-protest-teaching-saying-speaking-american/,http://www.sacbee.com/news/nation-world/national/article179258501.html,http://www.nydailynews.com/news/national/teacher-people-fighting-speak-american-article-1.3566308,http://www.kmov.com/story/36613298/high-school-students-protest-after-teacher-orders-class-to-speak-american,,,,
Gainesville,University of Florida,FL,US,2017-10-16,around 100 ,100,,100,,,No Nazis on campus,Protesting upcoming speech by white national Richard Spencer,1,protest,0,0,0,0,1,1,http://kval.com/news/nation-world/no-nazis-at-uf-protesters-at-uf,http://www.wcjb.com/content/news/Protests-begin-ahead-of-Richard-Spencer-event-451167793.html,,,,,,
Greenville,Embassy Suites,SC,US,2017-10-16,thousands,2000,,2000,,,Campaign for McMaster,Trump rallying for McMaster's gubernatorial campaign,2,rally,0,0,0,0,1,1,http://www.wcnc.com/news/politics/protests-expected-for-trumps-visit-to-sc-in-support-of-mcmaster/483653216,,,,,,,
Greenville,Embassy Suites,SC,US,2017-10-16,,,,,,,general protestors,Protesting Trump's speech for gubernatorial candidate,1,protest,0,0,0,0,0,1,http://www.wcnc.com/news/politics/protests-expected-for-trumps-visit-to-sc-in-support-of-mcmaster/483653216,,,,,,,
Jackson ,Jackson Liberty High School,MS,US,2017-10-16,,,,,,,Students,Protesting racist senior t-shirts,0,protest,0,0,0,0,1,1,http://www.app.com/story/news/education/2017/10/16/jackson-liberty-students-protest-classmates-controversial-photo/770094001/,,,,,,,
Kalamazoo,Outside Kalamazoo County Courthouse,MI,US,2017-10-16,,,,,,,Justice for Erik Cross,Demanding justice in 24-year-old homicide,0,rally,0,0,0,0,1,1,http://www.mlive.com/news/kalamazoo/index.ssf/2017/10/justice_for_erik_cross_protest.html,,,,,,,
Kennesaw,Kennesaw State University,GA,US,2017-10-16,a few hundred,200,,200,,,Students,Rallying behind cheerleaders who knelt during national anthem; protest racial inequality,1,rally,0,0,0,0,1,1,http://www.myajc.com/news/local/ksu-students-march-support-cheerleaders/aSQ7TK7waihetpQ8JHIJYO/,http://www.mdjonline.com/news/kennesaw-state-university-students-march-in-support-of-kneeling-cheerleaders/article_28870b82-b2e0-11e7-96f8-63d83af8bba3.html,http://onlineathens.com/local-news/2017-10-17/georgia-lawmaker-mascot-wrong-rally-kneeling-cheerleaders,,,,,
Lakeland,Outside Tenoroc High School,FL,US,2017-10-16,about 15,15,,15,,,general protestors,Protesting school's principal,0,protest,0,0,0,0,1,1,http://www.newschief.com/news/20171016/current-past-tenoroc-students-picket-at-polk-schools-rally,http://www.theledger.com/news/20171016/current-past-tenoroc-students-picket-at-polk-schools-rally,,,,,,
Lancaster County,,PA,US,2017-10-16,about 70,70,,70,,,Catholic Sisters of Adoreres of the Blood of Christ ,Protesting proposed pipeline,0,protest,23,0,0,0,1,1,http://www.ydr.com/story/news/2017/10/16/nuns-vs-pipeline-arrests-made-after-atlantic-sunrise-pipeline-protest-lancaster-co/768487001/,https://www.washingtonpost.com/news/acts-of-faith/wp/2017/10/19/at-chapel-where-nuns-protest-a-pipeline-23-arrested-including-several-in-their-70s-and-80s/?utm_term=.f421b3ff64ae,,,,,,
Lansing ,State Police HQ,MI,US,2017-10-16,,,,,,,general protestors,Protesting cop who killed man; demanding justice,0,protest,0,0,0,0,1,1,http://www.wilx.com/content/news/Protest-group-to-march-at-MSP-headquarters-in-Dimondale-451108983.html,,,,,,,
Miami, US 1 (highway),FL,US,2017-10-16,more than 100,100,,100,,,Miami-Dade Transit Union,Protesting unrealibility of metrorail,1,march,0,0,0,0,1,1,http://www.miamiherald.com/news/local/community/miami-dade/article179223151.html,,,,,,,
New York City ,Outside Borough Hall,NY,US,2017-10-16,,,,,,,Arab-American Family Support Center,Protesting Trump's travel ban,1,protest,0,0,0,0,1,1,http://brooklyn.news12.com/story/36610821/protesters-dance-outside-borough-hall-in-protest-of-travel-ban,,,,,,,
Portland,Outside Portland Public Schools' office,OR,US,2017-10-16,dozens,24,,24,,,General protestors,Protesting proposed changes to public school,0,protest,0,0,0,0,1,1,http://www.kgw.com/news/students-parents-rally-at-pps-office-to-protest-proposed-school-closure/483876827,,,,,,,
Salt Lake City,Wahlen VA Medical Center,UT,US,2017-10-16,about a dozen,12,,12,,,Union representing Veteran Affairs employees,"Protesting understaffing, poor work conditions",0,protest,0,0,0,0,1,1,http://www.sltrib.com/news/2017/10/16/rally-at-salt-lake-city-veterans-hospital-highlights-thousands-of-job-vacancies-patient-care-delays/,,,,,,,
Santa Fe,,NM,US,2017-10-16,hundreds,200,,200,,,general protestors,Protesting Public Education Department's science standards,1,protest,0,0,0,0,1,1,https://www.abqjournal.com/1078748/hundreds-protest-ped-science-standards-in-sf.html,,,,,,,
Springfield, local Department of Homeland Security office,MA,US,2017-10-16,more than 100; some 140,100,,140,,,general protestors,Protesting threatened deportation of local resident,1,protest,18,0,0,0,1,1,http://wwlp.com/2017/10/16/dozens-protesting-to-support-springfield-man-facing-deportation/,http://www.washingtontimes.com/news/2017/oct/16/18-arrested-for-trespassing-during-immigration-pro/,http://www.gazettenet.com/activists-protest-springfield-man-s-impending-deportation-13144272,,,,,
Stateboro,Georgia Southern University,GA,US,2017-10-16,,,,,,,Students,"Protesting football coach, calling for his firing",0,protest,0,0,0,0,1,1,http://www.thegeorgeanne.com/news/article_8c0d80f6-3631-5814-a84b-5563d241c6f9.html,,,,,,,
Texarkana,Outside office of congressman Ratcliffe,TX,US,2017-10-16,,,,,,,general protestors,Rallying for federal DREAMAct,0,rally,0,0,0,0,1,1,https://www.ktbs.com/news/supporters-rally-in-texarkana-for-federal-dream-act/article_fc5c609e-b2b6-11e7-bb29-6bb5872415b6.html,,,,,,,
West Valley City,Outside Salt Lake City Immigration Court,UT,US,2017-10-16,,,,,,,general protestors,Protesting deportation of local woman,1,protest,0,0,0,0,1,1,https://www.ksl.com/?sid=46181256&nid=148,,,,,,,
Albany,Outside a local housing authority,NY,US,2017-10-17,,,,,,,general protestors,Protesting environmental injustice,0,protest,0,0,0,0,1,1,http://news10.com/2017/10/17/people-protest-diesel-trucks-outside-ezra-prentice-homes/,,,,,,,
Bethesda,Wildwood Medical Center,MD,US,2017-10-17,,,,,,,Mercy Missions DC,Protesting new abortion clinic; pro-life,0,protest,0,0,0,0,1,1,http://www.fox5dc.com/news/local-news/pro-life-supporters-protest-opening-of-new-abortion-clinic-in-bethesda,,,,,,,
Buffalo,,NY,US,2017-10-17,dozens of protesters,12,,24,,,general protestors,Protesting MIke Pence,1,protest,0,0,0,0,1,1,http://news.wbfo.org/post/vice-presidents-visit-brings-protesters-friendly-bystanders-events,,,,,,,
Cambridge,Harvard University,MA,US,2017-10-17,about 100,100,,100,,,Harvard Islamic Society,Protesting Trump's travel ban,1,protest,0,0,0,0,1,1,http://www.thecrimson.com/article/2017/10/18/muslim-ban-vigil-october/,,,,,,,
College Park ,Stamp Student Union; University of Maryland ,MD ,US,2017-10-17,"about 10 members, along with a group of 20 students ",30,,30,,,Greater Washington Muslim-Jewish Forum ,"Spread Hummus, Not hate; Promoting unity among racial tensions ",0,rally ,0,0,0,0,1,1,http://www.dbknews.com/2017/10/18/greater-washington-muslim-jewish-forum-umd-rally/,,,,,,,
Depew,Corner of Genesee St. and Transit Rd.,NY,US,2017-10-17,about 80,80,,80,,,general protestors,Protesting appearance by Vice President Pence,1,protest,0,0,0,0,1,1,http://buffalonews.com/2017/10/17/small-crowd-protests-vice-president-raises-funds-collins-buffalo-area-restaurant/,,,,,,,
Gainesville,University of Florida,FL,US,2017-10-17,more than 50,50,,50,,,Students,Protesting student government for allowing Richard Spencer to give a talk,1,protest,0,0,0,0,1,1,http://www.gainesville.com/news/20171018/uf-protesters-demand-student-senate-offer-support,,,,,,,
Harrisburg,,PA,US,2017-10-17,more than 150,150,,150,,,general protestors,Rallying to  improve pipeline safety,0,protest,0,0,0,0,1,1,http://www.dailylocal.com/general-news/20171017/area-residents-representatives-rally-in-harrisburg-for-pipeline-safety,http://www.delcotimes.com/general-news/20171018/regional-morning-briefing-rally-in-harrisburg-against-pipeline-rally-in-montco-against-racist-posts,,,,,,
Houston,Furr High School,TX,US,2017-10-17,,,,,,,Students,Protesting principal's suspension,0,protest; walk-out,0,0,0,0,1,1,https://www.click2houston.com/news/students-community-protest-over-removal-of-furr-high-school-principal,,,,,,,
Lansing ,State Capitol,MI,US,2017-10-17,dozens,24,,24,,,general protestors,Rallying in support of planned parenthood,1,rally,0,0,0,0,1,1,http://www.fox47news.com/news/local-news/capitol-rally-held-tuesday-to-support-planned-parenthood,,,,,,,
Los Angeles, LAPD headquarter,CA,US,2017-10-17,,,,,,,general protestors,protest  Los Angeles Police Commission voted to approve a one-year drone pilot program,0,protest,0,0,0,0,1,1,http://www.pasadenastarnews.com/2017/10/17/amid-protests-la-police-commission-to-consider-letting-department-use-drones/,,,,,,,
Mesa,,AZ,US,2017-10-17,about 20,20,,20,,,Women's Reproductive Rights Subcommitte,"Rallying for reproductive rights, gender equality",1,rally,0,0,0,0,1,1,http://www.azcentral.com/story/news/local/mesa/2017/10/08/national-federation-republican-assemblies-convention-gun-rights-reproductive-issues/743233001/,,,,,,,
New Haven ,Yale University ,CT,US,2017-10-17,approximately 400 ,400,,400,,,La Casa Cultural,Rally in support of Melecio Andazola Morales,1,rally,0,0,0,0,1,1,http://www.nhregister.com/news/article/Yale-students-rally-to-save-father-from-12286285.php,,,,,,,
New York,Manhattan luxury hotel ,NY,US,2017-10-17,about two  dozen,24,,24,,,general protestors,In support of right to take the knee,0,protest,0,0,0,0,1,1,http://www.reuters.com/article/us-football-nfl-anthem/nfl-policy-on-anthem-kneeling-unchanged-despite-trump-rebuke-idUSKBN1CM16X?feedType=RSS&feedName=sportsNews&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+reuters%2FsportsNews+%28Reuters+Sports+News%29,,,,,,,
Sandusky,courthouse,MI,US,2017-10-17,,,,,,,general protestors,Victims' Rights Rally for custody court case,0,rally,0,0,0,0,1,1,http://www.mlive.com/news/saginaw/index.ssf/2017/10/objections_to_rapist_granted_j.html,,,,,,,
Seattle,Jackson Federal Building,WA,US,2017-10-17,,,,,,,Indivisible Seattle,Rally to resist Trump,1,rally,0,0,0,0,1,1,https://www.seattleindivisible.com/events-calendar/2017/10/17/resist-trump-tuesday-rally-taxes-taxes-taxes,,,,,,,
Vista,1800 Thibodo Rd,CA,US,2017-10-17,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-10-17,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,,,
Wilmington,City Council meeting,NC,US,2017-10-17,more than a dozen,12,,12,,,general protestors,Protesting PD's request for a protest response unit,0,protest,0,0,0,0,1,1,http://www.wect.com/story/36621719/demonstrators-raise-concerns-about-wpd-request-for-protest-response-unit,,,,,,,
Albany,Linn-Benton Community College,OR,US,2017-10-18,,,,,,,Our Revolution,Rallying for Dreamers,1,rally,0,0,0,0,1,1,http://democratherald.com/news/local/fighting-for-dreamers-lbcc-holds-support-rally-for-deferred-action/article_8ea74e3d-f517-5783-8fab-c258848249a1.html,,,,,,,
Anchorage,Outside Congressman Young's office,AK,US,2017-10-18,FB: 5 went,5,,5,,,Indivisble Anchorage,Rallying for Young to vote for a clean DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/824789691025757/?acontext=%7B%22source%22%3A5%2C%22page_id_source%22%3A266968193791649%2C%22action_history%22%3A[%7B%22surface%22%3A%22page%22%2C%22mechanism%22%3A%22main_list%22%2C%22extra_data%22%3A%22%7B%5C%22page_id%5C%22%3A266968193791649%2C%5C%22tour_id%5C%22%3Anull%7D%22%7D]%2C%22has_source%22%3Atrue%7D,,,,,,,
Boston,Boston College,MA,US,2017-10-18,hundreds; several hundreds,200,,200,,,Students,Protesting administration's lack of action after racist incidents on campus,0,protest,0,0,0,0,0,1,http://boston.cbslocal.com/2017/10/18/boston-college-protest-racist-incidents/,,,,,,,
Boston,Main downton postal office,MA,US,2017-10-18,about a hundred,100,,100,,,Postal workers,Protesting job cuts,0,protest,0,0,0,0,1,1,http://www.greenwichtime.com/news/article/Postal-workers-to-rally-against-job-cuts-in-12286357.php,,,,,,,
Chattanooga,,TN,US,2017-10-18,close to 75,75,,75,,,general protestors,Protesting Trump's travel ban,1,protest,0,0,0,0,1,1,http://www.tennessean.com/story/news/local/2017/10/18/refugee-demonstrations-held-knoxville-nashville-and-chattanooga-wednesday-evening/777120001/,,,,,,,
Chicago,Chicago PD,IL,US,2017-10-18,,,,,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.chicagotribune.com/news/laquanmcdonald/ct-met-laquan-protest-anniversary-20171019-story.html,,,,,,,
Chicago,O'Hare Airport,IL,US,2017-10-18,FB: 104 went,104,,104,,,Syrian Community Network,Protesting Trump's Muslim ban,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/829791200536090,,,,,,,
East Haddam,Two Wrasslin' Cats,CT,US,2017-10-18,,,,,,,Together We Rise CT,Rallying for immigrants,1,protest,,,,,1,1,https://www.facebook.com/events/498965033792672/?ti=cl,,,,,,,
Eugene,,OR,US,2017-10-18,,,,,,,Center for Bio-Ethical Reform,anti-abortion protest,0,protest,0,0,0,0,1,1,https://www.dailyemerald.com/2017/10/16/anti-abortion-group-build-large-graphic-display-emu-lawn/,,,,,,,
Harrisburg,State Capitol,PA,US,2017-10-18,more than 150,150,,150,,,general protestors,Rallying for improved pipeline safety,0,rally,0,0,0,0,1,1,http://www.delcotimes.com/general-news/20171017/area-residents-representatives-rally-in-harrisburg-for-pipeline-safety,,,,,,,
Indianapolis,Elder Diggs school to Watkins Park,IN,US,2017-10-18,more than a hundred,100,,100,,,School kids,Rally to stop the violence,0,rally; march,0,0,0,0,1,1,http://fox59.com/2017/10/18/school-kids-march-for-peace-in-one-of-indys-most-violent-neighborhoods/,,,,,,,
Knoxville,Market Square,TN,US,2017-10-18,close to 75,75,,75,,,Tennessee Immigrant and Refeugee Rights Coalition,Protesting Trump's travel ban,1,protest,0,0,0,0,1,1,http://www.tennessean.com/story/news/local/2017/10/18/refugee-demonstrations-held-knoxville-nashville-and-chattanooga-wednesday-evening/777120001/,,,,,,,
Lawrence,Burger King ,KS,US,2017-10-18,more than 30 ,30,,30,,,general protestors ,Protesting employee's racist remarks,0,protest ,0,0,0,0,1,1,http://www2.ljworld.com/news/2017/oct/19/protest-lawrence-burger-king-causes-fast-food-rest/,,,,,,,
New Orleans,Jefferson Davis Park,LA,US,2017-10-18,about 15,15,,15,,,general protestors,Pro-confederate rally; protesting antifa,2,rally,0,0,0,0,1,1,https://www.splcenter.org/hatewatch/2017/10/10/anti-marxist-rally-washout,,,,,,,
Newport News,Woodside High School,VA,US,2017-10-18,a handful,5,,5,,,general protestors,Rallying behind student who claimed security guard assaulted him,0,rally,0,0,0,0,1,1,http://wavy.com/2017/10/18/students-rally-for-classmate-after-incident-with-security-guard/,,,,,,,
Portland,Schrunk Plaza,OR,US,2017-10-18,,,,,,,general protestors,Protesting policies that target Muslims,1,protest,0,0,0,0,1,1,http://www.krtv.com/story/36636861/rally-held-in-downtown-portland-to-protest-policies-that-target-muslim-immigrant-communities,,,,,,,
Texarkana,Bi-State Justice Building,TX,US,2017-10-18,about 40,40,,40,,,general protestors,Rallying behind woman who believes courts unfairly decided her land dispute case,0,rally,0,0,0,0,1,1,https://www.ktbs.com/news/a-land-dispute-triggers-a-protest-in-downtown-texarkana/article_a461112a-b444-11e7-b421-b7ffb8b1be23.html,,,,,,,
Warwick,,RI,US,2017-10-18,approximately 100,100,,100,,,Parents,Protesting administration's inability to reach a contract with teachers,0,protest,0,0,0,0,1,1,http://wpri.com/2017/10/18/warwick-parents-protest-in-support-of-teachers/,,,,,,,
Washington,Lafayette Square to Trump Hotel,DC,US,2017-10-18,hundreds,200,,200,,,general protestors,Protesting Trump's travel ban,1,protest; march,0,0,0,0,1,1,http://gazette.com/across-from-white-house-muslims-and-allies-protest-travel-ban/article/1613508,http://religionnews.com/2017/10/18/across-from-white-house-muslims-and-allies-protest-travel-ban/,,,,,,
Annapolis,MD State Educators Association Convention,MD,US,2017-10-19,dozens,24,,24,,,Prince George County teachers,Protesting county executive Baker,0,protest; walk-out,0,0,0,0,1,1,https://www.washingtonpost.com/local/md-politics/prince-georges-county-teachers-stage-protest-against-baker-during-maryland-state-education-association-convention/2017/10/21/48330084-b6a1-11e7-be94-fabb0f1e9ffb_story.html?utm_term=.3b65db665aa2,,,,,,,
Atlanta,,GA,US,2017-10-19,25 (pic),25,,25,,,general protestors; Michael Brown Sr. ,Silent march held forJamarion Robinson,0,march,0,0,0,0,1,1,http://www.11alive.com/news/crime/rally-silent-march-planned-for-man-slain-by-us-marshals/484850652,,,,,,,
Auburn,Outside Cayuga County Courthouse,NY,US,2017-10-19,a large cluster,,,,,,general protestors,Rallying to raise awareness for domestive violence,0,rally,0,0,0,0,1,1,http://auburnpub.com/news/local/purple-with-a-purpose-domestic-violence-awareness-rally-held-in/article_43199533-33e7-5e5f-b9bc-a03470878785.html,,,,,,,
Austin,city council,TX,US,2017-10-19,two dozen ,24,,24,,,general protestors,protest police brutality; kneeling protest,0,protest,0,0,0,0,1,1,http://www.dailytexanonline.com/2017/10/20/protestors-take-a-knee-during-city-council-meeting-to-protest-police-brutality,,,,,,,
Cleveland,Cleveland State University,OH,US,2017-10-19,,,,,,,general protestors,Protesting anti-LGBT flyers,0,protest,0,0,0,0,1,1,http://www.cleveland.com/metro/index.ssf/2017/10/csu_students_protest_anti-lgbt.html,,,,,,,
Gainesville,Phillips Center for the Performing Arts at the University of Florida,FL,US,2017-10-19,more than 2500,2500,,2500,,,general protestors; students,protesting visit of Richard Spencer,0,protest,5,0,0,0,1,1,https://www.dailydot.com/layer8/richard-spencer-florida-speech-protests/,https://www.usnews.com/news/top-news/articles/2017-10-19/florida-police-brace-for-protests-with-speech-by-white-nationalist,http://www.cnn.com/2017/10/19/us/university-florida-richard-spencer-speech/index.html,https://www.washingtonpost.com/news/grade-point/wp/2017/10/18/uf/?utm_term=.a5aed0a2f52b,http://www.orlandosentinel.com/news/politics/political-pulse/os-richard-spencer-speech-uf-gainesville-20171011-story.html,http://www.richmond.com/ap/national/arrested-after-shooting-following-white-nationalist-speech-two-of-whom/article_f26ed003-643e-5a68-adc5-d2306ef2473c.html,,
Houston,The Woodland,TX,US,2017-10-19,about a dozen,12,,12,,,general protestors,Calling on EPA chief Pruitt to look at area environmental issues ,0,protest,0,0,0,0,1,1,http://www.chron.com/news/houston-texas/article/Pruitt-12290604.php,,,,,,,
Kennesaw,Kennesaw State University,GA,US,2017-10-19,about 300,300,,300,,,Students,Protesting president Sam Olens,0,protest,0,0,0,0,1,1,https://www.wabe.org/ksu-students-protest-ceremony-honoring-sam-olens/,,,,,,,
Kent ,Kent State University,OH,US,2017-10-19,1,1,,1,,,Turning Point USA ,Protesting Safe spaces ,1,demonstration ,0,0,0,0,1,1,https://www.dailydot.com/unclick/tpusa-diaper-protest-kent-state/,,,,,,,
New York,Hilton Midtown,NY,US,2017-10-19,,,,,,,Voces de la Frontera,Urging Rep. Ryan to vote for a clean DREAM act,1,rall,0,0,0,0,0,1,https://www.facebook.com/events/2045750768977642/,,,,,,,
New York,Staten Island,NY,US,2017-10-19,nearly two dozen,24,,24,,,Make the Road New York,Rallying for clean DREAM act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/287101781783562/,https://www.newsday.com/long-island/politics/immigrant-advocates-march-on-li-call-for-clean-dream-act-1.14527459,,,,,,
Newton,boarding houses,NJ,US,2017-10-19,,,,,,,residents,want action to reduce drug use,0,protest,0,0,0,0,1,1,http://www.njherald.com/20171020/newton-boarding-house-protesters-were-just-tired-of-it#,,,,,,,
Northampton ,Smith College ,MA,US,2017-10-19,,,,,,,Divest Smith College,Protesting School's investment in fossil fuels,0,protest ,0,0,0,0,1,1,http://www.masslive.com/news/index.ssf/2017/10/smith_college_students_protest.html,,,,,,,
Orange County,Walt Disney World,FL,US,2017-10-19,more than 1200,1200,,1200,,,Disney employees,Rallying for higher wages,0,rally,0,0,0,0,1,1,http://www.wftv.com/news/local/orange-county-deputies-break-up-rally-of-hundreds-of-disney-workers-demanding-pay-increase/627219687,https://www.orlandoweekly.com/Blogs/archives/2017/10/20/deputies-break-up-rally-of-disney-union-workers-demanding-living-wages,,,,,,
Orlando,State Road 535 at the Crossroads,FL,US,2017-10-19,hundreds; 1200; nearly 38000,200,,1200,,,Disney Workers ,Protesting Low wages ,0,protest ,0,0,0,0,1,1,http://www.fox35orlando.com/news/local-news/disney-workers-hold-up-traffic-as-they-protest-for-fairer-wages,http://www.wftv.com/news/local/orange-county-deputies-break-up-rally-of-hundreds-of-disney-workers-demanding-pay-increase/627219687,http://wsvn.com/news/local/disney-world-employees-rally-for-pay-increase/,WSVN appears to have confused attendees and total number of workers so we discount the 38K estimate,,,,
Philadelphia,Aloft Hotel,PA,US,2017-10-19,,,,,,,Center City Organized for Responsible Development,Protesting hotel,0,protest,12,0,0,0,1,1,http://www.philly.com/philly/business/labor_and_unions/aloft-hotel-government-subsidies-tax-breaks-jobs-unions-clergy-protest-philly-20171020.html,,,,,,,
Philadelphia,City Hall ,PA,US,2017-10-19,,,,,,,general protestors ,Protesting Philly beverage tax,0,protest ,0,0,0,0,0,1,http://6abc.com/food/protesters-outside-city-hall-want-philly-beverage-tax-to-end/2551489/,,,,,,,
Phoenix,Sky Harbor International Airport,AZ,US,2017-10-19,about 150,150,,150,,,Service workers,"Protesting working conditions, lack of AC",0,protest,0,0,0,0,1,1,http://www.azfamily.com/story/36641243/service-workers-rally-outside-airport-for-air-conditioning-in-trucks,,,,,,,
Richmond ,Richmond Convention center ,VA,US,2017-10-19,more than 7000,7000,,7000,,,Barack Obama; Ralph Northam ,Campaign rally ,1,rally ,0,0,0,0,1,1,http://www.richmond.com/news/virginia/government-politics/obama-rally-with-northam-set-for-thursday-night-at-greater/article_50bace92-9e97-50b8-b520-f81026a1d510.html,http://www.politico.com/story/2017/10/19/obama-virginia-campaign-trail-ralph-northam-trump-243976,,,,,,
San Andreas, in front of Calavaras schools,CA,US,2017-10-19,about 140,,,,,,Teacher's Union; parents; students,Protesting district for refusing to increase teacher salaries,0,protest; march; strike,0,0,0,0,1,1,http://infoweb.newsbank.com.du.idm.oclc.org/resources/doc/nb/news/167AB9C8789D3D88?p=WORLDNEWS,https://www.mymotherlode.com/news/local/330770/no-school-in-calaveras-unified-school-district-due-to-teacher-strike.html,http://fox40.com/2017/10/19/classes-canceled-after-calaveras-unified-school-district-teachers-go-on-strike/,http://infoweb.newsbank.com.du.idm.oclc.org/resources/doc/nb/news/167CBBD991F6D8B0?p=WORLDNEWS; four day strike:10/19-10/24,,,,
Washington,Outside Department of Education,DC,US,2017-10-19,,,,,,,Women's March; It's on Us,"Rallying for survivors, protesting Sec. DeVos",1,protest,,,,,1,1,https://www.facebook.com/events/203527496854115/?active_tab=discussion,https://twitter.com/womensmarch/status/921009140083937280,,,,,,
West Palm Beach,Banyan Blvd,FL,US,2017-10-19,dozens,24,,24,,,general protestors,Rallying for green card extensions,1,rally,0,0,0,0,1,1,http://www.wpbf.com/article/dozens-protest-for-extension-to-stay-in-us/13055683,,,,,,,
Adelanto,Outside Adelanto Detention Center,CA,US,2017-10-20,,,,,,,general protestors,Protesting detention of undocumented immigrants,1,protest,0,0,0,0,1,1,http://www.dailybulletin.com/2017/10/20/rb-artist-miguel-speaks-of-saving-lives-during-adelanto-rally-for-incarcerated-immigrants/,http://www.pasadenastarnews.com/2017/10/20/rb-artist-miguel-speaks-of-saving-lives-during-adelanto-rally-for-incarcerated-immigrants/,,,,,,
Anaheim,Marriott Hotel,CA,US,2017-10-20,,,,,,,general protestors,Protesting appearance by Steve Bannon,1,protest,0,0,0,0,1,1,http://abc7.com/politics/groups-protest-steve-bannon-during-gop-convention-speech-in-oc/2553965/,http://abc7.com/politics/groups-protest-steve-bannon-during-gop-convention-speech-in-oc/2553965/,,,,,,
Athens,Athens County Courthouse,OH,US,2017-10-20,approximately 150,150,,150,,,general protestors,Protesting Ohio State's interim policies as being anti-free speech,0,protest,0,0,0,0,1,1,https://www.athensnews.com/news/campus/protesters-rally-uptown-against-ou-speech-policies/article_f20d3e20-b751-11e7-b07c-47d449801450.html,,,,,,,
Austin,Congress Ave.,TX,US,2017-10-20,FB: 86 went,86,,86,,,Grassroots Leadership,Protesting appearance by Jeff Sessions,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/122022415139078,http://www.dailytexanonline.com/2017/10/20/jeff-sessions-visits-us-attorney%E2%80%99s-office-in-downtown-is-greeted-by-protesters,,,,,,
Austintown,,OH,US,2017-10-20,More than a dozen protesters,12,,12,,,community members ,support Braking Point Recovery Center,0,rally,0,0,0,0,1,1,http://www.wfmj.com/story/36644314/supporters-gather-to-rally-for-owner-of-braking-point-recovery-center,,,,,,,
