CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Source1,Source2,Source3,Misc.,Source4,Source5,Source6,,,,,,,,,,,,,,,
Brookline,Larz Anderson Park to Brookline High ,Norfolk,MA,US,2020-06-15,estimated 500,500,,500,,,general protesters,against cuts to public education budget and teacher layoffs due to coronavirus pandemic,0,caravan,0,0,0,0,1,1,,https://boston.cbslocal.com/2020/06/15/brookline-teachers-protest-education-cuts-coronavirus/,,,,,,,,,,,,,,,,,,,,,
Cottonwood Heights,Cottonwood Heights City Hall,Salt Lake,UT,US,2020-06-15,more than 100,100,,100,,,Cottonwood Heights Citizens for Law Enforcement and Peace Officers,"against defunding police, against city councilwoman who took a knee during Pledge of Allegiance",2,rally,0,0,0,0,1,1,,https://www.hjnews.com/news/local/pro-police-rally-held-before-utah-protest-calling-for-reform/article_08449177-2c1a-593f-b955-7a48e3a4ff97.html,https://www.fox13now.com/news/local-news/hundreds-protest-after-cottonwood-heights-councilwoman-takes-knee-during-pledge-of-allegiance,,,,,,,,,,,,,,,,,,,,
Fremont,outside the Telsa plant,Alameda,CA,US,2020-06-15,,,,,,,general protesters,for better protection for workers from COVID19,0,rally,0,0,0,0,1,1,,https://sanfrancisco.cbslocal.com/2020/06/15/protesters-fremont-tesla-plant-demand-improved-covid-19-safety-workers/,,,,,,,,,,,,,,,,,,,,,
Little Rock,Colonial Parc Apartments,,AR,US,2020-06-15,about 10,10,,10,,,renters,"against evictions during COVID-19 pandemic, cancel rent, housing is a human right",0,protest,0,0,0,0,1,1,,https://www.arkansasonline.com/news/2020/jun/15/renters-little-rock-protest-evictions-during-pande/,,,,,,,,,,,,,,,,,,,,,
Memphis,in front of the courthouse,Shelby ,TN,US,2020-06-15,,,,,,,general protesters,for eviction moratorium during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.commercialappeal.com/picture-gallery/news/2020/06/15/people-gather-protest-restarting-eviction-proceedings/3191259001/,,,,,,,,,,,,,,,,,,,,,
Newton,fire station,Middlesex,MA,US,2020-06-15,roughly 200,200,,200,,,general protesters,"against ban on Thin Red Line flags at city facilities, in support of firefighters, for patriotism",2,protest,0,0,0,0,1,1,,https://www.boston.com/news/local-news/2020/06/16/newton-firefighters-flag-removal,,,,,,,,,,,,,,,,,,,,,
Norco,Corona-Norco Unified School District office,,CA,US,2020-06-15,about 80,80,,80,,,parents; children; teachers,for in-person schooling in fall 2020 despite coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.dailybulletin.com/2020/06/23/corona-norco-teachers-protest-early-return-to-campus/,,,,,,,,,,,,,,,,,,,,,
Pahrump,NV-160 and NV-372,Nye,NV,US,2020-06-15,count pic,60,,80,,,general protesters,"in support of law enforcement, for patriotism, for freedom, Thin Blue Line",2,protest,0,0,0,0,1,1,,https://pvtimes.com/news/law-enforcement-rally-draws-crowd-in-heart-of-pahrump-86006/,,,,,,,,,,,,,,,,,,,,,
Rome,Rome City Hall; Law Enforcement Center; Call of Duty Memorial,Floyd,GA,US,2020-06-15,,,,,,,general protesters,"in support of police and first responders and the military, Back the Blue",2,rally,0,0,0,0,1,1,,https://www.northwestgeorgianews.com/rome/lifestyles/local/back-the-blue-rally-planned-for-monday-to-cap-off-weekend-of-public-demonstrations/article_5e708576-ac06-11ea-8199-77117d32684a.html,,,,,,,,,,,,,,,,,,,,,
Shelton,Police headquarters,Fairfield,CT,US,2020-06-15,,,,,,,general protesters,in support of police chief Shawn Sequiera in dispute with police officers union,0,protest,0,0,0,0,1,1,,https://www.nhregister.com/news/article/Bridgeport-councilwoman-plans-protest-to-support-15339143.php,,,,,,,,,,,,,,,,,,,,,
Walhalla,Main St,Oconee,SC,US,2020-06-15,hundreds,200,,200,,,general protesters,against removal of Confederate monument,2,counter-protest,unspecified,unspecified,0,0,1,1,20200615-walhalla-confederacy,https://www.thetelegraph.com/news/article/Both-sides-of-Confederate-monument-protest-come-15345423.php,,,argued and scuffled with protesters,,,,,,,,,,,,,,,,,,
Athens,Athens City Hall,Clarke,GA,US,2020-06-16,,,,,,,general protesters,against use of prison inmate labor,2,protest,0,0,0,0,1,1,,https://www.redandblack.com/athensnews/opposing-protesters-gather-at-athens-city-hall-to-voice-opinions-on-police-budget-proposal/article_a8605c5a-b0ad-11ea-b934-b30e38e43a7b.html,,,,,,,,,,,,,,,,,,,,,
Athens,Athens City Hall,Clarke,GA,US,2020-06-16,,,,,,,Athens Republican Party,"against anti-racism protesters, against defunding police",2,counter-protest,0,0,0,0,1,1,20200616-athens-blm,https://www.redandblack.com/athensnews/opposing-protesters-gather-at-athens-city-hall-to-voice-opinions-on-police-budget-proposal/article_a8605c5a-b0ad-11ea-b934-b30e38e43a7b.html,,,scuffled with protesters,,,,,,,,,,,,,,,,,,
Atlanta,Georgia State Capitol,Fulton ,GA,US,2020-06-16,,,,,,,Coweta FORCE,against cuts in state budget for community organizations due to coronavirus pandemic,0,rally,0,0,0,0,1,1,,https://times-herald.com/news/2020/06/coweta-force-rallies-to-save-funding,,,,,,,,,,,,,,,,,,,,,
Benton,Marshall County Courthouse,Marshall,KY,US,2020-06-16,,,,,,,general protesters,"against cuts to budget for school resource officer program, for police in schools",0,rally,0,0,0,0,1,1,,https://www.paducahsun.com/news/a-win-for-our-children-marshall-commission-recommends-sro-funding-after-rally/article_69bf2ed3-beb4-52ee-9947-43bc03c87502.html,,,,,,,,,,,,,,,,,,,,,
Fort Lauderdale,Elbo Room,Broward,FL,US,2020-06-16,,,,,,,bar owners,for reopening of businesses amid COVID19 crisis,0,rally,0,0,0,0,1,1,,https://wsvn.com/news/local/broward-bar-owners-hold-rally-in-fort-lauderdale-to-reopen-businesses/,,,,,,,,,,,,,,,,,,,,,
Immokalee,Oakes Farms,Collier,FL,US,2020-06-16,,,,,,,employees,"against Black Lives Matter protesters, for patriotism, All Lives Matter, don't take away the few jobs we have left",2,counter-protest,0,0,0,0,1,1,20200616-immokalee-blm,https://www.naplesnews.com/picture-gallery/news/local/2020/06/17/protesters-march-down-main-street-during-black-lives-matter-demonstration-immokalee/3198388001/,,,verbal confrontations with protesters,,,,,,,,,,,,,,,,,,
Lakewood,,Ocean,NJ,US,2020-06-16,hundreds,200,,200,,,general protesters,against closure of summer sleepaway camps during coronavirus pandemic,0,march,0,0,0,0,1,1,,https://www.app.com/story/news/2020/06/16/lakewood-youth-protest-demanding-summer-sleepaway-camps-open-year/3203830001/,,,,,,,,,,,,,,,,,,,,,
Lansing,Michigan State Capitol,Ingham,MI,US,2020-06-16,,,,,,,general protesters,for better service from Michigan's Unemployment Insurance Agency during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.fox17online.com/news/problem-solvers/state-lawmakers-hold-rally-at-capitol-demanding-answers-from-uia,,,Moms for Families,,,,,,,,,,,,,,,,,,
Lodi,Lodi Unified School District offices,San Joaquin,CA,US,2020-06-16,about 50,50,,50,,,local parents,"against plans for online schooling during coronavirus pandemic, kids need normalcy",0,protest,0,0,0,0,1,1,,https://www.lodinews.com/news/article_fdd84518-b057-11ea-9e69-6f001adde0da.html,,,,,,,,,,,,,,,,,,,,,
Louisville,Central Park,,KY,US,2020-06-16,hundreds,200,,200,,,current and retired LMPD officers,"in support of police, against violent disorder, against using police as scapegoats",2,rally,0,0,0,0,1,1,,https://www.wdrb.com/news/downtown-looks-like-a-war-zone-current-retired-lmpd-officers-call-for-change/article_a060561c-afe1-11ea-abc5-d301b4e48a00.html,,,,,,,,,,,,,,,,,,,,,
Missoula,Sacajewea Park to the Badlanders,Missoula,MT,US,2020-06-16,several hundred,300,,300,,,general protesters,"raise awareness for murdered and missing indigenous women, for native peoples' rights",0,march,0,0,0,0,1,1,,https://helenair.com/news/state-and-regional/watch-this-hundreds-march-missoula-for-jermain-charlo/article_a16e9db8-dc37-5627-bd37-7c16df784167.html,https://missoulian.com/news/local/watch-this-hundreds-march-missoula-for-jermain-charlo/article_99e8d20b-cc95-508a-bea7-d3242d39e3b9.html,,,,,,,,,,,,,,,,,,,,
Oneida,State Police Troop D Headquarters,Oneida,NY ,US,2020-06-16,about 15,15,,15,,,general protesters,"in support of police, All Lives Matter",2,rally,0,0,0,0,1,1,,https://www.localsyr.com/news/local-news/peaceful-demonstration-happening-in-front-of-troop-d-in-oneida/,,,,,,,,,,,,,,,,,,,,,
Philadelphia,Marconi Plaza,Philadelphia,PA,US,2020-06-16,,,,,,,general protesters,"in support of police 1st District Commander Lou Campione, for patriotism, against removal of Christopher Columbus statue",2,rally,0,0,0,0,1,1,20200616-philly-marconi,https://6abc.com/community-events/pro-police-rally-held-at-columbus-statue-in-south-philadelphia/6250144/,,,at least one in Proud Boys attire; verbal confrontations with counter-protesters; police separated,,,,,,,,,,,,,,,,,,
Phillips ,Price County Courthouse,Price,WI,US,2020-06-16,dozens,24,,24,,,general protesters,against ordinance granting county emergency powers during coronavirus pandemic,2,protest,0,0,0,0,1,1,,https://waow.com/2020/06/16/price-county-residents-protest-covid-19-ordinance/,,,,,,,,,,,,,,,,,,,,,
Santa Maria,City Hall,Santa Barabara,CA ,US,2020-06-16,,,,,,,general protesters,for opening local pool during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://santamariatimes.com/news/local/demonstrators-rally-at-santa-maria-city-hall-over-pool-police-concerns/article_7493cf44-a498-5323-9e55-66c0ceafb094.html,,,,,,,,,,,,,,,,,,,,,
Santa Maria,City Hall,Santa Barabara,CA ,US,2020-06-16,,,,,,,general protesters,"Back the Blue, for patriotism, we support our law enforcement",2,counter-protest,0,0,0,0,0,1,20200616-santamaria-blm,https://santamariatimes.com/news/local/demonstrators-rally-at-santa-maria-city-hall-over-pool-police-concerns/article_7493cf44-a498-5323-9e55-66c0ceafb094.html,,,,,,,,,,,,,,,,,,,,,
Walhalla,Main Street; Walhalla City Hall,Oconee,SC,US,2020-06-16,,,,,,,general protesters,in defense of Confederate statue,2,counter-protest,0,0,0,0,1,1,20200616-walhalla-confederacy,https://www.thetelegraph.com/news/article/Both-sides-of-Confederate-monument-protest-come-15345423.php,,,conversed and marched with protesters,,,,,,,,,,,,,,,,,,
Harrisburg,online,,PA,US,2020-06-16,more than 100,100,,100,,,PennEnvironment,for climate action,1,virtual rally,0,0,0,0,1,1,,https://www.pennlive.com/news/2020/06/advocates-push-for-pa-to-take-action-on-climate-change-in-a-virtual-rally.html,,,,,,,,,,,,,,,,,,,,,
Amherst,UMass Amherst,Hampshire,MA,US,2020-06-17,over 100,100,,100,,,UMass faculty and students,against proposed faculty layoffs at University of Massachusetts Amherst,0,caravan,0,0,0,0,1,1,,https://www.gazettenet.com/CaravanProtest-hg-061820-34801913,,,,,,,,,,,,,,,,,,,,,
Baltimore,Department of Labor building,Baltimore,MD,US,2020-06-17,na,12,,12,,,unemployed community members,seek relief after becoming unemployed during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.wbaltv.com/article/unemployed-maryland-workers-protest/32893678,,,,,,,,,,,,,,,,,,,,,
Boston,"Holy Name Rotary, West Roxbury",Suffolk,MA,US,2020-06-17,hundreds,200,,200,,,general protesters,"Back the Blue, Thin Blue Line, for President Trump, for patriotism, not all cops are bad",2,counter-protest,0,0,0,0,1,1,20200617-boston-blm,https://www.bostonglobe.com/2020/06/17/metro/dueling-protests-west-roxbury-between-police-supporters-critics/,https://www.bostonherald.com/2020/06/17/dueling-black-lives-matter-pro-police-rallies-take-place-in-boston/,https://www.universalhub.com/2020/dueling-rallies-compete-dominance-holy-name-rotary,verbal clashes and scuffles with protesters; police separated,,,,,,,,,,,,,,,,,,
Burlington,Police Department,Middlesex,MA,US,2020-06-17,more than 100,100,,100,,,local residents,in support of police and first responders,2,rally,0,0,0,0,1,1,,https://whdh.com/news/over-100-people-rally-to-support-first-responders-in-burlington/,,,,,,,,,,,,,,,,,,,,,
Charlotte,Ardrey Kell High School,,NC,US,2020-06-17,roughly 200,200,,200,,,general protesters,in support of school official; against firing of principal,0,protest,0,0,0,0,1,1,,https://www.charlotteobserver.com/news/local/education/article243603797.html,,,,,,,,,,,,,,,,,,,,,
Eugene,West 11th Ave at Seneca Rd,,OR,US,2020-06-17,approximately 20,20,,20,,,general protesters,against removal of police officers from public schools,0,protest,0,0,0,0,0,1,,https://www.registerguard.com/picture-gallery/news/2020/06/18/while-4j-school-board-meets-virtually-protesters-take-to-the-streets/112809426/,,,,,,,,,,,,,,,,,,,,,
Hallettsville,,,TX,US,2020-06-17,,,,,,,general protesters,for animal rights,0,protest,0,0,0,0,1,1,,https://www.victoriaadvocate.com/premium/activist-resident-cited-by-police-during-hallettsville-animal-rights-protest/article_15094f48-b0da-11ea-8a4d-979c963a4375.html,,,,,,,,,,,,,,,,,,,,,
Howell,historic courthouse to Livingston County Democratic Party's office,Livingston,MI,US,2020-06-17,man,1,,1,,,general protesters,in support of Governor Whitmer's pandemic resposne,0,march,0,0,0,0,1,1,,https://www.livingstondaily.com/story/news/local/community/livingston-county/2020/06/17/man-86-walk-howell-brighton-support-whitmer/3207599001/,,,,,,,,,,,,,,,,,,,,,
Napa,3rd St Bridge,,CA,US,2020-06-17,count video,60,,80,,,We Back Blue,"Blue Lives Matter, God bless the police, for patriotism, against George Soros, for President Trump, for freedom, Thin Blue Line",2,rally,0,0,0,0,1,1,20200617-napa-webackblue,https://napavalleyregister.com/news/local/after-string-of-napa-protests-against-police-brutality-we-back-blue-rally-supports-law-enforcement/article_8792fdf9-bdb0-52e8-827e-5b3d14c42901.html,,,,,,,,,,,,,,,,,,,,,
New Orleans,Civil district court,Orleans,LA,US,2020-06-17,,,,,,,Trans organizers,in defense of trans lives,1,protest,0,0,0,0,1,1,,http://www.fightbacknews.org/2020/6/14/new-orleans-community-organizers-prepare-rally-defend-trans-lives,,,,,,,,,,,,,,,,,,,,,
Providence,Rhode Island Statehouse,Providence,RI,US,2020-06-17,count video,80,,120,,,Central Falls Teachers Union,against cuts to Central Falls Schools budget and layoffs of teachers,0,protest,0,0,0,0,1,1,,https://www.abc6.com/members-of-central-falls-community-hold-rally-at-state-house-for-equal-school-funding/,,,,,,,,,,,,,,,,,,,,,
Reading,BARTA Headquarters,,PA,US,2020-06-17,more than 20,20,,20,,,BARTA bus drivers,for safer working conditions for BARTA bus drivers during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.readingeagle.com/coronavirus/barta-bus-drivers-rally-for-safer-conditions-and-hazard-pay/article_d1476122-b18e-11ea-8aa1-9fe371bb508f.html,,,,,,,,,,,,,,,,,,,,,
Springfield,Illinois State Capitol,Sangamon,IL,US,2020-06-17,dozens,24,,24,,,charter bus drivers,raise awareness for impact of Covid-19 on bus drivers,0,caravan,0,0,0,0,1,1,,https://www.wcia.com/health/coronavirus/charter-coach-buses-rally-at-capitol/,,,,,,,,,,,,,,,,,,,,,
Trenton,New Jersey Statehouse,Mercer,NJ,US,2020-06-17,,,,,,,Make the Road New Jersey,for economic relief for undocumented workers during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.thedailyjournal.com/story/news/new-jersey/2020/06/17/coronavirus-nj-protesters-demand-relief-undocumented-immigrants/3206647001/,,,,,,,,,,,,,,,,,,,,,
Anchorage,"Anchorage Police Department, 716 W 4th Ave",Anchorage,AK ,US,2020-06-18,over 100,100,,100,,,general protesters,"in support of law enforcement, for patriotism, Thin Blue Line",2,rally,0,0,0,0,1,1,20200618-anchorage-police,https://www.adn.com/alaska-news/anchorage/2020/06/18/over-100-supporters-rally-for-anchorage-police/,,,,,,,,,,,,,,,,,,,,,
Buffalo,Courthouse,,NY,US,2020-06-18,hundreds,200,,200,,,Buffalo Police Benevolent Association,in support of police officers charged for injuring Black Lives Matter protester,2,protest,0,0,0,0,1,1,,https://www.foxnews.com/politics/police-rally-behind-their-own-scrutiny,https://video.foxnews.com/v/6165393832001#sp=show-clips,,,,,,,,,,,,,,,,,,,,
Burlington,Echo Lake Foods,Racine,WI,US,2020-06-18,,,,,,,general protesters,"for safer working conditions for workers during coronavirus pandemic, for immigrants' rights",0,protest,0,0,0,0,1,1,,https://www.wisn.com/article/breakfast-food-plant-workers-protest-for-better-protection-from-coronavirus/32910774#,,,,,,,,,,,,,,,,,,,,,
Estes Park,,,CO,US,2020-06-18,,,,,,,Estes Valley Crisis Advocates,pro- LGBTQ rights; Pride Month,0,rally,,,,,1,1,,https://www.eptrail.com/2020/06/17/black-lives-matter-march-this-saturday-in-estes-park/,,,,,,,,,,,,,,,,,,,,,
Kaneohe,Kuloa Ranch,Honolulu,HI,US,2020-06-18,about 30,30,,30,,,Native Hawaiians,"against spilling of sewage, for environmental protection and cultural preservation, for native peoples' rights",0,protest,0,0,0,0,1,1,,https://www.hawaiinewsnow.com/2020/06/18/dozens-peacefully-protesting-windward-oahu-over-construction-project/,,,,,,,,,,,,,,,,,,,,,
Kinderhook,Village Square,Columbia,NY,US,2020-06-18,about 40,40,,40,,,general protesters,"Back the Blue, for patriotism",2,rally,0,0,0,0,1,1,20200618-kinderhook-backtheblue,https://www.hudsonvalley360.com/news/columbiacounty/opposing-rallies-occupy-kinderhook-square/article_04525dbe-1dcd-53b7-b7a1-4f254ec16c16.html,,,,,,,,,,,,,,,,,,,,,
Lansing,Michigan State Capitol ,Ingham ,MI,US,2020-06-18,,,,,,,Michigan Militia of Love; Michigan Liberty Militia; Boogaloo Bois,"for Second Amendment rights, for freedom, against Governor Whitmer, against COVID mandates",2,protest,0,0,0,0,1,1,20200618-lansing-americanpatriot,https://www.lansingstatejournal.com/picture-gallery/news/local/2020/06/19/two-rallies-intersect-thursday-evening-at-the-capitol/3216591001/,https://www.youtube.com/watch?v=gI2WYCjFktI,,many wore tactical gear and carried rifles and sidearms; verbal interactions with counter-protesters,,,,,,,,,,,,,,,,,,
Los Angeles,West Hills Hospital,Los Angeles,CA,US,2020-06-18,,,,,,,SEIU 121RN,for safer staffing and PPE during coronavirus pandemic at West Hills Hospital,0,protest,0,0,0,0,1,1,,https://www.pasadenastarnews.com/2020/06/18/west-hills-hospital-nurses-protest-inadequate-ppe-staff-shortage-during-covid-19-crisis/,https://www.pe.com/2020/06/18/west-hills-hospital-nurses-protest-inadequate-ppe-staff-shortage-during-covid-19-crisis/,,,,,,,,,,,,,,,,,,,,
Norristown,Montgomery Plaza,Montgomery,PA,US,2020-06-18,,,,,,,Pro-Life Coalition of Pennsylvania,in support of County Commisioner; anti-abortion; anti-BLM,2,protest,0,0,0,0,1,1,,https://6abc.com/society/montco-commissioner-becomes-focus-of-dueling-rallies/6254247/,,,,,,,,,,,,,,,,,,,,,
